name,reading,meaning
長田,ながた,神戸市の区名。昭和20年（1945）林田(はやしだ)区と須磨区の一部とを合わせて成立。
長大,ながだい,１ 長くて大きいこと。たけが高く大きいこと。また、そのさま。２ 大人になること。また、そのさま。３ 長崎市にある国立大学法人。長崎経済専門学校・長崎医科大学・同付属薬学専門部・長崎高等学校・長崎師範学校・長崎青年師範学校を統合して、昭和24年（1949）新制大学として発足。平成16年（2004）国立大学法人となる。
中高,なかだか,１ 中央が小高く盛り上がって、周囲が低くなっていること。また、そのさま。２ 鼻筋が通って整った顔であること。また、そのさま。
菜刀,ながたな,野菜などを切るのに用いる、刃が薄くて幅が広く、先のとがっていない包丁。菜刀(ながたな)。なっきりぼうちょう。
中津,なかつ,大分県北西端の市。周防灘(すおうなだ)に臨む。近世は奥平氏らの城下町。耶馬渓(やばけい)や福沢諭吉の旧居がある。平成17年（2005）3月に下毛(しもげ)郡4町村を編入。
長月,ながつき,陰暦9月の異称。
中点,なかてん,１ 記号活字の「・」。縦書きの小数点、同種のものの並列の区切りなどに用いる。２ ワシの矢羽で、上下が白く、中央に黒い切斑(きりふ)のあるもの。黒い部分の大小によって大中黒・小中黒という。３ 紋所の名。新田氏の紋で、輪の中に横に黒く太い一線を引いたもの。一つ引両(ひきりょう)。
長点,ながてん,和歌・俳諧などですぐれた作品につける評点。なが。ちょうてん。
中砥,なかと,粗研ぎと仕上げの間に使う、きめが中位の砥石(といし)。青砥と白砥がある。ちゅうと。
中戸,なかど,部屋と部屋の間の戸。中の戸。
長門,ながと,旧国名の一。今の山口県の北西部に相当する。長州。
中胴,なかどう,紳士服で、腹のもっともふくらんだ、あるいはくびれた部分。また、その寸法。
長床,ながとこ,寺院などで、板敷きの上に一段高くして、長く畳を敷いた所。
中扉,なかとびら,1冊の書物で内容が部・編などに大きく分かれるとき、その区切りをつけるために挿入する標題紙。
長瀞,ながとろ,埼玉県北西部、秩父郡長瀞町にある、荒川上流の峡谷。結晶片岩の浸食された岩畳や甌穴(おうけつ)・秩父赤壁がみられる。
長螺,ながにし,イトマキボラ科の巻き貝。浅海の砂底にすむ。貝殻は細長い紡錘形で、殻高14センチくらい。殻表に黄白色の殻皮をかぶり、動物体は赤い。卵嚢(らんのう)は逆さほおずき・軍配ほおずきとよばれる。北海道南部から南に分布。
中庭,なかにわ,建物と建物の間につくった庭。周囲に建物のある庭。
中値,なかね,１ 高値と安値との中間の値段。２ 売値と買値との中間の値段。
長寝,ながね,長い間寝ること。いつまでも目を覚まさないこと。
長葱,ながねぎ,玉葱に対して、細長いいわゆる普通の葱をいう語。
中野,なかの,東京都の区名。住宅地。新井薬師（薬王寺）がある。
長野,ながの,中部地方中央部の県。信濃(しなの)国にあたる。明治期から養蚕県・教育県として有名。
長袴,ながばかま,裾が長く、後ろに引きずる袴。近世、直垂(ひたたれ)・大紋(だいもん)・素襖(すおう)・長上下(なががみしも)などの礼服に着用した。
中柱,なかばしら,１ 茶室内の炉の隅に立てられる柱。ゆがみばしら。２ 部屋の中央にある柱。
長浜,ながはま,滋賀県の北端、琵琶湖岸にある市。もと今浜といったが、羽柴秀吉が城下町をつくり、長浜と改めた。ビロード・縮緬(ちりめん)の産地。平成18年（2006）浅井(あざい)町・びわ町と合併。平成22年（2010）に周辺6町を編入。
中原,なかはら,神奈川県川崎市の区名。中心の小杉は、江戸から平塚市中原に至る中原街道の宿駅として発達。
中低,なかびく,１ 中央部が低くなっていること。また、そのさま。なかくぼ。２ 鼻の低いこと。また、そのさま。
長櫃,ながびつ,１ 衣服・調度を入れる形の細長い櫃。棒を通して二人で担ぐ。２ 長方形の炭櫃(すびつ)。長炭櫃(ながすびつ)。
中蓋,なかぶた,二重蓋になっている容器の内側の蓋。
中骨,なかぼね,魚の、両側の肉を取り去った背骨の部分。三枚下ろしにしたときの骨の部分。
長巻,ながまき,長太刀に長柄をつけ、革または組みひもで柄を巻き、鐔(つば)をつけた武器。戦場で、人や馬の足をなぎ倒すのに用いた。長巻の太刀。
長身,ながみ,刀・槍などの刃・穂の部分の長いこと。また、そのもの。
中道,なかみち,１ まんなかの道。土地の中央、山の中腹などを通る道。２ 二つのものの間の道。
長虫,ながむし,蛇の異称。
中村,なかむら,高知県南西部、四万十(しまんと)川下流にあった市。応仁2年（1468）一条教房(いちじょうのりふさ)が土佐の国司として居を構えた地。米・イグサの産地。平成17年（2005）西土佐村と合併し四万十市となる。
中宿,なかやど,目的地までの途中で宿をとること。また、その宿。
中山,なかやま,千葉県市川市と船橋市にまたがる地名。日蓮宗法華経寺の門前町から発展。中山競馬場がある。
永山,ながやま,北海道旭川市の地名。上川盆地最初の屯田兵村。米作が行われ、近年都市化が進む。
長湯,ながゆ,長い時間入浴すること。長ぶろ。
中指,なかゆび,5本の指のまんなかの指。
長夜,ながよ,夜の明けるまでが長い夜。特に、秋の夜についていう。夜長。ちょうや。
流山,ながれやま,千葉県北西部の市。江戸川東岸にあり、河港として発達。住宅地。みりん醸造が盛ん。
中綿,なかわた,布団・着物などの中に入れる綿。
中椀,なかわん,親椀(おやわん)の次の大きさの椀。汁物を入れるのに用いる。
梛筏,なぎいかだ,ユリ科の常緑小低木。高さ約30～50センチ。枝は濃緑色の平たい卵形で先がとがり、葉のように見える。葉は鱗片(りんぺん)状。雌雄異株で、5月ごろ、葉状の枝の中ほどに白い小花をつけ、丸く赤い実を結ぶ。地中海沿岸地方の原産で、明治初年に渡来。
啼兎,なきうさぎ,ウサギ目ナキウサギ科の哺乳類の総称。岩場などにすみ、体長約15センチ。耳は短くて丸く、尾はない。プチーと聞こえる鋭い声で鳴く。シベリア・中国東北部・北海道に分布。
長押,なげし,日本建築で、柱から柱へと水平に打ち付けた材。もとは柱を連結する構造材であったが、貫(ぬき)が用いられるようになってから装飾化した。取り付ける位置によって、地長押・腰長押・内法(うちのり)長押・蟻壁(ありかべ)長押・天井長押などがある。
名護,なご,沖縄県、沖縄島中北部の市。名護湾に臨み、名護七曲りとよばれる海岸は屈曲が多い。製糖業などが行われる。
奴国,なこく,弥生時代、現在の福岡市付近にあった小国名。「後漢書」東夷伝に、朝貢した奴国が印綬を賜った記事がある。なのくに。わのなこく。
勿来,なこそ,福島県いわき市南東部の地名。旧勿来市。勿来関跡がある。
余波,なごり,１ 波が打ち寄せたあと、渚のあちこちに残っている海水や海藻など。２ 強風の吹きやんだあとでもまだその影響が残っている波。なごろ。
梨瓜,なしうり,マクワウリの一品種。実は卵形で、果皮は灰白色。果肉は水分が多く甘味が強い。中国の原産で、明治初年に渡来。
梨酒,なししゅ,ナシの実のしぼり汁を発酵させて造った酒。また、ナシの実を焼酎と砂糖で漬けた果実酒。
梨大,なしだい,山梨県甲府市にある国立大学法人。山梨工業専門学校・山梨師範学校・山梨青年師範学校を統合し、昭和24年（1949）新制大学として発足。平成14年（2002）山梨医科大学と統合し、医学部を設置。同16年国立大学法人となる。
那須,なす,栃木県北東部、那須郡の地名。中心の芦野はもと奥州街道の宿場町。牧牛が盛ん。北西部に那須温泉郷がある。
名瀬,なぜ,鹿児島県、奄美(あまみ)大島中部にあった市。平成18年（2006）3月、住用村・笠利町と合併して奄美市となる。
灘酒,なだざけ,兵庫県の灘地方から産する清酒。古くから、良質の水と優秀な醸造技術からつくられた優良品と称されてきた。灘目酒(なだめざけ)。灘。
菜種,なたね,アブラナの種子。また、アブラナの別名。一般に、セイヨウアブラナなど近縁の採油植物も含めていう。
灘船,なだぶね,摂津国灘付近の沖を通う船。また、江戸時代、酒や米などを積んで運んだ灘の廻船。
鉈目,なため,登山者や山仕事をする人たちが、道しるべとして山中の樹木に鉈でつけた目印。
那智,なち,和歌山県南東部、東牟婁(ひがしむろ)郡那智勝浦町の地名。熊野那智大社の門前町。
夏茜,なつあかね,赤トンボの一種。アキアカネに似て、夏季は頭・胸部が褐色、腹部が橙色であるが、秋になると、特に雄は鮮紅色になる。6月末から10月ごろまでみられる。
夏梅,なつうめ,マタタビの別名。
夏扇,なつおうぎ,紙を張った扇。ヒノキの薄板を重ねた檜扇(ひおうぎ)を冬扇というのに対していう。
夏帯,なつおび,夏に用いる帯。博多織などの単帯(ひとえおび)や麻・絽(ろ)・紗(しゃ)などの薄手の生地で作った昼夜帯などがある。
夏鴨,なつがも,カルガモの別名。渡りをせず、夏でも見られるのでいう。
夏季,なつき,１ 夏の季節。かき。２ 江戸時代、1年2季と定められた奉公の期限で、春の出替わりから秋の出替わりまでの半年季。明暦の大火以後は3月5日から9月4日までを夏季とした。
夏着,なつぎ,夏に着る衣服。なつごろも。
夏菊,なつぎく,6月から7月ごろにかけて花が咲く菊の品種の総称。小輪の八重咲きが多い。
夏草,なつくさ,夏に生い茂る草。
夏葛,なつくず,マメ科の多年草クズの別名。
夏雲,なつぐも,夏空に現れる雲。入道雲・夕立雲・雷雲など変化が多い。
夏毛,なつげ,１ 鳥獣の夏の毛。晩春から初夏に換毛し、秋まで存続する。２ 鹿の夏の毛。夏の半ばを過ぎて黄色になり、白い斑点がはっきり浮き出たもの。毛皮で行縢(むかばき)、毛で筆を作った。
夏蚕,なつご,初夏に孵化(ふか)して飼われる蚕。飼養日数が短く、繭の量・質ともに劣る。
夏衣,なつごろも,夏に着る衣服。夏着(なつぎ)。
夏姿,なつすがた,夏らしい風物のようす。また、夏の服装をした姿。
夏蝉,なつぜみ,夏に鳴く蝉。アブラゼミ・クマゼミ・ニイニイゼミなど。
捺染,なっせん,染料を糊(のり)にまぜ、直接布地に摺(す)り付けて染色すること。特に、型を用いた模様染めをいう。プリント。おしぞめ。なせん。
夏空,なつぞら,夏の空。夏の晴れたまぶしい空。
夏橙,なつだいだい,ナツミカンの別名。
夏蔦,なつづた,ツタの別名。
夏椿,なつつばき,ツバキ科の落葉高木。山地に自生。葉は楕円形で、互生する。夏、ツバキに似た白い5弁花を開く。庭木として植えられ、俗にシャラノキともいうが、別種。
納豆,なっとう,１ よく蒸した大豆に納豆菌を加え、適温の中で発酵させた食品。粘って糸を引くので糸引き納豆ともいい、関東以北でよく用いる。２ 蒸した大豆に麹(こうじ)を加え、塩水に漬けて発酵させてから乾燥させた食品。浜納豆・大徳寺納豆・寺納豆などがある。３ 甘納豆のこと。
夏隣,なつどなり,夏に近い晩春のころ。
夏鳥,なつどり,ある地域に春から夏に渡来して繁殖し、秋に南方へ渡る鳥。日本ではツバメ・カッコウ・ヨタカ・サンコウチョウなど。
夏野,なつの,夏草の茂る野原。夏野原。
夏萩,なつはぎ,１ 夏に花の咲くハギ。特に、ミヤギノハギをさす。２ 襲(かさね)の色目の名。表は青、裏は紫。陰暦5、6月に用いる。
夏羽,なつばね,鳥の繁殖期の羽。春の換羽のあとの羽で、雄では派手なものが多い。
夏日,なつび,１ 夏の強い日ざし。また、夏の暑い日。２ 一日の最高気温がセ氏25度以上の日。
夏服,なつふく,夏に着る薄手の衣服。多く洋服にいう。
夏藤,なつふじ,マメ科の蔓性(つるせい)の落葉低木。山林に生え、葉は羽状複葉。夏、白い蝶形の花をつける。土用藤。
夏豆,なつまめ,１ ダイズの早生種。枝豆として食べる。夏だいず。２ ソラマメの別名。
夏道,なつみち,積雪期でない時期の登山道。
夏虫,なつむし,１ 夏の虫。夏の夜、灯火に寄ってくる虫。火取り虫。２ ホタルの異名。３ セミの異名。４ 夏、あせもが化膿して、子供の頭に発するできもの。なつぼし。なつむし。
棗貝,なつめがい,ナツメガイ科の巻き貝。潮間帯下にすみ、貝殻は球卵形で、殻径3センチくらい。殻表は淡褐色に濃褐色の斑点が密にある。本州中部以南に分布。
夏物,なつもの,夏に使うもの。夏向きのもの。特に、夏に着る衣服。
夏桃,なつもも,桃の一品種。早生種で、実は夏にできる。早桃(さもも)。
夏館,なつやかた,風鈴や打ち水など、涼しそうな夏の装いを見せている家屋。
夏山,なつやま,１ 夏の、草木が青々と茂った山。２ 夏の登山、また、その対象となる山。
名所,などころ,１ 姓名と住所。２ 景色・旧跡などで有名な場所。めいしょ。３ 器物などの部分の名称。
名取,なとり,１ 芸道で、一定の技能を修得し、家元・師匠から芸名を許されること。また、その人。２ 評判の高いこと。名高いこと。また、その人。３ 宮城県中南部の市。中心の増田はもと奥州街道の宿場町。植松には雷神山古墳がある。仙台市の南にあり、住宅地化が進む。
七尾,ななお,石川県、能登半島東岸部と能登島からなる市。七尾湾に面する貿易港。もと能登国府の所在地。漁業・窯業・製材業が盛ん。和倉温泉がある。
七度,ななたび,7回。また、多くの回数。
七半,ななはん,排気量750ccエンジンのオートバイの俗称。
何奴,なにやつ,どんなやつ。いかなるやつ。何者。
那覇,なは,沖縄県、沖縄島南西部の市。県庁所在地。琉球王都の首里(しゅり)の外港として発展。第二次大戦後は、昭和47年（1972）の沖縄返還までアメリカ軍政の中心地。壺屋焼・紅型(びんがた)などを特産。昭和29年（1954）首里市を、昭和32年（1957）真和志(まわし)市を編入。
名張,なばり,三重県中西部の市。古く、大和と伊勢を結ぶ街道の宿場町として栄えた。赤目四十八滝・香落渓(かおちだに)などの景勝地がある。
鍋鉄,なべがね,銑鉄(せんてつ)のこと。鍋などを鋳るのに用いるのでいう。
鍋釜,なべかま,鍋と釜。炊事道具。また、最低限の生活用品をたとえていう語。
鍋鸛,なべこう,コウノトリ科の鳥。全長約95センチ。腹が白いほかは全体に金属光沢のある黒色で、くちばしと脚は赤い。ユーラシア大陸に分布。日本では迷鳥。
鍋座,なべざ,いろりに面した主婦の座席。横座（主人の座席）のわきで、台所に近い席に定められる。北座。鍋代(なべしろ)。
鍋尻,なべじり,鍋の底の火に当たる部分。
鍋代,なべしろ,いろりに面した主婦の座席。横座（主人の座席）のわきで、台所に近い席に定められる。北座。鍋座(なべざ)。
鍋墨,なべずみ,鍋・釜の底についた黒いすす。
鍋底,なべぞこ,１ 鍋の内側の底。２ 最も低く落ち込んだ状態が続くこと。
鍋鉉,なべづる,鍋に取り付けてある、つる。
鍋鶴,なべづる,ツル科の鳥。全長約105センチ。体は灰黒色で頭と首が白く、頭上は皮膚が裸出して赤い。シベリアで繁殖。日本には冬鳥として山口県周南市・鹿児島県出水(いずみ)市に渡来し、特別天然記念物。
鍋蓋,なべぶた,１ 鍋のふた。２ 卦算冠(けいさんかんむり)の俗称。「京」「享」などの「亠」の部分。
鍋祭,なべまつり,滋賀県米原(まいばら)市の筑摩神社で5月8日（古くは陰暦4月1日）に行われる祭礼。古来、御輿(みこし)に従う女性がひそかに関係をもった男性の数だけ鍋をかぶったというが、現在は少女が作りものの鍋をかぶって供をする。つくまのまつり。
生餡,なまあん,小豆(あずき)などを煮てつぶしただけで、砂糖を加えてない餡。
生歌,なまうた,１ 未熟な歌。へたな歌。２ 録音された音声ではなく、その場で実際に歌うこと。
生餌,なまえ,１ 動物の飼料や釣りえさに使う生きたままの虫や魚など。２ 小鳥のえさで、ぬか・魚・草などをすりつぶしたもの。
生貝,なまがい,１ なまの貝。貝類の生肉。２ アワビの生肉。塩で洗って締まった肉を刻み、冷水で冷やして食べる。水貝(みずがい)。
生鉄,なまがね,よく鍛えていない鉄。
生壁,なまかべ,１ 塗りたてで、まだよく乾いていない壁。２ 茶色がかったねずみ色。また、濃い藍ねずみ色。
鈍刀,なまくらがたな,切れ味の鈍い刀。なまくら。
生栗,なまぐり,生のままの栗の実。
樹懶,なまけもの,貧歯目ナマケモノ科の哺乳類の総称。体長約50センチ、尾はきわめて短く、鉤(かぎ)状の爪で木の枝にぶら下がり、動作は緩慢。歯は不完全で、柔らかな木の葉や芽を食べる。体毛は長く茶色であるが、藻類が寄生するので緑色を呈し、保護色となる。フタユビナマケモノとミユビナマケモノの2属に大別される。
海鼠,なまこ,１ ナマコ綱の棘皮(きょくひ)動物の総称。すべて海産。体は円筒形で前後に細長く、前端に口と触手、後端に肛門があり、皮膚の中に小さな骨片が散在。種類が多く、マナマコは生食のほか、海参(いりこ)・海鼠腸(このわた)に加工する。２ 製錬した鉄・銅・鉛などを鋳型に流し込んだもの。３ 波形をした板。波形のスレート板や亜鉛鉄板。屋根・塀などに使う。波板。
生米,なまごめ,生のままの米。炊(た)いたり煎(い)ったりしていない米。
生酒,なまざけ,もろみを絞っただけで、殺菌のための火入れをしていない酒。
生食,なましょく,なまのまま食べること。
癜肌,なまずはだ,なまずのできている肌。
鯰肌,なまずはだ,日本刀の刀身に現れる、黒く澄んでいる斑点。鯰肌(なまずはだ)。
鯰髭,なまずひげ,１ ナマズのひげに似た細長い口ひげ。また、そのような口ひげの人。２ 《多くなまずひげを生やしていたところから》明治初期に、官吏をあざけっていった語。
生禅,なまぜん,禅を学び、なまかじりなのに自分では悟った気になっていること。野狐禅(やこぜん)。
生竹,なまだけ,切りたての青々とした竹。青竹。
生種,なまだね,蚕の不越年卵のこと。産卵後、休眠することなく発育を続け、短期間で孵化(ふか)する。
生血,なまち,新鮮な血。いきち。
生乳,なまちち,しぼったばかりの新しい乳。まだ加工していない乳。
生麩,なまふ,小麦粉に含まれるでんぷん質を水で流し去り、残ったたんぱく質がグルテンを形成したものにもち米などを加え、ゆでるか蒸すかしたもの。汁の具や煮物に用いる。
生節,なまぶし,カツオの肉を蒸し、一度だけ火入れして生干しにした食品。煮つけや酢の物などにして食べる。なまぶし。
生保,なまぽ,インターネットなどで使われる俗語で、生活保護、またはその受給者の蔑称。
生繭,なままゆ,煮沸・乾燥する前の、中のさなぎが生きたままの繭。きまゆ。
儺豆,なまめ,節分の夜、悪鬼を追い払うのにまく豆。
生麺,なまめん,ゆでたり乾燥させたりしていない麺。
鉛色,なまりいろ,鉛の色に似た、淡いねずみ色。
鉛紙,なまりがみ,ガラス類・金属類・細工物・果実などの包み紙として用いる薄い紙。明治初年、輸入鉛板の間に挟んであった薄用紙に似せて製造したもの。
鉛銭,なまりせん,鉛で鋳造した銭貨。中世から近世初期にかけて流通した悪質の私鋳銭のほか、江戸末期から明治初期に関東・東北の一部で流通したものがある。なまりぜに。
鉛粉,なまりふん,鉛の粉末。蒔絵(まきえ)の顔料として用いる。
生録,なまろく,直接現場の音や状況を録音・録画すること。
波板,なみいた,波形をした板。波形のスレート板や亜鉛鉄板。屋根・塀などに使う。
波音,なみおと,波が寄せたり引いたりするときに起こす音。
波貝,なみがい,キヌマトイガイ科の二枚貝。浅海の砂泥底にすむ。貝殻は長楕円形で、殻長約10センチ。殻表は白色で、同心円状に起状が著しく、波状に見える。水管は長く太く、食用。翁(おきな)の面貝。
並字,なみじ,印刷で、特殊でない書体や大きさの活字。一般に明朝体(みんちょうたい)の全角のものをいう。
並製,なみせい,並の程度に作ること。また、その製品。
涙川,なみだがわ,涙があふれ流れるのを川にたとえた語。また、川のように流れ出る涙。なみだのかわ。
涙金,なみだきん,同情して与える金。また、お情けで与えるわずかな金。特に、これまでの関係を絶つときなどに与える少しの金。
涙茸,なみだたけ,イドタケ科のキノコ。木材を腐らせる菌で、建物の湿った所などに繁殖し、扇形に広がり、白色から暗褐色になる。発育中は水分を含み、涙のように水滴を出すのでいう。
涙箸,なみだばし,嫌い箸の一。箸でつまんだ食べ物の汁をたらしながら口に運ぶこと。
涙袋,なみだぶくろ,俗に、目の下のふくらんだ部分のこと。涙堂。
並幅,なみはば,反物の普通の幅。鯨尺(くじらじゃく)の9寸5分（約36センチ）。小幅。
南無,なむ,仏語。仏・菩薩(ぼさつ)に向かって、心からの帰依を表す語。その名を呼ぶときに冠する。
菜虫,なむし,大根・かぶ・白菜などの葉を食い荒す虫。モンシロチョウの幼虫が最も普通に見られる。
魚群,なむら,海中の魚の群れ。ぎょぐん。
行方,なめがた,茨城県南東部、霞ヶ浦と北浦に挟まれた地域にある市。低地を利用した稲作のほか、チンゲンサイの栽培が盛ん。平成17年（2005）9月に麻生町・北浦町・玉造町が合併して成立。
蛞蝓,なめくじ,腹足綱ナメクジ科の軟体動物。陸生の巻き貝であるが、殻をもたず、体長6センチくらい。体は細長く、前端に触角があり、体表は粘液に覆われる。湿った所を好み、野菜などを食害。塩をかけると水分が出るため体が小さく縮む。背面に殻片をもつものは別科のコウラナメクジ。なめくじり。なめくじら。
滑子,なめこ,モエギタケ科のキノコ。秋から冬にかけ、ブナなどの枯れ木に生える。茶色で、全体が粘液に覆われる。人工栽培もされ、色は淡い。味噌汁の具やおろし和えなどにする。
菜飯,なめし,刻んだ青菜を炊き込んだ飯。また、さっと湯に通して塩を加えた青菜をまぜた飯。
鞣革,なめしがわ,１ なめした革。作り皮。レザー。２ 漢字の構成部分で、「韓」「韜」などの「韋」の称。
滑茸,なめたけ,エノキタケの別名。
滑川,なめりかわ,富山県中部の市。富山湾に臨み、早月川河口沖はホタルイカ群遊海面として特別天然記念物。売薬業が盛ん。
弱竹,なよたけ,細くてしなやかな竹。また、女竹(めだけ)の別名とも。なゆたけ。
名寄,なよろ,北海道北部の市。名寄盆地の商業中心地。餅米(もちごめ)の生産や酪農が盛ん。珍石の鈴石・高師小僧を産し、いずれも天然記念物。平成18年（2006）3月、風連(ふうれん)町と合併。
奈良,なら,近畿地方中部の県。もとの大和(やまと)にあたる。
楢柏,ならがしわ,１ カシワの別名。また、コナラの別名。２ ブナ科の落葉高木。本州中部以西の山地に自生。葉は長楕円形で、裏面が灰白色。実は椀(わん)形の殻斗(かくと)をもつどんぐり。
楢茸,ならたけ,キシメジ科のキノコ。夏から秋、枯れ木などに生える。傘は直径5～15センチで、表面は淡黄褐色。細長い菌糸束を生じて広がり、菌糸の若いものは発光する。食用。はりがねたけ。
形姿,なりすがた,なりふり。身なり。
成田,なりた,千葉県北部の市。成田山新勝寺の門前町。三里塚に成田国際空港がある。平成18年（2006）3月、下総町・大栄町を編入。
鳴子,なるこ,１ 田畑が鳥獣に荒らされるのを防ぐための仕掛け。横板に数本の竹片をぶら下げたものを縄に掛け連ね、縄を引くと音が鳴るようにしたもの。ひきいた。２ 1に似せて作った打楽器。持ち手をつけた板に木片を取り付け、振って打ち鳴らす。高知県のよさこい祭などで使われる。３ 宮城県大崎市の地名。温泉地。鳴子こけし・鳴子塗の産地。荒雄川支流の大谷川に鳴子(なるご)峡がある。
鳴滝,なるたき,京都市右京区の地名。中央を流れる御室川を鳴滝川ともいう。もと砥石(といし)や苗木の産地。
鳴門,なると,１ 潮の干満の際、潮流が渦を巻いて鳴りとどろく瀬戸。２ 切り口が渦巻き模様になるように、食紅で着色した魚のすり身を、白いすり身で巻いて作ったかまぼこ。鳴戸。３ 徳島県北東部の市。鳴門海峡に面する。製塩業で発展。現在は製薬・養殖業・繊維・農業が盛ん。４ 徳島県鳴門市孫崎と兵庫県の淡路島の門崎(とざき)との間の海峡。内海側の播磨灘(はりまなだ)と外洋側の紀伊水道との干満による海面差が大きいことから、潮の流れが急で、渦潮を生じる。昭和60年（1985）完成の大鳴門橋が架かる。
鳴海,なるみ,１ 名古屋市緑区の地名。もと東海道の宿場町。鳴海絞を特産。古代には海岸で、鳴海潟とよばれた。２ 鳴海地方で産する木綿の絞り染め。有松絞(ありまつしぼり)。
縄簾,なわすだれ,１ 縄をいく筋も垂らして、すだれとしたもの。なわのれん。２ 南蛮焼きの茶器、特に水指(みずさし)で、1のような模様があるもの。南蛮縄簾。
縄船,なわぶね,延縄(はえなわ)漁業を行う船。
縄筵,なわむしろ,縄を編んで作ったむしろ。
南欧,なんおう,ヨーロッパの南部。イタリア・フランス南部・スペイン・ポルトガルなどをさす。南ヨーロッパ。
南瓜,なんか,カボチャのこと。
南柯,なんか,南側に差し出た枝。南枝。
南海,なんかい,南方の海。また、そこにある島や国。
南界,なんかい,動物地理区の三界の一。オーストラリア区と大洋区に分けられる。
南階,なんかい,南向きに設けられた階段。特に、紫宸殿(ししんでん)の南面中央の階段。その左右に、左近の桜と右近の橘とがあった。
南学,なんがく,土佐で興り発達した日本の朱子学の一派。室町末期の南村梅軒を祖とし、谷時中・小倉三省・野中兼山・山崎闇斎らが著名。現実社会における実践を重視した。海南学派。
南岸,なんがん,南側の岸。
南紀,なんき,和歌山県南部から三重県南部にまたがる地域。紀南(きなん)。
軟球,なんきゅう,軟式のテニス・卓球・野球などで用いるボール。硬式用のボールよりも軽くて軟らかい。
難球,なんきゅう,球技で、打ったり取ったりしにくい球。
南極,なんきょく,１ 地軸が南半球で地表と交わる点。南極点。２ 地軸の延長線が南側で天球と交わる点。天の南極。３ 地磁気の南の極。南磁極。
軟玉,なんぎょく,硬度が比較的低い玉(ぎょく)の一。緑閃石(りょくせんせき)または透閃石(とうせんせき)からなり、古くから飾り石や工芸品に用いられた。
軟膏,なんこう,均質な半固形状の外用薬。脂肪・ろう・ワセリン・ラノリン・マクロゴール（ポリエチレングリコール）などの基剤に医薬品を混和したもの。外傷や皮膚疾患に使われる。軟膏薬。軟膏剤。
軟鋼,なんこう,炭素を0.13～0.20パーセント含む炭素鋼。一般にいう鉄材。低炭素鋼。
南国,なんこく,高知県中部の市。土佐湾に面する。土佐国府・国分寺跡がある。
軟骨,なんこつ,軟骨細胞とそれを取り囲む基質からなる支持器官。弾力性があり、脊椎動物によく発達。発生初期は骨格の大部分を占めるが、のちに骨組織に置換され、人間では関節・喉頭蓋(こうとうがい)・耳介・椎間板などにみられる。
軟材,なんざい,針葉樹の材。広葉樹のものに比べて軟らかいものが多いところからいう。
南山,なんざん,１ 南の方角にある山。２ 弓場で、的をかけるために、土または細かい川砂を土手のように固めた盛り土。的山(まとやま)。射垜(あむつち)。３ 長寿を祝うこと。
難死,なんし,戦争や大震災によって多数の一般市民にもたらされる無意味で不条理な死のこと。作家小田実の造語。
難視,なんし,山やビル、離島など、地理的な条件が障害となって、テレビ放送の受信が良好でないこと。
難治,なんじ,１ 病気のなおりにくいこと。２ 民心などのおさめにくいこと。３ むずかしいこと。困難。難儀。
軟式,なんしき,野球・テニス・卓球などで、軟球を使用する方式。
南城,なんじょう,沖縄県、沖縄島南部にある市。観光業のほか車海老などの養殖が盛ん。平成18年（2006）1月、玉城(たまぐすく)村・知念(ちねん)村・佐敷町・大里村が合併して成立。
軟条,なんじょう,魚のひれにある軟らかいすじ。節や枝分かれのあることが多い。
軟水,なんすい,カルシウムやマグネシウムなどの塩類の含有量が少ない水。ふつう硬度10度以下の水をいい、洗濯・染色などに適する。
南西,なんせい,南と西との間の方角。西南。
南総,なんそう,上総(かずさ)の異称。下総(しもうさ)を北総というのに対する。
南丹,なんたん,京都府中部、大堰(おおい)川上流域を占める市。水菜・壬生(みぶ)菜など京野菜の生産が盛ん。大学の郊外キャンパスや専門学校が多い。平成18年（2006）1月、美山町・園部町・八木町・日吉町が合併して成立。
南端,なんたん,南のはし。
軟炭,なんたん,無煙炭を除く軟質の石炭。主に瀝青炭(れきせいたん)をさしたが、最近では一部の亜瀝青炭と褐炭の総称。
南中,なんちゅう,天体が日周運動により天の北極の南側で子午線を通過すること。正中(せいちゅう)。
南庭,なんてい,建物の南側にある庭。また特に、紫宸殿(ししんでん)の正面の庭。
軟泥,なんでい,プランクトンなどの遺骸を30パーセント以上含む、海底の軟らかい泥。有孔虫軟泥などの石灰質軟泥と、珪藻軟泥などの珪質軟泥に分ける。
軟鉄,なんてつ,炭素をほとんど含まない比較的純粋な鉄。軟鋼をさすこともある。軟らかく、展延性があり、電磁気材料などに使用。
南天,なんてん,１ 南の空。南半球の空。２ メギ科の常緑低木。本州中部以南の暖地に自生。葉は羽状複葉で、先のとがった楕円形の堅い小葉からなる。6月ごろ、白い小花を円錐状につける。果実は球形で、ふつう赤く熟す。果実を干して鎮咳(ちんがい)薬にする。庭木とし、品種が多い。南天竹。南天燭。３ 家紋の一。2の葉や実を組み合わせて図案化したもの。
南砺,なんと,富山県南西部にある市。山間部は白山国立公園の森林で合掌造りの民家がある。平成16年（2004）11月に城端(じょうはな)町、平(たいら)村、上平(かみたいら)村、利賀(とが)村、井波町、井口(いのくち)村、福野町、福光(ふくみつ)町が合併して成立。
