name,reading,meaning,example
校木,あぜき,校倉(あぜくら)造りの外壁として組み上げる木材。,29
校倉,あぜくら,三角形四角形または台形の断面をした木材を井桁(いげた)に組んで外壁とした倉。甲倉(こうそう)。叉倉(さそう)。,131
汗雫,あせしずく,汗がしずくのように滴り落ちること。また、その汗。,0
畦菅,あぜすげ,カヤツリグサ科の多年草。湿地に生え、高さ20～60センチ。枝が地をはう。葉は細長く、縁がざらつく。春、茶褐色の雄花穂と黒褐色の雌花穂をつける。,0
綜竹,あぜたけ,機織り機で、縦糸のもつれを防ぎ、順序を正しくするために、その間に入れる細い竹の棒。,0
畦菜,あぜな,ゴマノハグサ科の一年草。畦や道端に生えて、茎は四角柱。葉は卵円形で葉脈が目立つ。夏から秋にかけて淡紅紫色の小花をつける。,0
畦火,あぜび,早春、害虫駆除のために田畑の畦を焼く火。,0
畦豆,あぜまめ,田の畦につくる大豆。,0
畔道,あぜみち,田と田の間の細い道。,120
汗疹,あせも,夏季や発熱時に、汗が十分排出されず、表皮内に残ったときに皮膚にできる小さな赤い丘疹(きゅうしん)。汗瘡(かんそう)。かんしん。あせぼ。,37
阿蘇,あそ,熊本県北東部にある市。阿蘇カルデラの北半を占める。稲作と高原野菜栽培が盛ん。平成17年（2005）2月に一の宮町、阿蘇町、波野村が合併して成立。,1546
亜族,あぞく,１ 光の当たらない暗い面。２ 隠れた醜い面。暗黒面。,38
彼所,あそこ,１ 遠称の指示代名詞。話し手と聞き手の双方が承知している場所や状況、人などをさす。２ 三人称の人代名詞。あの人。彼。,0
亜大,あだい,東京都武蔵野市に本部のある私立大学。昭和16年（1941）創設の興亜専門学校を前身として、同25年に新制大学として設立。,13
安宅,あたか,石川県小松市西部の地名。北陸道の宿駅。,511
仇敵,あだがたき,憎い相手。きゅうてき。,926
徒気,あだけ,浮気な行為。浮気心。,0
足立,あだち,東京都北東部の区名。荒川・隅田川と中川にはさまれ、北は綾瀬川の支流の毛長川をはさんで埼玉県と接する。,2097
徒名,あだな,１ 男女関係についてのうわさ。浮き名。２ 事実無根の評判。,4
綽名,あだな,本名とは別に、その人の容姿や性質などの特徴から、他人がつける名。ニックネーム。,705
徒浪,あだなみ,たいした風もないのに立つ波。変わりやすい人の心、軽々しい行為などをたとえていう語。,2
頭株,あたまかぶ,人の上に立って中心となる人物。かしらぶん。,69
頭虱,あたまじらみ,ヒトジラミ科のシラミ。体長2～3ミリで暗褐色。頭髪などに寄生し、血を吸う。,0
熱海,あたみ,静岡県東部、相模湾に面した市。古くからの温泉保養地・観光地。泉質は単純温泉・塩化物泉・硫酸塩泉など。,2163
亜炭,あたん,褐炭の一種で、炭化の程度が低く、発熱量の小さいもの。,90
阿檀,あだん,タコノキ科の常緑低木。高さ約6メートル。幹の途中から太い支柱根を出す。熱帯性で、沖縄・台湾に自生し、潮風に強い。葉でパナマ帽やかごを、茎で弦楽器の胴を、根でキセルを作る。,4
厚板,あついた,１ 厚みのある板。２ 厚地織物の一。生糸を横糸、練り糸を縦糸として、模様を織り出した絹織物。多く帯地に用いる。厚絹。厚板織り。３ 能装束の一。2の生地や唐織りを用いた小袖物。男体(なんたい)の着付けに用いる。４ チャセンシダ科の常緑、多年生のシダ。暖地の山林に自生。葉には切れ込みがなくて厚く、長さ10～30センチ。葉柄は太く、褐色の鱗片(りんぺん)が密生。あついたしだ。,254
圧延,あつえん,圧延機に金属を通して棒板などに引き延ばすこと。,360
圧覚,あっかく,皮膚感覚の一つで、触点が外部からやや強く刺激されると感じる圧迫感。,16
厚皮,あつかわ,１ 皮の厚いこと。また、その皮。２ 厚かましいこと。また、そのさま。恥知らず。,32
厚木,あつぎ,神奈川県中部、相模川西岸の市。米軍の厚木航空基地は県内の綾瀬大和両市にある。人口22.4万（2010）。,1253
厚絹,あつぎぬ,厚い織り地の絹。厚板(あついた)。,0
悪計,あっけい,邪悪な計略。奸計(かんけい)。わるだくみ。,62
圧痕,あっこん,押されたり、圧力を加えられたりしたときにできる跡。,57
圧殺,あっさつ,１ おしつぶして殺すこと。２ 無理やりに押さえつけて抵抗力を奪うこと。,216
圧死,あっし,おしつぶされて死ぬこと。,212
厚地,あつじ,織物で厚みのあるもの。,162
圧出,あっしゅつ,力を加えて押し出すこと。,8
圧条,あつじょう,木の枝を押し曲げて土に埋め、そこから根が出るのを待って親木から切りはなし、新しい苗木をとる方法。取り木。,2
圧制,あっせい,権力などを使って、他の者の言動を押さえつけたり、人に強制したりすること。また、そのさま。,460
圧政,あっせい,権力などで人民を押さえつける政治。圧制政治。,472
圧接,あっせつ,強い圧力をかけて同種または異種の金属を接合する加工法。常温下または少々の加熱を伴って行う冷間圧接と、高温で行う熱間圧接とがある。,28
圧雪,あっせつ,雪を踏みつぶして固めること。踏んで固めた状態の雪。,52
熱田,あつた,名古屋市南部の区名。熱田神宮の門前町として発展し、江戸時代には東海道最大の宿場町で、宮宿(みやのしゅく)とよばれた。現在は工業地。,1137
安土,あづち,滋賀県近江八幡市東部の地名。旧安土町は平成22年（2010）に同市と合併。安土城跡がある。,2132
圧点,あってん,皮膚感覚のうち、軽い刺激は触覚として、強い圧力は圧覚として感じる点。,5
圧入,あつにゅう,強い圧力を加えて物を押し込むこと。,79
圧尾,あつび,物事の終わり。最後。結末。,0
厚額,あつびたい,前額部の縁の部分が高い冠。古くは、壮年で高位の者が用いた。,0
厚別,あつべつ,札幌市の区名。平成元年（1989）に白石区から分区。,141
厚膜,あつまく,厚みのある膜。,39
圧密,あつみつ,水を多く含んだ土や地盤などに荷重がかかったとき、水が抜け出して体積が減少する現象。,21
熱麦,あつむぎ,熱くして食べるうどんそうめん。煮麺(にゅうめん)。,0
厚物,あつもの,花びらがまり状に厚く盛り上がって咲く菊。厚物咲き。,26
宛行,あてがい,１ 適当に割り当てること。また、その物。２ 禄や所領を割り当てること。また、その禄や所領。３ 取り計らい。配慮。,37
充行,あてがい,１ 適当に割り当てること。また、その物。２ 禄や所領を割り当てること。また、その禄や所領。３ 取り計らい。配慮。,10
宛所,あてどころ,１ 郵便物などの送付先の所書き。宛先。２ 古文書で、文書の末尾または書き出しに書かれた相手の名。あてどころ。３ 意図するところ。目的。,28
貴宮,あてみや,宇津保物語の登場人物。源正頼の九女で絶世の美人といわれる。東宮の強引な求婚でその妃となり、多くの求婚者たちを失望させる。,41
後脚,あとあし,１ 獣・昆虫などの後ろの足。うしろあし。２ 芝居で、馬の後ろ足となる役。,448
後足,あとあし,１ 獣・昆虫などの後ろの足。うしろあし。２ 芝居で、馬の後ろ足となる役。,481
後笈,あとおい,山伏などが背に負う笈。,0
後肩,あとかた,駕籠(かご)や輿(こし)の担ぎ棒の後ろのほうを担ぐ者。後肩(あとかた)。,0
後金,あときん,１ 品物を受け取ったあとで代金を支払うこと。２ 代金のうち、手付け金や内金(うちきん)を払った残りの金。残金。あとがね。,209
後薬,あとぐすり,物事がすんでから処置しても意味のないことのたとえ。,0
後口,あとくち,１ 飲食したあと口の中に残っている味や感じ。あとあじ。２ 自分の言動のあとの気分。あとあじ。３ 申し込みなどの、あとの順番。あとに待っているもの。,97
後作,あとさく,作物を収穫した後の田畑に他の作物を栽培すること。また、その作物。,31
後産,あとざん,胎児が産み出されたあと、胎盤や卵膜などが排出されること。また、その排出されたもの。のちざん。こうざん。,31
後歯,あとば,１ 下駄の後ろの歯。２ 前の歯と台は同じ材で作り、後ろの歯を差し入れた女性用の下駄。,0
後箱,あとばこ,大名行列で、馬や駕籠(かご)のあとに続く、調度品や小道具を入れた挟み箱。,0
後腹,あとばら,１ 産後の腹痛。２ 事がすんだあとに生じる、出費などの障害・苦痛。３ 後妻の産んだ子。,58
後火,あとび,１ 嫁に行く娘を生家から送り出したあと、門前でたく火。２ 葬式を出したあとに門前でたく火。送り火。,0
跡火,あとび,１ 嫁に行く娘を生家から送り出したあと、門前でたく火。２ 葬式を出したあとに門前でたく火。送り火。,0
後棒,あとぼう,駕籠(かご)や輿(こし)の担ぎ棒の後ろのほうを担ぐ者。後肩(あとかた)。,31
後幕,あとまく,１ 芝居で、次に演じられる狂言。２ 次にする仕事。,0
跡見,あとみ,茶事七式の一。茶会のあとで、参会できなかった希望者に、その道具の取り合わせや趣向などを見せるために行う会。,61
後昔,あとむかし,茶摘みの2日目に摘んだ茶葉で製した抹茶の銘。本来、小堀遠州が織部好みの青みを帯びた色の茶を名付けたもの。製茶家では昔から「あとむかし」という。,0
後妻,あとめ,後添(のちぞ)いの妻。ごさい。,1460
後山,あとやま,１ 鉱山で、採掘作業を行う鉱員を助けて、石炭や鉱石を運搬する作業員。２ 沿岸を航海中に、船の後方に見えて目標となる山。,131
跡山,あとやま,１ 鉱山で、採掘作業を行う鉱員を助けて、石炭や鉱石を運搬する作業員。２ 沿岸を航海中に、船の後方に見えて目標となる山。,0
花鶏,あとり,スズメ目アトリ科の鳥。スズメよりやや大きい。頭部と背は黒く、胸とわきは黄褐色、腹は白い。日本には秋から冬にかけて渡来する。アトリ科にはヒワ・マシコやカワラヒワ・ウソなども含まれる。,602
穴一,あないち,近世の子供の遊び。地面に小さな穴をあけ、約1メートル離れた線の外から銭(ぜに)などを投げ入れて勝負を競う。穴打ち。銭打ち。,0
穴糸,あないと,ボタンつけや穴かがりなどに用いる、縒(よ)りのかかった太めの絹糸。,0
穴兎,あなうさぎ,ウサギ科の哺乳類。飼いウサギの原種。体長35～45センチ。少数の群れで地下に複雑な穴を掘って暮らす。ヨーロッパ・北アフリカに分布。,0
穴窯,あながま,焼き物窯の古い形式の一。斜面を掘って天井だけを構築したものと、地中を掘り抜いたものとがある。,13
穴冠,あなかんむり,漢字の冠の一。「空」「究」などの「穴」の称。,0
穴熊,あなぐま,１ イタチ科の哺乳類。体長50～90センチ。タヌキに似るが、爪が長く、クマのようにかかとを地面につけて歩く。夜行性で雑食。ヨーロッパとアジアの温帯地方に分布。日本では本州・四国・九州の山林に深い穴を掘ってすむ。ささぐま。まみ。むじな。あなほり。２ 将棋で、端の香車(きょうしゃ)を一間(けん)上げ、そのあとへ王将を入れて金将・銀将で囲む形。岩屋囲い。,295
穴倉,あなぐら,１ 地中に穴を掘って、物を蓄えるようにした所。２ 地下室。,217
穴子,あなご,ウナギ目アナゴ科の海水魚の総称。ウナギに似て、うろこ・腹びれがない。マアナゴ・クロアナゴ・ギンアナゴなどは食用。夏に美味。《季 夏》,85
足末,あなすえ,１ 足の先。つま先。２ 子孫。末裔(まつえい)。,0
穴燕,あなつばめ,アマツバメ科アナツバメ属の鳥の総称。全長9～17センチ。主に南アジアに分布し、洞窟(どうくつ)内の壁に唾液(だえき)などを固めて巣を作る。巣は燕窩(えんか)とよばれ、中国料理の高級材料として珍重される。,0
穴蜂,あなばち,ジガバチ科アナバチ属の蜂の総称。地中に穴を掘ったり竹筒を利用したりして巣を作り、キリギリスなどの虫を捕らえて幼虫のえさに蓄える。ゆするばち。,0
阿南,あなん,徳島県東部の市。小島の多い橘(たちばな)湾は古く阿波水軍の根拠地。水産業・製紙業が盛ん。平成18年（2006）3月、那賀川町・羽ノ浦(はのうら)町を編入。,2018
兄上,あにうえ,兄を敬っていう語。,634
兄貴,あにき,１ 兄を敬って、または、親しんでいう語。２ 若者・職人・やくざなどの間で、勢力があり、頭株 (かしらかぶ) に推される者。３ 年上の男。４ 今江祥智の自伝的長編小説。昭和51年（1976）刊行。昭和48年（1973）刊行の「ぼんぼん」の続編。,3842
兄君,あにぎみ,兄を敬っていう語。,164
兄者,あにじゃ,兄を敬っていう語。兄上。,0
兄分,あにぶん,１ 仮に兄と定めた人。兄貴分。２ 男色関係で、年上の者。念者(ねんじゃ)。,0
兄嫁,あによめ,兄の妻。,590
姉上,あねうえ,姉を敬っていう語。,265
姉川,あねがわ,滋賀県北東部を流れる川。伊吹山に源を発し、草野川高時川と合流、琵琶湖(びわこ)へ注ぐ。,399
姉貴,あねき,１ 姉を敬って、または、親しんでいう語。２ 遊び人仲間などで、年上の女を敬っていう語。,834
姉君,あねぎみ,姉を敬っていう語。,162
姐御,あねご,１ 姉を敬っていう語。２ 博徒などの親分・兄貴分の妻や情婦。また、女親分。,250
姉様,あねさま,１ 姉を敬っていう語。２ 博徒などの親分・兄貴分の妻や情婦。また、女親分。,422
姉者,あねじゃ,姉を敬っていう語。姉上。,0
姉姑,あねじゅうと,夫の姉。,0
姉分,あねぶん,仮に姉と定めて敬う人。,0
姉婿,あねむこ,姉の夫。,140
浮子,あば,１ 恐ろしくて気味の悪い顔つき。醜い人相。２ 不吉な兆し。縁起の悪い現象。,110
網端,あば,１ 漁網の縁。２ 漁網の上縁につける、中空のガラス玉などの浮き。,0
網走,あばしり,北海道北東部の旧支庁名。平成22年（2010）4月、オホーツク総合振興局に名称変更された。,952
痘痕,あばた,痘瘡(とうそう)が治ったあとの皮膚に残る小さなくぼみ。じゃんこ。,164
肋骨,あばらぼね,胸の左右に胸郭をつくる骨。ろっこつ。,2063
網針,あばり,漁網を編むのに用いる針。竹・木や鯨の骨などで作る。あみばり。,2
阿比,あび,アビ目アビ科の鳥。全長63センチくらい。背面は灰黒色で小白斑がある。くちばしは細長く鋭い。冬に日本海域に飛来し、遊泳・潜水が巧みで、魚などを捕食。アビ科にはオオハム・シロエリオオハムなどが含まれる。へいけどり。,139
家鴨,あひる,マガモを飼いならしてつくられた家禽(かきん)。紀元前に中国とヨーロッパで別々に家禽化されたという。肉用・卵用・卵肉兼用など、20種ほどの品種がある。,350
阿父,あふ,１ 父を親しんでいう語。２ おじを親しんでいう語。また、おじの自称。,33
泡銭,あぶくぜに,労せずして、また不当に得た金。悪銭(あくせん)。,20
虻蜂,あぶはち,アブとハチ。,26
鐙革,あぶみがわ,鐙を鞍につるす細い革帯。力革(ちからがわ)。,5
鐙瓦,あぶみがわら,軒丸瓦(のきまるがわら)のこと。,10
鐙骨,あぶみこつ,耳小骨のうち、最も内耳の近くにある鐙形の小骨。音を内耳に伝える。とうこつ。,32
鐙摺,あぶみずり,１ 馬の脇腹の、鐙が当たる部分。また、鐙が当たってできたたこ。２ 鎧(よろい)の脛当(すねあ)ての内側下部。かこずり。３ 播磨革(はりまがわ)などで作った簡単な障泥(あおり)。４ 馬の鐙がすれるほど、道幅の狭い箇所。あぶずり。,7
脂足,あぶらあし,脂性(あぶらしょう)の足。,0
油石,あぶらいし,１ 黒茶色または黄色をした油のような光沢のある石。２ 米の中にまじっている油色の小石。３ 石炭。,0
油色,あぶらいろ,黄に赤みを帯びた、透きとおるような色。菜種油の色。,0
油粕,あぶらかす,１ 大豆やアブラナ・アマなどの種子から油をしぼりとった残りのかす。肥料や家畜の飼料用。２ 牛の内臓肉を時間をかけて油で揚げ、小さく切り分けたもの。中が柔らかく、外側がかりっとしていて香ばしい。,37
油茅,あぶらがや,カヤツリグサ科の多年草。山地などの湿地に生え、高さ約1メートル。長い線形の葉が互生する。秋、茶褐色で油のにおいのする穂をつける。なきり。かにがや。,0
油木,あぶらぎ,１ アブラギリの別名。２ シロダモの別名。３ シラキの別名。,47
油菊,あぶらぎく,キク科の多年草。関西以西の山地に自生。茎は紫黒色を帯び、葉は五つに裂けている。秋、黄色い頭状花が咲き、花を油に漬けて薬用にする。はまかんぎく。しまかんぎく。いわやぎく。,0
油桐,あぶらぎり,トウダイグサ科の落葉高木。葉は卵円形で、柄の付け根に2個の蜜腺(みっせん)がある。初夏に紅がかった白い花を群生。種子は平たく、有毒。種子からしぼった油を桐油(とうゆ)という。材は箱や下駄の材料。中国の原産で、暖地で栽培される。やまぎり。いぬぎり。あぶらぎ。,4
膏薬,あぶらぐすり,種々の薬物を脂で練りあわせた薬。塗り薬貼り薬として用いる。こうやく。,369
脂薬,あぶらぐすり,種々の薬物を脂で練りあわせた薬。塗り薬貼り薬として用いる。こうやく。,4
脂気,あぶらけ,１ 物の中に含まれている油分。２ 脂肪分を多く含むこと。「―の多い肉」,55
油揚,あぶらげ,１ 薄く切った豆腐を植物油で揚げた食品。薄あげ。あぶらげ。あげ。２ 野菜や魚肉を油で揚げたもの。揚げ物。,100
油子,あぶらこ,１ （北海道で）アイナメのこと。２ （高知地方で）メダカのこと。,0
油鮫,あぶらざめ,１ アブラツノザメの別名。２ エドアブラザメの別名。３ フトツノザメの別名。,0
油皿,あぶらざら,行灯(あんどん)などで、灯火用の油を入れる小さい皿。灯蓋(とうがい)。油坏(あぶらつき)。,27
脂性,あぶらしょう,皮膚の表面がいつも脂ぎっている体質。,16
油杉,あぶらすぎ,マツ科の常緑高木。日の当たる山地に生え、樹皮は灰褐色で縦に裂け目がある。葉は細く扁平で、左右に斜めにつく。材は油を多く含む。台湾および中国南部に産する。ゆさん。,0
油薄,あぶらすすき,イネ科の多年草。山野に生え、高さ約1メートル。茎に油分があり、線状の葉が互生する。秋、穂状の花が垂れ下がる。,0
油墨,あぶらずみ,固油(かたあぶら)に油煙の粉を混ぜ、練って作った墨。役者が、まゆ毛やひげをかくのに用いる。くろあぶら。,3
油蝉,あぶらぜみ,１ セミの一種。夏、最も普通にみられ、体長は翅(はね)の先まで約5.5センチ。翅は赤褐色で、油の染みたような紋がある。幼虫は地中で育ち、7年目に地上に出て羽化し、成虫の寿命は1、2週間。あかぜみ。あきぜみ。じいじいぜみ。２ 吉村昭の小説。死のある風景に収録。文藝春秋刊。,132
油玉,あぶらだま,油が玉のようになって水の上などに浮かんだもの。,0
油壺,あぶらつぼ,１ 油を入れておく壺。特に、髪油用の小形の壺。あぶらがめ。２ 石油ランプの石油を入れておく部分。３ 機械に常時油をさすために取りつけておく小さな容器。オイルカップ。４ 油絵の道具の一。油絵の具を溶く油を入れる小さい壺。５ 神奈川県三浦市、三浦半島南西部にある湾。水族館・国土地理院検潮所などがある。ヨットハーバーとしても利用。,254
脂手,あぶらで,１ 脂性(あぶらしょう)の手。２ 油で汚れている手。油のついた手。,2
油手,あぶらで,１ 脂性(あぶらしょう)の手。２ 油で汚れている手。油のついた手。,0
油菜,あぶらな,アブラナ科の越年草。高さ約1メートル。葉は裏面が白みを帯びる。春、花びら4枚が十字形に並ぶ黄色の花が総状に咲く。実は細長いさやで、中に黒褐色の小粒の種子があり、これから菜種油をとる。中国から渡来したとみられ、古くから栽培されたが、現在、採油用に栽培されるのはセイヨウアブラナという品種。アブラナ科の双子葉植物は約3200種が北半球の温帯から寒帯にかけて分布。ダイコン・キャベツ・カブなども含まれる。,10
油凪,あぶらなぎ,海面が、油を流したように波が立たない状態。べたなぎ。,0
油火,あぶらび,油に灯心を浸してともす火。ともしび。,35
脂鰭,あぶらびれ,サケマスアユなどの背びれと尾びれとの間にある肉質状の特殊なひれ。,63
油紅,あぶらべに,梳(す)き油に紅をまぜたもの。芝居で、血に見せかけるのに用いる。,0
油虫,あぶらむし,１ 半翅(はんし)目アブラムシ科の昆虫の総称。体は5ミリ以下でやわらかい。翅(はね)のあるものとないものとがある。草木に群れて汁を吸う。春・夏は雌のみの単為生殖で雌の幼虫を胎生する。秋になると雄を生み、有性生殖で卵を産む。排泄物(はいせつぶつ)は甘く、他の昆虫が好み、種類によりアリと共生するのでアリマキともいう。２ ゴキブリの別名。３ 人につきまとってただで遊興・飲食をするものをあざけっていう語。４ 遊里で、冷やかしの客。,144
油魚,あぶらめ,アイナメの別名。,0
油女,あぶらめ,アイナメの別名。,0
油屋,あぶらや,１ 油を作ったり売ったりする人。また、その店。２ 子供用の、胸当てのある前掛け。あぶらやさん。,350
油綿,あぶらわた,綿を香油に浸しておいて髪のつや出しに用いたもの。,0
阿片,あへん,１ ケシの未熟な果実からとれる乳液を乾燥させた茶褐色の粉末。モルヒネを多量に含み、代表的麻薬の一種。鎮痛・催眠作用がある。常用すると中毒となり廃人同様となる。麻薬及び向精神薬取締法などにより、一般には売買も使用も禁止されている。オピウム。２ 正常な精神を麻痺(まひ)させるものをたとえていう語。,1104
鴉片,あへん,１ ケシの未熟な果実からとれる乳液を乾燥させた茶褐色の粉末。モルヒネを多量に含み、代表的麻薬の一種。鎮痛・催眠作用がある。常用すると中毒となり廃人同様となる。麻薬及び向精神薬取締法などにより、一般には売買も使用も禁止されている。オピウム。２ 正常な精神を麻痺(まひ)させるものをたとえていう語。,49
阿呆,あほ,愚かなこと。愚かな人。また、そのさま。人をののしるときにも用いる。,1712
阿母,あぼ,母を親しんでいう語。,156
阿房,あほう,愚かなこと。愚かな人。また、そのさま。人をののしるときにも用いる。あほ。,112
亜麻,あま,アマ科の一年草。高さ約1メートル。葉は小さく、線形で互生する。夏、青紫色または白色の5弁花を開く。果実は丸く、中に長楕円形で平たい黄褐色の種子がある。種子から亜麻仁油(あまにゆ)を絞り、茎から繊維をとる。中央アジアの原産で、各地で栽培。ぬめごま。,697
雨間,あまあい,雨がやんでいる間。,12
雨足,あまあし,１ 線状に見える、降り注ぐ雨。２ 雨の通り過ぎるようす。,312
甘瓜,あまうり,マクワウリの別名。,0
蜑貝,あまがい,アマオブネガイ科の巻き貝。潮間帯の岩礁にすむ。貝殻は球形で、殻径約1センチ。表面は黒く、三角形の白斑が散在する。ふたは石灰質。殻は貝細工に用いる。,0
雨蛙,あまがえる,１ アマガエル科の両生類。体長3～4センチ。体色は黄緑・灰褐色など周囲に応じて変化する。指には吸盤が発達。草原・林にすみ、湿度に敏感で雄は夕立前によく鳴く。あまごいむし。あまごいびき。あまびき。日本あまがえる。２ 無尾目アマガエル科の両生類の総称。ハロウエルアマガエルなど。,101
甘柿,あまがき,木になっているままで甘くなる柿。御所柿富有柿など。,42
雨笠,あまがさ,雨降りの際に頭にかぶる笠。,3
雨傘,あまがさ,雨降りの際にさす傘。,384
尼崎,あまがさき,兵庫県南東部の市。古くからの港で、源義経が船出した大物浦(だいもつのうら)跡がある。もと松平氏の城下町。海岸は工業地。,1621
甘糟,あまかす,１ 酒のしぼりかすの甘いもの。２ 固練りの甘酒。,46
甘粕,あまかす,１ 酒のしぼりかすの甘いもの。２ 固練りの甘酒。,1770
雨皮,あまかわ,１ 牛車(ぎっしゃ)・輿(こし)などの雨覆い。表は練り絹で油をひき、裏は生絹(すずし)。公卿以上に用いた。２ 桐油(とうゆ)をひいた厚紙で作った雨具。山伏などが着用した。,0
甘皮,あまかわ,１ 木や果実の表皮の内側にある薄い皮。あまはだ。２ 爪(つめ)の根元を包む薄い皮。,33
雨着,あまぎ,衣服の上に着て雨を防ぐもの。,0
甘木,あまぎ,福岡県中部にあった市。甘木氏の寄進による安長寺の門前町に始まり、のち宿場町・市場町として栄えた。平成18年（2006）3月、杷木(はき)町・朝倉町と合併して朝倉市となる。,285
雨衣,あまぎぬ,衣服の上に羽織って雨などを防いだ衣。古くは、表に油をひいた白絹で製したという。あまごろも。,25
雨霧,あまぎり,小雨のような霧。また、霧のように細かい小雨。,26
天草,あまくさ,熊本県西部、天草上島(あまくさかみじま)・下島(しもじま)の大半を占める市。天草学林跡などキリシタンの遺跡が多い。水産加工が盛ん。平成18年（2006）3月に本渡(ほんど)市・牛深市・有明町・御所浦町・倉岳町・栖本(すもと)町・新和町・五和町・天草町・河浦町が合併して成立。,2024
雨靴,あまぐつ,雨などが降った日に履く、ゴム製などの靴。レインシューズ。,35
甘栗,あまぐり,１ 釜(かま)などで小石を熱した中に栗を入れ、黒砂糖や水あめを加えてかき混ぜながら焼いたもの。中国産の小粒の栗を用いる。食べるときは、鬼皮に傷をつけて割ると、渋皮とともにきれいにはがれる。皮をむいたものも市販されている。２ 平安時代、大臣の大饗(たいきょう)（大臣家が主催する恒例の饗宴）の際に朝廷から大臣に賜ったかちぐり。,90
雨車,あまぐるま,芝居で雨の音を出すのに用いる道具。紙などを張った中空の箱車の中に、小豆(あずき)や砂利を入れて回転させる。,0
雨気,あまけ,雨の降りそうな気配。雨模様。雨景色。,82
甘気,あまけ,甘い程度。甘み。甘さ。,0
甘子,あまご,サケ科の淡水魚。全長約30センチ。ヤマメに似るが、体側に朱点が散在する。日本特産種で、神奈川県酒匂(さかわ)川以西の本州太平洋側、四国・九州の瀬戸内海側の河川の上流にすむ。琵琶湖・諏訪湖産のビワマスの陸封型といわれる。美味。えのは。あめ。あめご。,0
尼講,あまこう,女性の仏教信者の集会。,0
甘麹,あまこうじ,白米の固めのかゆに米こうじをまぜ、糖化発酵させたもの。甘酒とするほか、料理の甘みづけなどに用いる。,0
甘鷺,あまさぎ,サギ科の鳥。全長50センチくらい。羽色は白色で、繁殖期には頭・首・背などがきつね色になる。くちばしは黄、足は黒色。日本では夏鳥で、水田や湿地帯でみられる。猩猩(しょうじょう)鷺。,0
尼鷺,あまさぎ,サギ科の鳥。全長50センチくらい。羽色は白色で、繁殖期には頭・首・背などがきつね色になる。くちばしは黄、足は黒色。日本では夏鳥で、水田や湿地帯でみられる。猩猩(しょうじょう)鷺。,0
甘酒,あまざけ,白米の固めのかゆに米こうじをまぜ、発酵させてつくる甘い飲み物。もと、神事用につくられ、一夜酒(ひとよざけ)・醴酒(こさけ)ともいう。また、酒かすを湯に溶かして甘みをつけた飲み物。,529
甘塩,あまじお,塩味の薄いこと。また、魚などに薄い塩味をつけること。薄塩(うすじお)。,10
甘食,あましょく,甘く味つけした円錐形のパン。,9
甘酢,あまず,砂糖みりんなどをまぜて甘みを強くした酢。,82
甘葛,あまずら,１ つる草の一種。アマチャヅルのことという。２ 秋から冬に1の茎を切り、切り口から出る汁を煮詰めた甘味料。甘葛煎(あまずらせん)。,15
雨空,あまぞら,今にも雨の降りだしそうな空。また、雨の降っている空。,130
甘鯛,あまだい,スズキ目アマダイ科の海水魚の総称。前頭部は丸く、全長は約30センチで側扁する。南日本のやや深海にすむ。アカアマダイ・キアマダイ・シロアマダイの3種がある。美味。おきつだい。,24
天棚,あまだな,１ 炉の上に天井からつるした棚。火棚。天皿(あまざら)。火天(ひあま)。火高。あまだ。２ 天井の上。転じて、2階。あまだ。あまごこ。,0
甘茶,あまちゃ,１ ヤマアジサイの変種。山地に生え、高さ約70センチ。夏、周囲に数個の装飾花をもつ花をつける。葉は乾かすと甘みが出るので飲用にする。こあまちゃ。あまくさ。２ アマチャまたはアマチャヅルの葉を乾燥させて煎じ出した飲み物。4月8日の灌仏会(かんぶつえ)に、甘露になぞらえ釈迦像の頭に注ぎ、また飲む風習がある。,56
雨燕,あまつばめ,１ アマツバメ目アマツバメ科の鳥の総称。ツバメに似るが、大形で、翼が著しく長く、体が細長い。全体に黒褐色で、腰が白い。アマツバメ・ハリオアマツバメ・アナツバメなど。主に暖帯から熱帯にかけて分布。２ アマツバメ科の鳥。全長約20センチ。日本では夏鳥として断崖(だんがい)などで繁殖し、冬に東南アジア、オーストラリアへ渡る。あまくろつばめ。あまどり。,0
雨粒,あまつぶ,雨滴。あめつぶ。,592
尼寺,あまでら,１ 尼僧の住む寺。比丘尼寺(びくにでら)。２ カトリックで修道女が住む修道院。,792
雨樋,あまどい,雨水を軒先で受けて地上に流すために取り付ける細長い樋。,451
甘夏,あまなつ,大分県で改良された、ナツダイダイの変種。酸味が少なく甘い。甘夏柑(あまなつかん)。,18
甘煮,あまに,甘く煮ること。また、甘く煮た物。,37
天野,あまの,大阪府河内長野市の地名。天野山金剛寺がある。,2389
雨袴,あまばかま,雨降りのときにはく袴。油をひいた絹または紙で作った。,0
甘肌,あまはだ,１ 木や果実の甘皮。２ 舟・桶などの水漏れを防ぐ材として用いる檜(ひのき)などの薄い皮。槙肌(まいはだ)。,0
雨蓋,あまぶた,１ 雨よけのために設ける覆い。塀の笠木(かさぎ)の類。２ 洋服のポケットの口を覆う垂れ蓋。フラップ。,8
奄美,あまみ,鹿児島県、奄美大島にある市。大島紬(つむぎ)の主産地。黒糖焼酎造りも盛ん。平成18年（2006）3月に名瀬市・住用村・笠利町が合併して成立。旧笠利町は龍郷(たつごう)町をはさんだ飛び地。,1462
