name,reading,meaning,example
微雨,びう,わずかに降る雨。細雨。小雨。,23
眉宇,びう,まゆのあたり。まゆ。,235
鼻音,びおん,１ 鼻にかかった声。２ 音声学で、呼気が鼻腔を通り、鼻腔の共鳴を伴う有声子音。例えば英語では、口腔を両唇で閉鎖する［m］、舌先を歯茎につけて閉鎖する［n］、後舌を軟口蓋につけて閉鎖する［ŋ］の3種がある。,310
美化,びか,１ 美しくすること。美しく変えること。２ 実際以上に美しいものとしてとらえること。,860
美学,びがく,１ 美の本質、美的価値、美意識、美的現象などについて考察する学問。２ 美しさに関する独特の考え方や趣味。,1561
美感,びかん,美しさを感じる気持ち。美しさに対する感受性。,174
美観,びかん,美しい眺め。美しい景観。,532
美顔,びがん,１ 美しい顔。２ 顔を美しくすること。,83
美技,びぎ,見事な技。すばらしい演技。ファインプレー。,33
美脚,びきゃく,太からず細からず、すらりと長い女性の脚。男性にも言う。,63
魚籠,びく,とった魚を入れておく器。籠(かご)びく・網びく・箱びくなどがある。,177
美形,びけい,美しい容貌。美貌。また、美人。男性にもいう。,635
眉月,びげつ,眉(まゆ)のような形の細い月。三日月。,0
備考,びこう,参考のために付記すること。また、その事柄・記事。,227
尾行,びこう,１ 相手の行動を探ったり監視したりするために、気づかれないようにあとをつけて行くこと。２ 星新一のショートショート作品。エヌ氏の遊園地に収録。３ 吉村昭の小説。遠い幻影に収録。,3720
尾鉱,びこう,選鉱で有用鉱物を採取した残りの低品位の鉱物。,7
微光,びこう,かすかな光。弱々しい光。,434
微功,びこう,わずかな功績。また、自分の功績をへりくだっていう語。,0
微行,びこう,身分の高い人などが身をやつしてひそかに出歩くこと。しのび歩き。,159
微香,びこう,かすかなかおり。,13
鼻口,びこう,１ 鼻と口。２ 鼻のあなの入り口。,108
鼻孔,びこう,鼻のあな。鼻腔の入り口のものを外鼻孔、のどに開いているほうを後鼻孔という。,1494
鼻骨,びこつ,鼻の付け根にある長方形の左右一対の骨。上方は前頭骨に連結。,137
微才,びさい,わずかの才能。また、自分の才能をへりくだっていう語。,0
微細,びさい,１ きわめて細かく小さいこと。転じて、些細(ささい)なこと。また、そのさま。２ 地位・身分が低くいやしいこと。,2354
微罪,びざい,ごく軽い罪。わずかな罪。,117
美辞,びじ,美しい言葉。巧みな文句。,45
微弱,びじゃく,非常にかすかで弱いこと。また、そのさま。,781
美酒,びしゅ,味のよい酒。うまざけ。,381
美術,びじゅつ,視覚的、空間的な美を表現する造形芸術。,16749
美女,びじょ,容姿の美しい女性。美人。,6002
微小,びしょう,非常に小さいこと。かすかに認められること。また、そのさま。,1669
微少,びしょう,ごくわずかなこと。また、そのさま。,143
微笑,びしょう,ほほえむこと。ほほえみ。,25071
媚笑,びしょう,男の気をひくような笑い。なまめかしい笑い。,35
美身,びしん,からだを美しくすること。,3
美神,びしん,美をつかさどる神。ビーナス。,221
美声,びせい,美しい声。耳に快い声。⇔悪声。,515
眉雪,びせつ,眉毛が雪のように白いこと。転じて、老人のこと。,0
媚態,びたい,１ 男にこびる女のなまめかしい態度。２ 他人の機嫌をとろうとしてこびへつらう態度。,467
美談,びだん,美しい話。聞いて感心するようなりっぱな行いの話。,528
備蓄,びちく,将来や万一の場合にそなえてたくわえておくこと。また、そのたくわえ。,981
美点,びてん,すぐれた点。よいところ。長所。,660
尾灯,びとう,自動車・電車などの後部につける標識用の赤い灯火。,483
美男,びなん,顔かたちの美しい男。好男子。美男子。びだん。,2395
微熱,びねつ,平熱よりわずかに高い熱。,364
美白,びはく,（特に女性の）肌を白くすること。また、白さを保つこと。ホワイトニング。,55
美肌,びはだ,色つやの美しい肌。また、肌を美しくすること。,78
備品,びひん,官庁・会社・学校などで、業務に必要なものとして備えつけてある物品。,938
微風,びふう,かすかに吹く風。そよかぜ。,1586
美文,びぶん,１ 美しい語句を用い、修辞上の技巧を凝らした文章。２ 明治中期、文壇に流行した擬古文。,224
備忘,びぼう,忘れたときのためにあらかじめ用意しておくこと。,44
美貌,びぼう,美しい顔かたち。,5603
美眉,びまゆ,美しいまゆ。美しく整えられたまゆ。,0
弥漫,びまん,一面に広がり満ちること。はびこること。,0
美味,びみ,１ うまい味。おいしい物。２ 味がよいこと。おいしいこと。また、そのさま。,2116
微妙,びみょう,１ 趣深く、何ともいえない美しさや味わいがあること。また、そのさま。みみょう。２ 一言では言い表せないほど細かく、複雑なさま。また、きわどくてどちらとも言い切れないさま。３ 少々。やや。４ 俗に、否定的な気分を婉曲にあらわす語。明言したくないときなどにも使う。,10923
眉目,びもく,１ まゆと目。転じて、顔かたち。容貌。２ 面目。名誉。誉れ。,389
鼻紋,びもん,牛の鼻面にみられる紋様。個体により異なるので、識別に利用する。,5
白衣,びゃくえ,１ 白い衣服。はくい。２ 白小袖に指貫さしぬき・袴はかまなどを着ただけの装束。３ 僧侶が墨染めの衣を脱いだり、武士が袴をつけていなかったりすること。非礼なこととされた。４ 僧侶になっていない俗人。在家。,3444
病因,びょういん,病気の原因。,252
病院,びょういん,患者を収容し、医師または歯科医師が診察・治療を行う施設。,44424
描画,びょうが,絵をかくこと。,1330
病臥,びょうが,病気で床につくこと。,359
病害,びょうがい,農作物などの、病気による被害。,184
病患,びょうかん,病気。やまい。わずらい。,57
病気,びょうき,１ 生体がその形態や生理・精神機能に障害を起こし、苦痛や不快感を伴い、健康な日常生活を営めない状態。医療の対象。疾病(しっぺい)。やまい。２ 悪い癖や行状。,28419
病苦,びょうく,病気による苦しみ。,361
病欠,びょうけつ,病気のために欠席・欠勤すること。,93
病後,びょうご,病気の治ったあと。病み上がり。,299
秒殺,びょうさつ,格闘技で、試合開始直後に相手を倒すこと。,41
病死,びょうし,病気で死ぬこと。病没。,4256
病室,びょうしつ,病人の部屋。病院で、患者を収容する部屋。,6326
描写,びょうしゃ,物の形や状態、心に感じたことなどを、言葉・絵画・音楽などによって写しあらわすこと。,14567
病舎,びょうしゃ,病室のある建物。また、病院の建物。,179
病者,びょうしゃ,病気にかかっている人。病人。,496
病弱,びょうじゃく,からだが弱く病気がちであること。また、そのさま。,2104
廟所,びょうしょ,１ 祖先や貴人の霊を祭った場所。おたまや。みたまや。２ はかば。墓所。,145
病床,びょうしょう,１ 病人の寝る床。やまいの床。病褥(びょうじょく)。２ 病院や診療所などに設けられた、入院者用ベッドのこと。,2468
病状,びょうじょう,病気の状態・ようす。,2110
秒針,びょうしん,時計の、秒を示す針。,330
病勢,びょうせい,病気の勢い。病気の進むぐあい。,186
病巣,びょうそう,からだの、病的変化の起こっている箇所。,262
秒速,びょうそく,運動するものの速度を、1秒間に進む距離で表したもの。,492
病的,びょうてき,肉体や精神が健全でないさま。異常なまでに程度がはなはだしいさま。,2389
病棟,びょうとう,病院で、病室のある建物。,1814
廟堂,びょうどう,１ 祖先や先人の霊を祭る所。おたまや。みたまや。２ 天下の政治をつかさどるところ。朝廷。,182
平等,びょうどう,１ 差別なく、みなひとしなみである・こと（さま）。２ 近代民主主義の基本的政治理念の一。すべての個人が身分・性別などと無関係に等しい人格的価値を有すること。 ３ 真理の立場から見れば、事物が独立しているのではなく、同一の在り方をしていること。,4993
病人,びょうにん,病気にかかっている人。,7494
渺漠,びょうばく,広くて果てしのないさま。,4
渺渺,びょうびょう,果てしなく広いさま。遠くはるかなさま。,4
眇眇,びょうびょう,１ 小さいさま。取るに足りないさま。２ 果てしなく広いさま。遠くはるかなさま。,0
屏風,びょうぶ,室内に立てて風をさえぎったり、仕切りや装飾に用いたりする調度。,3410
病癖,びょうへき,病的なくせ。身についてなおらない悪いくせ。,65
病魔,びょうま,病気を魔物にたとえていう語。,329
病名,びょうめい,１ 病気の名。２ 星新一のショートショート作品。凶夢など30に収録。,756
病理,びょうり,病気の原因・過程に関する理論的な根拠。,2018
病歴,びょうれき,１ 今までにかかった病気やその治療に関する経歴。２ その病気にかかってからの経過。,183
尾翼,びよく,飛行機などの後端付近に取り付けられた翼。ふつう垂直尾翼と水平尾翼からなる。,1957
微量,びりょう,ごくわずかな量。,1181
鼻梁,びりょう,鼻ばしら。鼻すじ。,422
微力,びりょく,１ 力が弱く足りないこと。また、その力。２ 自分の力量をへりくだっていう語。,210
美麗,びれい,美しくあでやかなこと。また、そのさま。,599
尾籠,びろう,１ 不潔であること。また、そのさま。２ わいせつであること。また、そのさま。３ 礼儀をわきまえないこと。また、そのさま。無礼。,67
敏感,びんかん,感覚や感度の鋭いこと。また、そのさま。,4972
憫察,びんさつ,あわれんで思いやること。また、他人が自分にかけてくれる思いやりをいう語。,0
敏捷,びんしょう,１ 動作がすばやいこと。また、そのさま。２ 理解や判断が早いこと。また、そのさま。,1969
便乗,びんじょう,１ 他人の乗り物に、ついでに乗せてもらうこと。２ 巧みに機会をとらえて利用すること。,1294
便箋,びんせん,手紙を書く用紙。書簡箋。,1413
敏速,びんそく,反応・行動のすばやいこと。また、そのさま。,380
貧乏,びんぼう,財産や収入が少なくて生活が苦しいこと。また、そのさま。,6509
憫諒,びんりょう,あわれみ思いやること。あわれみ。,0
敏腕,びんわん,物事を正確にすばやく処理する手腕のあること。また、そのさま。うできき。,419
美瑛,びえい,北海道中央部の地域。なだらかな丘陵地帯と花の景観が有名で、多くの観光客が訪れる。,109
鼻炎,びえん,鼻腔粘膜の炎症。くしゃみ・鼻水・鼻詰まりなどがみられる。急性のものは風邪によることが多く、慢性では粘膜が肥厚する肥厚性鼻炎、萎縮(いしゅく)する萎縮性鼻炎、アレルギー性鼻炎などがある。鼻カタル。,170
微温,びおん,１ わずかに温かいこと。なまあたたかいこと。２ 手ぬるいこと。中途半端であること。また、そのさま。,104
微音,びおん,かすかな音や声。,17
美音,びおん,美しい音や声。,109
美果,びか,１ 味のよい果実。２ よい結果。,26
美姫,びき,美しい姫。美しい女性。,284
美妓,びぎ,美しい芸者。,64
弥久,びきゅう,長い期間にわたること。長びくこと。,0
美挙,びきょ,りっぱな挙動。ほめるに値する行いや企て。,36
鼻鏡,びきょう,鼻腔内を検査するために用いる、鏡や金属板に柄のついた医療器具。,0
比丘,びく,出家得度して具足戒(ぐそくかい)を受けた男子。修行僧。乞士(こっし)。,313
尾句,びく,１ 終わりの句。特に律詩の最後の2句。２ 短歌の第3句以下の句。特に第5句。,0
微醺,びくん,ほんのりと酒に酔うこと。ほろよい。微酔。,66
美景,びけい,１ 美しい景色。よいながめ。２ よい景品。,40
微減,びげん,わずかにへること。,74
備荒,びこう,前もって凶作や災害に備えておくこと。,34
美行,びこう,よい行い。善行。,3
美肴,びこう,美味な酒のさかな。,11
尾骨,びこつ,脊椎末端にある、3～5個の尾椎(びつい)の癒合した痕跡(こんせき)状の骨。尾骶骨(びていこつ)。尾閭骨(びりょこつ)。,83
尾西,びさい,愛知県北西部にあった市。中心の起(おこし)は美濃(みの)路の宿場町、木曽川の渡船場として栄えた。毛織物工業が盛ん。平成17年（2005）4月、木曽川町とともに一宮(いちのみや)市に編入。,90
眉山,びざん,徳島県東部、徳島市の市街地背後にある山。標高290メートル。東西になだらかな丘陵で眺望もよく、市のシンボル的な存在。桜の名所。名の由来は、どの方角からも眉(まゆ)の形に見えることから。,286
微志,びし,わずかの志。また、自分の志をへりくだっていう語。寸志。,6
鼻茸,びじ,鼻炎などの際に、鼻腔にできるキノコ状の腫瘤(しゅりゅう)。数や大きさはさまざま。鼻ポリープ。,7
美質,びしつ,生まれつき持っている、すぐれた性質・顔かたち。,187
備州,びしゅう,備前(びぜん)国・備中(びっちゅう)国・備後(びんご)国の総称。,18
尾州,びしゅう,尾張(おわり)国の異称。,502
美醜,びしゅう,うつくしいことと、みにくいこと。,317
眉睫,びしょう,まゆとまつげ。また、非常に接近するたとえ。目睫(もくしょう)。,0
美粧,びしょう,美しく装うこと。また、美しく化粧すること。,29
尾錠,びじょう,帯革・ひもなどの先に取り付けて左右から寄せて締める金具。男子のチョッキやズボンの後ろなどに用いる。バックル。尾錠金(がね)。,35
美食,びしょく,ぜいたくでうまいものばかり食べること。また、その食事。「―家」,802
微震,びしん,地震の強さの旧階級。静止している人や特に注意深い人が感じる程度のものとされ、震度1にあたった。,57
美人,びじん,１ 容姿の美しい女性。美女。２ 容姿の美しい男子。,11798
微酔,びすい,酒に少し酔うこと。ほろよい。,51
微雪,びせつ,雪が少し降ること。また、その雪。,0
備前,びぜん,１ 旧国名の一。山陽道に属し、現在の岡山県の南東部にあたる。古くは吉備(きび)国の一部。備州。２ 岡山県南東部の市。備前焼・耐火煉瓦(れんが)の産地。閑谷黌(しずたにこう)がある。,2356
美髯,びぜん,美しくみごとなほおひげ。,71
鼻祖,びそ,最初に物事を始めた人。元祖(がんそ)。始祖。,44
美装,びそう,１ 美しくよそおうこと。美しいよそおい。２ 上等な美しい表装にすること。,43
微増,びぞう,わずかにふえること。,127
鼻息,びそく,はないき。,1287
美俗,びぞく,うるわしい風俗や習慣。,34
尾橇,びぞり,飛行機の降着装置の一。胴体の最後部にあって、地上で前車輪とともに機体を支える橇状のもの。,23
尾大,びだい,首よりも尾のほうが大きいこと。,64
美大,びだい,美術に関する単科大学。,235
尾端,びたん,尾のはし。また、物の末端。,105
鼻端,びたん,はなのさき。はなさき。,15
鼻柱,びちゅう,１ 鼻の左右の穴を隔てている部分。鼻中隔。２ 鼻を隆起させている軟骨。また、鼻の隆起。鼻梁(びりょう)。鼻筋。３ 人と張り合って負けまいとする意気。向こう意気。負けん気。鼻っぱし。鼻っぱり。,254
美疢,びちん,美味ではあるが毒となる食べ物。,0
尾椎,びつい,脊柱(せきちゅう)のうち、仙椎より下方にある椎骨。数は不定で、尾を形成する。人間では結合して1個の尾骨となっている。,92
備中,びっちゅう,旧国名の一。山陽道に属し、現在の岡山県の西部にあたる。古くは吉備(きび)国の一部。備州。,2001
美的,びてき,１ 美に関するさま。美学の対象となるさま。２ 美しいさま。,1017
美田,びでん,地味のよく肥えた田地。,103
尾筒,びとう,鳥の尾羽の付け根を覆う羽毛。背側を上尾筒、腹側を下尾筒という。,32
微糖,びとう,糖分の含有量がほんのわずかであること。,13
眉刀,びとう,長刀(なぎなた)のこと。眉尖刀(びせんとう)。,0
美徳,びとく,美しい徳。道にかなった行い。,1689
美唄,びばい,北海道中部の市。石狩川支流の美唄川に沿い、米作地帯。大正初期から石炭採掘で発展したが、現在は閉山。,184
美髪,びはつ,美しい頭髪。美しく結い上げた髪。また、頭髪をきれいに手入れすること。,35
美風,びふう,美しい風習。よい気風やならわし。,116
美服,びふく,美しい衣服。美衣。,58
微物,びぶつ,極めて小さいもの。非常に細かいもの。ごくわずかなもの。ささやかなもの。とるに足りないほどのもの。,27
微粉,びふん,細かい粉。微細な粉末。,100
微分,びぶん,１ ある関数の導関数を求めること。２ ある関数で表される曲線の、ある点における接線の傾き、すなわち変化率を極限値として求めること。その傾きを微分係数といい、関数f（x）の導関数をf′（x）とすると、x＝aにおける関数f（x）の微分係数はf′（a）で表される。ここで微分してf′（x）になる関数f（x）を逆の演算として求めることを積分とよび、f（x）はf′（x）の不定積分となる。,3093
美幌,びほろ,北海道東部、網走郡の地名。網走川およびそれに合流する美幌川の流域に位置する。屈斜路(くっしゃろ)湖に至る町境に美幌峠がある。,161
美本,びほん,１ 造本の美しい本。２ 汚れていない、保存のよい本。,0
美名,びめい,１ 美しい名前。よい名。２ よい評判。名声。３ 世間に聞こえのよい名目。,192
白散,びゃくさん,新しい年の健康を祈って、屠蘇(とそ)酒などとともに元日に服用する散薬。白朮(びゃくじゅつ)・桔梗(ききょう)・細辛(さいしん)などを刻み、等分に調合したもの。,4
白朮,びゃくじゅつ,キク科植物のオケラやオオバナオケラの根茎。漢方で健胃・利尿薬などに用い、屠蘇散(とそさん)・蚊やりなどの材料ともする。,19
柏槙,びゃくしん,ヒノキ科の常緑小高木。東北地方南部から南の山地に自生。樹皮は赤褐色で縦に裂ける。枝の下部の葉は針状であるが、先の方はうろこ状。雌雄異株。4月ごろ、楕円形の雄花、紫緑色で球状の雌花をつける。生け垣や盆栽に用い、カイヅカイブキ・タマイブキなど多くの品種がある。かまくらいぶき。いぶきびゃくしん。びゃくしん。,0
白檀,びゃくだん,ビャクダン科の半寄生性の常緑小高木。高さ3～10メートル。幹は直立して分枝し、葉は長卵形で先がとがる。花は鐘形で円錐状につき、黄緑色から紫褐色に変わる。果実は丸く、紫黒色に熟す。材は黄色がかった白色で強い香りがあり、仏像・美術品・扇子や線香などに使うほか、白檀油をとり香料にする。インド・東南アジアに産する。栴檀(せんだん)。,197
百部,びゃくぶ,ビャクブ科の蔓性(つるせい)の多年草。根は紡錘形をし、葉は広楕円形で、数枚が輪生する。7月ごろ、葉のわきに淡緑色の4弁花をつける。中国の原産で、日本へは江戸時代に渡来。根を煎(せん)じて駆虫薬に用いた。ほどつら。つるびゃくぶ。,165
白蓮,びゃくれん,１ 白いハスの花。はくれん。２ ハクモクレンの別名。３ 心が清らかでけがれのないことのたとえ。,453
白鑞,びゃくろう,錫(すず)のこと。また、錫と鉛との合金。しろめ。はくろう。,34
僻見,びゃっけん,公平でない、かたよった見解。偏見。,35
白狐,びゃっこ,１ 白い毛のキツネ。また、年を経て毛が白くなったキツネ。神通力をもつとされた。しろぎつね。２ ホッキョクギツネの別名。,157
白虎,びゃっこ,四神(しじん)の一。天の西方の守護神で、虎(とら)の形に表す。,306
謬見,びゅうけん,まちがった考えや見解。,66
謬言,びゅうげん,まちがった発言。,0
謬説,びゅうせつ,まちがった説や説明。,52
謬伝,びゅうでん,誤って言い伝えること。また、その話。誤伝。,3
謬論,びゅうろん,誤った議論。,5
美容,びよう,１ 顔やからだつき、肌などを美しく整えること。２ 美しい顔かたち。美貌。,3357
病痾,びょうあ,長い間治らない病気。持病。痼疾(こしつ)。宿疾。宿病。,5
廟宇,びょうう,祖先や貴人の霊を祭る建物。また、神を祭る建物。廟。,8
苗裔,びょうえい,遠い子孫。末孫。末裔。,36
病家,びょうか,病人のある家。,85
猫額,びょうがく,ねこのひたい。また、そのように狭いこと。,4
病期,びょうき,病気の進行を、その症状によって区分した期間。潜伏期・発熱期・回復期など。,107
病菌,びょうきん,病気の原因となる細菌。病菌。,194
病躯,びょうく,病気にかかっているからだ。病身。,71
鋲釘,びょうくぎ,鋲のこと。,0
廟号,びょうごう,１ 霊廟・神社などにつける号。２ 中国・朝鮮などで、皇帝・国王の霊を宗廟に祭るときに贈る称号。高祖・太祖・高宗など。,200
病根,びょうこん,１ 病気の原因。病原。２ 悪いことの根本原因。,86
病妻,びょうさい,病気の妻。,68
廟祀,びょうし,霊廟・神社などにまつること。,0
病児,びょうじ,病気の子供。,58
病識,びょうしき,自分が病気であるという自覚。統合失調症では欠如し、その出現が緩解の指標とされる。,47
病質,びょうしつ,１ 病気の性質。病性。２ 病気にかかりやすい体質。,16
廟社,びょうしゃ,宗廟(そうびょう)と社稷(しゃしょく)。また、みたまや。やしろ。,6
描出,びょうしゅつ,物事のありさまや考えなどを、絵画・文章にえがきだすこと。,231
病所,びょうしょ,１ 病人のいる所。２ からだの、病気の部分。患部。３ 欠陥のある部分。,0
病症,びょうしょう,病気そのものの性質。,115
錨床,びょうしょう,船の甲板(かんぱん)の、引き揚げた錨(いかり)を据えておく場所。,0
苗条,びょうじょう,茎と葉の総称。一つの茎とそれに生じる葉を、生長の一単位とみていう。シュート。葉条。芽条。,0
病身,びょうしん,病気にかかっているからだ。また、弱くて病気がちのからだ。,1102
描線,びょうせん,かたちをえがいた線。,229
病前,びょうぜん,病気にかかる前。,0
病体,びょうたい,病気のからだ。病躯(びょうく)。,77
病態,びょうたい,１ 病気のぐあい。病状。容態。２ 病的な状態。,751
錨地,びょうち,船が錨(いかり)を下ろして停泊する所。停泊地。,77
病中,びょうちゅう,病気にかかっている間。,290
病毒,びょうどく,病気の原因となる毒。病気をひき起こすもの。,135
病難,びょうなん,病気にかかること。病気の災難。,0
錨泊,びょうはく,船がいかりをおろして1か所にとどまること。碇泊(ていはく)。,65
病斑,びょうはん,病虫害におかされた植物の茎・葉・果実などにできる斑紋。,19
病夫,びょうふ,病気の夫。また、病気の男性。,20
病父,びょうふ,病気の父。,19
病兵,びょうへい,病気の兵士。,33
病弊,びょうへい,物事の内部にひそむ弊害。,46
病変,びょうへん,病気による生体の変化。,1109
苗圃,びょうほ,草木の苗を育てるための畑。,17
病母,びょうぼ,病気の母。,17
描法,びょうほう,描写の技法。絵や文章のえがき方。,99
病友,びょうゆう,１ 病気にかかっている友人。２ 同じ病院で一緒に治療を受けている人。また、同じ病気にかかっている人。,32
病余,びょうよ,病気が治ったばかりのこと。,7
鼻翼,びよく,鼻のあたまの両側にあり、ふくれている部分。小鼻。,112
糜爛,びらん,１ ただれくずれること。２ 皮膚や粘膜の上層の細胞がはがれ落ち、内層が露出している状態になること。ただれ。,85
微粒,びりゅう,非常に細かなつぶ。,69
鼻瘤,びりゅう,１ 鼻の頭が赤くふくれて、こぶのようになったもの。２ ハト類の上くちばしの付け根にある、こぶ状に盛り上がった蝋膜(ろうまく)。びりゅう。,0
微涼,びりょう,わずかにすずしいこと。,0
尾輪,びりん,飛行機の胴体の尾端下部に取り付ける車輪。,158
美林,びりん,美しい林。見事な林。,43
微禄,びろく,１ わずかな給与。薄給。２ おちぶれること。零落。,147
美禄,びろく,よい給与。高禄。,14
枇杷,びわ,バラ科の常緑高木。四国・九州の一部に自生し、高さ約10メートル。葉は大形の長楕円形で、表面はつやがあり、裏面に灰褐色の毛が密生。秋から冬、黄色がかった白い花を密につける。夏、倒卵形の実が黄橙色に熟し、食用とされる。,275
琵琶,びわ,東洋の弦楽器。木製の扁平(へんぺい)な茄子(なす)形の胴に、4、5本の弦を張ったもの。日本のものはふつう4～5個の柱(じゅう)をつけ、撥(ばち)で奏する。起源はペルシアとされ、中央アジア・中国・朝鮮半島を経て、奈良時代に日本に伝来。雅楽に用いられ（楽琵琶）、のち盲僧琵琶・平家琵琶・薩摩(さつま)琵琶・筑前琵琶などが生まれた。,1672
紅型,びんがた,沖縄の伝統的な型染め。布地に1枚の型紙を用いて糊(のり)を置き、顔料や染料で彩色し、多彩な絵画風の文様を表す。,73
便宜,びんぎ,１ 都合のよいこと。また、そのさま。好都合。べんぎ。２ よい機会。好機。ついで。べんぎ。３ たより。音信。べんぎ。,3554
備後,びんご,旧国名の一。山陽道に属し、現在の広島県東部にあたる。古くは吉備(きび)国の一部。備州。,1411
便書,びんしょ,たよりの書状。手紙。,0
備長,びんちょう,和歌山県で産する良質の炭。ウバメガシを材料とし、火力が強く、炎も出ず、灰も少ない。元禄年間（1688～1704）に田辺の備中屋長左衛門（一説に備後屋長右衛門）が創製。びんちょうたん。,81
便殿,びんでん,天皇・皇族の行幸・行啓時に、休憩のために設けられた部屋。べんでん。,39
便風,びんぷう,１ 都合のよい風。順風。２ 便り。音信。３ 能楽で、便宜的に別のものを応用した風体。世阿弥の用いた語。応用風。べんぷう。,0
便路,びんろ,便利な道。都合のよい道。べんろ。,0
檳榔,びんろう,ビンロウジュの別名。,119
麦酒,ビール,オオムギの麦芽を粉にして水とともに加熱した糖化液に、ホップを加えてアルコール発酵させた醸造酒。ホップによる苦味と、含んでいる炭酸ガスによる泡立ちが特徴。ビヤ。ビア。,528
歩合,ぶあい,１ ある数と他の数との割合。割・分・厘・毛、またはパーセントなどで示す。２ 取引高・売上高・出来高などに応じた手数料・報酬。,333
無愛,ぶあい,１ 愛想がないこと。また、そのさま。むあい。２ おもしろくないこと。不都合なこと。また、そのさま。,17
部位,ぶい,１ 全体に対するある部分の位置。２ 生物の体で、全体に対しての一部分をさしていうことば。,4266
部員,ぶいん,部に所属し、部を構成する人。,5125
部下,ぶか,組織などで、ある人の下に属し、その指示・命令で行動する人。,20198
部会,ぶかい,１ ある組織をいくつかの部門に分けた、その一つ一つ。２ 各部門の会合。,1280
部外,ぶがい,その機関・組織に関係のないこと。また、役所・会社などの部に属していないこと。,1064
部活,ぶかつ,学生・生徒が始業前や放課後に行う運動部・文化部などのクラブ活動。,1790
武器,ぶき,１ 戦いに用いる種々の道具や器具。刀や銃などの、敵を攻撃したり自分を守ったりするための兵器や武具。２ 何かをするための有力な手段となるもの。,28116
部局,ぶきょく,官庁や会社などの組織で、業務の一定部分を受け持つ部門。局・部・課などの総称。,1516
無骨,ぶこつ,１ 骨ばってごつごつしていること。また、そのさま。２ 洗練されていないこと。無作法なこと。また、そのさま。３ 役に立たないこと。才のないこと。また、そのさま。４ 都合の悪いこと。また、そのさま。,855
部材,ぶざい,構造物を組み立てている部分品。,1180
無様,ぶざま,体裁の悪いこと。手ぎわの悪いこと。また、そのさま。,827
武士,ぶし,昔、武芸をおさめ、軍事にたずさわった身分の者。中世・近世には支配階級となった。さむらい。もののふ。,16958
無事,ぶじ,１ 普段と変わりないこと。また、そのさま。２ 過失や事故のないこと。また、そのさま。３ 健康で元気なこと。つつがないこと。また、そのさま。４ なすべき事がないこと。ひまな状態。５ 何もしないこと。,16310
部室,ぶしつ,部員が使うために、部に割り当てられた部屋。,2243
武術,ぶじゅつ,剣・弓・馬・槍など、武士として戦うのに必要な技術。武芸。武技。,3130
部署,ぶしょ,１ 自分の受け持ちとして定められた場所。また、割り当てられた役目。２ 役割を定めること。役目を割り当てること。,2899
不精,ぶしょう,からだを動かして物事をするのを面倒くさがること。また、そのさま。,454
侮辱,ぶじょく,相手を軽んじ、はずかしめること。見下して、名誉などを傷つけること。,4492
無粋,ぶすい,世態・人情、特に男女の間の微妙な情のやりとりに通じていないこと。また、そのさま。,331
部数,ぶすう,書籍・雑誌・新聞などの数。,1841
無勢,ぶぜい,人数の少ないこと。,269
憮然,ぶぜん,１ 思いどおりにならなくて不満なさま。２ 落胆するさま。３ 事の意外さに驚くさま。,1967
武装,ぶそう,戦闘のための装備をつけること。また、その装備。,15215
部族,ぶぞく,一定の地域に住み、言語・宗教・慣習など共通の文化を共有し、同族意識の下に統合されている人々の集団。,8348
舞台,ぶたい,１ 演劇・舞踊・音楽などを行うために設けられた場所。ステージ。２ 1の上で行われる演技や演奏。３ 腕前を見せる場所。活躍の場所。,45097
部隊,ぶたい,１ 軍隊の編制上の組織。２ 集団的な行動をとる人々の集団。,58592
豚箱,ぶたばこ,警察署の留置場をいう俗語。,60
部長,ぶちょう,１ 官庁や会社などで、部の事務を管理し、部下を監督する職。また、その職の人。２ クラブやチームをとりしきる人。,18648
物価,ぶっか,品物の値段。種々の財・サービスの平均的な価格。,2251
物議,ぶつぎ,世の人々の議論。世間の取り沙汰。,1088
物件,ぶっけん,１ 物品。品物。２ 契約などの対象としての動産および不動産。,2503
物産,ぶっさん,その土地から産出する品物。産物。,1570
物資,ぶっし,人間の生活や活動のために必要な品物・資材。また、資源。,8942
物質,ぶっしつ,１ もの。品物。生命や精神に対立する存在としての物。２ 物理学で、物体を形づくり、任意に変化させることのできない性質をもつ存在。空間の一部を占め、有限の質量をもつもの。素粒子の集まり。相対性理論ではエネルギーの一形態、量子論では場とされる。３ 哲学で、感覚によってその存在が認められるもの。人間の意識に反映するが、意識からは独立して存在するもの。,24180
物色,ぶっしょく,１ 多くの人や物の中から適当なものを探し出すこと。２ 人相書きなどによって人を探すこと。３ 物の色や形。自然の色や様子。,1200
物騒,ぶっそう,１ よくない事が起きたり起こしたりしそうな危険な感じがすること。また、そのさま。２ ざわざわとして落ち着かないこと。また、そのさま。３ 落ち着きがなく、そそっかしいこと。また、そのさま。,1552
仏像,ぶつぞう,礼拝の対象として製作された仏の彫像・画像。多く彫像をいう。釈迦(しゃか)仏以外の諸尊仏の像もさす。,3278
物体,ぶったい,空間的な大きさ・形をもつときの物質。,8776
仏頂,ぶっちょう,１ 仏の頭の頂。肉髻(にくけい)をさす。２ 無愛想なこと。また、そのさま。,323
物的,ぶってき,物質に関係しているさま。物質的。,1378
物納,ぶつのう,金銭の代わりに物で小作料や租税などを納めること。,61
