name,reading,meaning
半偈,はんげ,偈文の半分。特に、諸行無常偈の後半の「生滅滅已(めつい)、寂滅為楽」のこと。釈迦が雪山(せっせん)で修行中に、身を羅刹(らせつ)に与えることを約して聞くことができたという。
判型,はんけい,本や新聞などの大きさ。A5判・B6判など。
半券,はんけん,物品を預かったり料金を受け取ったりした証拠として、半分切り取って渡される券。
反巻,はんけん,葉や花びらなどが背面の方にそり返って巻いていること。
半舷,はんげん,艦船の乗組員を、左舷と右舷とに分けたときの、その一方。
飯盒,はんごう,底が深くてふたのある、携帯用の炊飯具。主にアルミニウム製。軍隊用に作られたが、現在、登山・キャンプなどに使用。
反獄,はんごく,１ 無実の罪で刑の定まった者を、調べ直して無罪とすること。２ 脱獄すること。
斑痕,はんこん,まだらな、傷などのあと。
判者,はんざ,歌合わせ・句合わせなどで、作品の優劣・可否を判定する人。
半歳,はんさい,1年の半分。はんとし。
半済,はんさい,借りたものの半分を返済すること。
半裁,はんさい,半分に裁断すること。また、その大きさのもの。
燔祭,はんさい,古代ユダヤ教における最も古く、かつ重要とされた儀式。いけにえの動物を祭壇上で焼き、神にささげた。
判士,はんし,審判をする人。特に柔道・剣道などの審判者。
判旨,はんし,判決の要旨。
判詞,はんし,歌合わせ・句合わせなどで、判者が優劣・可否を判定して述べる言葉。はんのことば。
半死,はんし,１ 死にそうになっていること。２ 年をとっていて余命の短いこと。
範士,はんし,全日本剣道連盟が授与する称号のうち最高位のもの。八段以上の者を対象に、審査会の議決を得て授与される。
版式,はんしき,印刷の版の様式。凸版・平版・凹版など。
版下,はんした,１ 木版・印判などを彫るための下書き。薄い紙に絵や文字を書き、裏返しにして版木・印材にはりつける。２ 製版用の絵・図・表など。
藩主,はんしゅ,藩の領主。大名。藩侯。
半寿,はんじゅ,81歳。また、81歳の祝い。
半周,はんしゅう,1周の半分。また、1周の半分を回ること。
半獣,はんじゅう,上半身または下半身が人間で、他の半身がけものの姿をしていること。
飯頭,はんじゅう,禅寺で、粥飯(かゆめし)を大衆(だいしゅ)に供する役僧。はんとう。
半宵,はんしょう,夜中。半夜。
半鐘,はんしょう,１ 釣鐘の小さいもの。本来は寺院・陣中などの合図に用いたが、江戸時代から火の見櫓(やぐら)につるし、火災・洪水・盗賊などの非常時に鳴らすようになった。２ 紋所の名。1を図案化したもの。
反照,はんしょう,１ 照り返すこと。また、その光。照り返し。２ 夕日に照り輝くこと。夕映え。３ ある物事の影響が具体的な形で他のものの上に現れること。
帆檣,はんしょう,帆柱(ほばしら)。
帆翔,はんしょう,鳥が翼をひろげたまま風に乗って飛ぶこと。
斑晶,はんしょう,斑状組織の火成岩において、細粒の結晶やガラス質からなる石基の中に散在する大きな結晶。
半畳,はんじょう,１ 畳(たたみ)一畳の半分。また、その畳。２ 芝居で、見物人が役者に対して投げる非難やからかいの言葉。転じて、人の言動を茶化したりやじったりする言葉。
半帖,はんじょう,紙・干し海苔(のり)などの一帖の半分。
斑条,はんじょう,まだらの筋。縞(しま)。
犯情,はんじょう,犯罪に至るまでの事情。
半尻,はんじり,裾の後ろが前よりも短い狩衣(かりぎぬ)。貴族の子供が着用した。小狩衣。
阪神,はんしん,大阪と神戸。
版心,はんしん,和漢書で前小口のこと。各丁の折り目の部分。柱。
半酔,はんすい,なかば酒に酔っていること。
反数,はんすう,１ ある数の符号を変えた数。aに対して－aを反数という。２ ある数との積が1となる数。2の逆数は½、⅓の逆数は3。反数。
反税,はんぜい,納税に反対すること。
版籍,はんせき,領地と戸籍。また、土地と人民。
犯跡,はんせき,犯罪の行われた形跡。
反切,はんせつ,ある漢字の字音を示すのに別の漢字2字の音をもってする方法。すなわち、上の字の頭子音（声母）と下の字の頭子音を除いた部分（韻母）とを合わせて1音を構成するもの。例えば、「東」の子音は「徳紅切」で「徳」の声母［t］と「紅」の韻母［oŋ］とによって［toŋ］とする類。かえし。
汎説,はんせつ,広く全般にわたって説くこと。また、その説明。
半銭,はんせん,１ 1銭の半分。また、その貨幣。5厘。２ ごくわずかな金銭。
帆船,はんせん,帆を張り、帆に受ける風の力を利用して走る船。帆掛け船。帆前船(ほまえぶね)。
反訴,はんそ,民事訴訟の係属中に、被告から原告に対して提起する訴え。本訴に併合して審理することを求めるもの。
半双,はんそう,二つ一組のものの片方。一双の半分。
帆走,はんそう,１ 船が帆を張って、風の力で航行すること。２ 大気中の気流に支えられて飛行すること。滑空。
販促,はんそく,売り手が、買い手の購買心を刺激し、商品を購入させるために行う組織的な活動。マスメディアを使った大規模な宣伝、ダイレクトメールなどの配布、景品・試供品の提供、陳列の仕方や説明の仕方などの店員教育などの方策がある。アフターサービスの充実もこの活動のうちに入る。
半俗,はんぞく,なかば俗人のような風体、または生活をしている僧。
反俗,はんぞく,俗を嫌い、世間一般の風潮・生き方などに従わないこと。「―の精神」
繁多,はんた,１ 物事が非常に多いこと。また、そのさま。２ 用事が多く忙しいこと。また、そのさま。
半田,はんだ,愛知県南西部、知多半島東岸の市。清酒・酢などの醸造業が盛んで、晒(さら)し木綿を特産。
阪大,はんだい,大阪大学の俗称。
飯台,はんだい,１ 何人かが並んで食事をする台。また、ちゃぶ台。２ ふだんは食器を入れ、食事の際にふたを膳として用いた箱。飯台。切り溜(だ)め。３ 鮨飯を作るときに用いる浅い、白木の桶。もと、熟(な)れずしを作る漬け込みの桶。飯台(はんだい)。飯切(はんぎり)。
半知,はんち,知識が中途半端なこと。
斑竹,はんちく,表面に斑紋のある竹の総称。雲紋竹など。
範疇,はんちゅう,１ 同じような性質のものが含まれる範囲。カテゴリー。２ 哲学で、あらゆる事象をそれ以上に分類できないところで包括する一般的な基本概念。
藩庁,はんちょう,明治初期、知藩事がその政務を執った役所。
版面,はんづら,印刷版の表面。また、1ページの印刷面。
反帝,はんてい,帝国主義に反対すること。反帝国主義。
半天,はんてん,１ 天の半分。２ 天のなかほど。中空。中天。
飯店,はんてん,中国料理店。
半途,はんと,行く道の途中。行程のなかば。特に、学業・事業などのなかば。中途。
版図,はんと,一国の領域。領土。また一般に、勢力範囲。
半戸,はんど,普通よりも高さの低い戸。関東地方では、しばしば窓をさす。
反騰,はんとう,下落していた相場が一転して大きく上昇に転じること。
範読,はんどく,教師が読み方の手本として生徒に読んで聞かせること。
半長,はんなが,すねの中ほどまでの長靴。半長。
阪南,はんなん,大阪府南西部の市。繊維工業が盛ん。タマネギなどの野菜も産出。山中渓(やまなかだに)に温泉がある。平成3年（1991）市制。
反日,はんにち,日本や日本人に反感をもつこと。
般若,はんにゃ,１ 仏語。悟りを得る智慧(ちえ)。真理を把握する智慧。２ 能面の一。2本の角、大きく裂けた口をもつ鬼女の面。女性の憤怒(ふんぬ)と嫉妬(しっと)とを表し、「葵上(あおいのうえ)」「道成寺」などに用いる。面打ちの般若坊が始めたと伝える。般若面。３ 沈香(じんこう)の一。伽羅(きゃら)を用い、六十一種名香の一つに数えられる。４ 紋所の名。般若の面を図案化したもの。５ 般若の面に似た恐ろしい顔。特に、嫉妬(しっと)に狂う女性の顔をたとえていう。般若顔。はんにゃめん。
半人,はんにん,一人前の半分。半人前。
半値,はんね,半分の値段。半価。
半農,はんのう,生計の半分を農業で立てていること。
飯能,はんのう,埼玉県中南部の市。電気・機械工業、林業が主要産業で、苗木生産も盛ん。平成17年（2005）1月に名栗村を編入。
半袴,はんばかま,くるぶしまでの丈で、裾に括(くく)り緒のない袴。肩衣(かたぎぬ)・小素襖(こすおう)などと合わせて用いた。切り袴。平袴。小袴。
藩閥,はんばつ,明治維新後、有力な特定藩の出身者が政府の要職を独占して結成した政治的な派閥。
半髪,はんぱつ,明治維新前に一般に行われた男の月代(さかやき)のある髪の結い方。野郎頭。半髪頭。
反比,はんぴ,比の前項と後項とを入れ替えて逆にした比。正比に対していう。逆比。
半櫃,はんびつ,長櫃の半分ほどの大きさの櫃。衣類や雑具を入れる。
叛服,はんぷく,そむくことと従うこと。
繁文,はんぶん,１ ごてごてした飾り。また、ごてごてと飾りたてた文章。２ 規則などが多くて煩わしいこと。
反米,はんべい,米国の政策などに反対の立場をとること。米国に反感をもつこと。
汎米,はんべい,南北両アメリカ大陸の併称。
藩屏,はんぺい,１ 垣根。垣。防備のための囲い。藩籬(はんり)。２ 守護するもの。特に、王家を守護するもの。藩翰(はんかん)。藩籬(はんり)。３ 直轄の領地。
反哺,はんぽ,親に恩を返すこと。
半紡,はんぼう,縦糸に生糸、横糸に紡績絹糸を用いた絹織物。また、縦糸に紡績綿糸、横糸に手紡綿糸を用いた綿織物。
半間,はんま,１ 全部そろっていないこと。中途半端なこと。また、そのさま。はんぱ。２ 気のきかないこと。まぬけなこと。また、その人や、そのさま。
飯米,はんまい,飯に炊く米。食用の米。
反命,はんめい,使者が任務を終えて戻り、その結果を報告すること。復命。
半盲,はんもう,１ 片方の目が見えないこと。２ 脳の障害により、右目・左目それぞれの視野が右か左の半分しか見えない状態。半盲症。
反毛,はんもう,毛織物や毛糸のくずなどを機械で処理して原毛の状態に戻したもの。再生毛。
判文,はんもん,判決を書いた文。判決文。
半文,はんもん,一文(いちもん)の半分。また、ほんのわずかな金銭。
反訳,はんやく,１ ある言語で表された文章を他の言語に置き換えて表すこと。また、その文章。２ 一度翻訳された言葉をもとの言葉に戻すこと。また、速記で書きとった符号を普通の文字に書きなおすこと。
繁用,はんよう,用事が多くて忙しいこと。繁多。
半里,はんり,1里の半分。約2キロ。はんみち。
反立,はんりつ,特定の肯定的判断・命題に対して特定の否定的判断・命題を立てること。また、立てられた否定的判断・命題。ヘーゲル弁証法では、三段階発展の第二段階をさす。反措定。反。アンチテーゼ。
飯粒,はんりゅう,飯顆(はんか)。めしつぶ。
飯料,はんりょう,めしだい。食費。
反例,はんれい,その定義や命題に当てはまらないことを示す例。
廃虚,はいきょ,１ 建物・市街などの、荒れはてた跡。２ 星新一のショートショート作品。ようこそ地球さんに収録。
花火,はなび,１ 黒色火薬・発色剤などをまぜ合わせて筒や玉などに詰め、点火して破裂・燃焼させ、その色彩の美しさや爆音などを楽しむもの。打ち上げ花火・仕掛け花火・おもちゃ花火など、種類は多い。２ 吉村昭の小説。碇星に収録。
悲哀,ひあい,１ 悲しくあわれなこと。２ 星新一のショートショート作品。たくさんのタブーに収録。
贔屓,ひいき,気に入った人を特に引き立てること。後援すること。また、引き立てる人。
悲運,ひうん,悲しい運命。
非運,ひうん,運命が開けないこと。運がないこと。ふしあわせ。
被害,ひがい,１ 損害や危害を受けること。また、受けた損害や危害。２ 星新一のショートショート作品。ボッコちゃんに収録。
比較,ひかく,１ 二つ以上のものを互いにくらべ合わせること。２ （「比較にならない」の形で）くらべるに価する対象。
非核,ひかく,核兵器の開発・製造、保有・配備、実験などをしないこと。
悲観,ひかん,１ 物事が思うようにならないため失望すること。２ 世の中や人生を悪と苦に満ちていると考えること。
悲願,ひがん,１ ぜひとも成し遂げたいと思う悲壮な願い。２ 仏語。仏・菩薩(ぼさつ)が慈悲の心から人々を救おうとして立てた誓い。
誹毀,ひき,悪口を言うこと。他人の悪事や醜行をあばいて、その名誉を傷つけること。
避忌,ひき,その物事を好ましくないとしてさけきらうこと。忌避。
秘儀,ひぎ,秘密に行われる儀式。密儀。
秘技,ひぎ,１ 他の人にはまねのできない奥深いわざ。２ 秘密の技術。特に閨房の技巧をいう。
秘義,ひぎ,奥深く秘められた教え。極秘の奥義。
非義,ひぎ,正義にそむくこと。道理にはずれること。非理。
卑怯,ひきょう,１ 正々堂々としていないこと。正面から事に立ち向かう潔さがないこと。また、そのさま。卑劣。２ 気が弱く意気地がないこと。弱々しいこと。また、そのさま。
悲境,ひきょう,悲しい境遇。不幸な身の上。
秘境,ひきょう,外部の人が足を踏み入れたことがほとんどなく、まだ一般に知られていない地域。
卑屈,ひくつ,いじけて、必要以上に自分をいやしめること。また、そのさま。
卑下,ひげ,１ 自分を劣ったものとしていやしめること。へりくだること。２ いやしめて見下すこと。また、そのさま。
秘計,ひけい,１ 秘密のはかりごと。２ 間に入って取り持つこと。仲介。周旋。
悲劇,ひげき,１ 主人公が運命や社会の圧力、人間関係などによって困難な状況や立場に追い込まれ、不幸な結末に至る劇。トラジェディー。２ 人生や社会の痛ましい出来事。
否決,ひけつ,提出議案の不賛成または不承認を議決すること。
秘訣,ひけつ,人には知られていない最も効果的な方法。とっておきの手段。
庇護,ひご,かばって守ること。
非行,ひこう,１ 道義にはずれた行為。不正行為。２ 青少年の、社会の決まりなどにそむく行為。法律違反およびその潜在的可能性をもつ行動。
飛行,ひこう,１ 空中を飛んでいくこと。２ 仏語。六神通(じんずう)の一つである神足通(じんそくつう)。空中を自由自在にかけめぐること。
日毎,ひごと,毎日。1日1日。ひび。
日頃,ひごろ,１ ふだん。平生(へいぜい)。つねひごろ。２ ある程度の日数。数日。３ このごろ。近ごろ。数日来。
被災,ひさい,災害にあうこと。罹災(りさい)。
秘策,ひさく,ひそかに練った策略。だれも知らないすばらしい策。
久久,ひさびさ,１ 長い間とだえていたさま。前のときから、長い時間が経過したさま。久しぶり。２ ある状態を長い間続けているさま。長らく。久しく。
悲惨,ひさん,見聞きに耐えられないほどいたましいこと。また、そのさま。
飛散,ひさん,とびちること。
緊緊,ひしひし,１ 強く身に迫るさま。切実に感じるさま。２ すきまのないさま。ぴったり。３ 強く押されて鳴る音を表す語。みしみし。４ 猶予や容赦のないさま。びしびし。５ ひたすらある動作をするさま。
比重,ひじゅう,１ ある物質の質量と、それと同体積をもつ標準物質の質量との比。通常、セ氏4度の水を標準物質とする。２ 他と比べての、重点を置く度合い。また、占める大きさの度合い。
秘術,ひじゅつ,秘密にして人に明かさない術。特別の効果をもたらす奥の手。
批准,ひじゅん,全権委員が署名した条約に対する、...
秘書,ひしょ,１ 要職の人に直属して、機密の文書・事務などを取り扱う職。また、その人。セクレタリー。２ 秘密の文書。また、それを扱う人。３ 秘して人に見せない書物。秘蔵の書物。
避暑,ひしょ,涼しい土地に一時移って、夏の暑さをさけること。《季 夏》
卑小,ひしょう,取るに足りないこと。ちっぽけで価値の低いこと。また、そのさま。
飛翔,ひしょう,１ 空高く飛びめぐること。２ 山形の日本酒。「清泉川」の蔵元が精米歩合40％で造る吟醸生酒。原料米は美山錦。仕込み水は地下50mから汲み上げる天然水。蔵元の「オードヴィ庄内」は明治8年(1875)創業。所在地は酒田市浜中乙。
非常,ひじょう,１ ふだんと異なった状態。普通でなくさし迫った事態。２ 生命にかかわること。死去。３ 生滅変化して、同じ状態に止まらないこと。４ 程度がはなはだしいさま。一通りでないさま。並たいていでないさま。５ 様子がただごとでないさま。行動が普通と異なっているさま。
非情,ひじょう,１ 人間らしい感情をもたないこと。感情に左右されないこと。また、そのさま。２ 仏語。草木土石など、感情のないもの。
悲壮,ひそう,悲しい中にも雄々しくりっぱなところがあること。また、そのさま。
悲愴,ひそう,悲しく痛ましいこと。また、そのさま。
秘蔵,ひぞう,１ 人にはあまり見せずに大切にしまっておくこと。また、そのもの。２ 自分のもとから離さず、大切にかわいがり育てること。また、その人。３ その道の奥義として外部には出さない事柄。
只管,ひたすら,１ ひとすじに。いちずに。２ まったく。すっかり。３ そのことだけに意を用いるさま。もっぱらそれだけを行うさま。
火種,ひだね,１ 火をおこす種とする火。２ 事件・騒動などの起こる原因となるもの。
左前,ひだりまえ,１ 相手から見て、左の衽(おくみ)を上に出して和服を着ること。普通の着方と反対で、死者の装束に用いる。ただし、女性の洋服類は左前に仕立てる。２ 運が傾くこと。経済的に苦しくなること。左向き。
悲嘆,ひたん,かなしみなげくこと。
被弾,ひだん,砲弾・爆弾などを受けること。
秘中,ひちゅう,秘密にしている物事のうち。
筆圧,ひつあつ,文字を書くとき、筆・ペンなどの先に加えられる圧力。
悲痛,ひつう,あまりに悲しくて心が痛むこと。また、そのさま。
筆記,ひっき,書き記すこと。書き取ること。また、書かれたもの。
日付,ひづけ,１ 文書などに、その作成・提出などの年月日を記すこと。また、その年月日。２ 暦に記された、年月日を表す数字。
必見,ひっけん,必ず見なければならないこと。見る価値のあること。また、そのもの。
筆耕,ひっこう,１ 写字や清書で報酬を得ること。また、その人。２ 文筆によって生計を立てること。
筆才,ひっさい,文章を作る才能。文才。
必殺,ひっさつ,相手を必ず殺すこと。また、そのような意気込み。
筆算,ひっさん,１ 数字を紙などに書いて計算すること。暗算・珠算などに対していう。２ 書くことと数えること。文筆と算数。
必死,ひっし,１ 必ず死ぬこと。２ 死ぬ覚悟で全力を尽くすこと。また、そのさま。死にものぐるい。３ 将棋で、次に必ず王将が詰む、受ける方法がない状態。また、その差し手。
必至,ひっし,１ 必ずその事がやってくること。そうなるのは避けられないこと。また、そのさま。２ 将棋で、次に必ず王将が詰む、受ける方法がない状態。また、その差し手。
筆者,ひっしゃ,その文章や書画をかいた人。
必需,ひつじゅ,どうしても必要であること。なくてはならないこと。
必修,ひっしゅう,必ず学び修めなければならないこと。また、その科目。
筆述,ひつじゅつ,文章に書いて述べること。
筆順,ひつじゅん,文字、主に漢字を書くときの筆運びの順序。書き順。
必勝,ひっしょう,必ず勝つこと。
必定,ひつじょう,１ そうなると決まっていること。必ずそうなると判断されること。また、そのさま。２ 仏語。必ず成仏(じょうぶつ)すると定まること。
筆陣,ひつじん,文筆によって論戦を展開すること。戦陣にたとえていう。
必須,ひっす,必ず用いるべきこと。欠かせないこと。また、そのさま。ひっしゅ。
筆跡,ひっせき,書かれた文字。また、その文字の書きぶり。
筆舌,ひつぜつ,文章に書くことと、口で言うこと。文章と言葉。
必然,ひつぜん,必ずそうなること。それよりほかになりようのないこと。また、そのさま。
必達,ひったつ,１ 計画や目標を必ず成しとげること。必ず達成すること。２ 目的に必ず到達すること。
筆談,ひつだん,口で話す代わりに、互いに文字で書いて意思を伝え合うこと。
必着,ひっちゃく,必ず着くこと。また、必ず着くようにすること。
必中,ひっちゅう,必ず命中すること。
匹敵,ひってき,比べてみて能力や価値などが同程度であること。肩を並べること。
筆頭,ひっとう,１ 筆の先。また、文章の書き出し。２ 名前を書き連ねたときの第一番の位置。また、その人。３ ある範疇(はんちゅう)の中で第一番に挙げられるもの。最も主だったもの。
必読,ひつどく,必ず読まなくてはならないこと。読む必要があること。
逼迫,ひっぱく,１ 行き詰まって余裕のなくなること。事態が差し迫ること。２ 苦痛や危難が身に迫ること。
筆名,ひつめい,本名以外の、文章などを発表するときに用いる名前。ペンネーム。
必用,ひつよう,必ず用いなくてはいけないこと。なくてはならないこと。また、そのさま。
必要,ひつよう,１ 必ず要すること。なくてはならないこと。また、そのさま。必用。２ どうしてもしなければならないこと。
否定,ひてい,１ そうではないと打ち消すこと。また、非として認めないこと。２ 論理学で、ある命題の主語と述語の関係が成立しないこと。また、その関係を承認しないこと。３ ヘーゲル弁証法で、発展の契機の一。４ 文法で、打ち消しの語法のこと。５ 論理演算の一。入力と出力を逆にする演算のこと。入力が「真」または「1」ならば出力は「偽」または「0」となり、入力が「偽」または「0」ならば、出力は「真」または「1」となる。NOT(ノット)。コンピューターでこのような演算を行う論理回路においては、電流が流れる場合を「真」、流れない場合を「偽」と対応させ、NOT回路などと呼ぶ。
秘伝,ひでん,秘密にして、特別の人にだけ伝授すること。また、その事柄。
一泡,ひとあわ,不意をつき、驚きあわてさせることのたとえ。
一息,ひといき,１ 一度呼吸すること。一度の息つぎ。２ 一度呼吸するだけの短い間。一気。３ ちょっと休むこと。一休みすること。４ 休まず一気に事を行うこと。たてつづけに事を行うこと。一気。５ 少しの努力。
秘湯,ひとう,辺鄙な場所にあって、人に知られていない温泉。
非道,ひどう,１ 人としてのあり方や生き方にはずれていること。また、そのさま。２ 専門外のこと。
一重,ひとえ,１ そのものだけであること。重ならないであること。２ 花びらが重なっていないこと。単弁。３ 「一重瞼(まぶた)」の略。４ 裏をつけずに仕立てた和服類の総称。特に、裏をつけない長着。初夏から初秋にかけて着る。５ 「単衣(ひとえぎぬ)」の略。
人垣,ひとがき,１ 多くの人が垣のように立ち並ぶこと。２ 上代、貴人の陵墓に多くの人を垣のように並べたこと。生き埋めにして殉死させた。
人影,ひとかげ,１ 物に映った人の影。２ 人の姿。
一塊,ひとかたまり,1個のかたまり。また、寄り集まって一つにまとまっている状態や、そういうもの。
一角,ひとかど,１ ひときわすぐれていること。いっかど。２ それ相応であること。一人前であること。３ 一つの事柄。一つの方面。４ 相当に。いっぱし。
人柄,ひとがら,１ その人に備わっている性質や品格。２ 性質がよいこと。品格がすぐれていること。また、そのさま。
一皮,ひとかわ,１ 1枚の皮。皮1枚。２ 本質・素質を覆い包むもの。物事のうわべの姿など。
一際,ひときわ,１ 他と比べて特に目立っているさま。一段と。２ 区別せず、ひとまとめに扱うさま。３ 身分や地位などの一つの段階。４ あるとき。一時。
秘匿,ひとく,秘密にして隠しておくこと。
一癖,ひとくせ,１ 一つの癖。ちょっとした癖。２ 普通の人とはどこか違っていて扱いにくい性格。
一行,ひとくだり,文章の一行。また、文章・話の中の一部分。
人気,ひとけ,１ 人のいるようす。人の気配。ひとっけ。２ 人間らしいこと。人並み。
一言,ひとこと,１ 一つの言葉。一語。２ ちょっとした言葉。短い言葉。
人事,ひとごと,自分には関係のないこと。他人に関すること。よそごと。
一齣,ひとこま,１ 演劇・映画などの一場面。２ ひと続きの事柄の中の一場面。３ フィルム・漫画などの一区切り。４ 大学などの時間割の一区切り。一時限。
一頃,ひところ,以前のある時期。一時。
人里,ひとざと,村落など、人の集まり住んでいる所。
人様,ひとさま,他人を敬っていう語。
一入,ひとしお,１ ほかの場合より程度が一段と増すこと。多く副詞的に用いる。いっそう。ひときわ。２ 染め物を染め汁の中に1回つけること。
人質,ひとじち,１ 交渉を有利にするために、特定の人の身柄を拘束すること。また、拘束された人。２ 近世以前、借金の担保として人身を質入れすること。また、誓約の保証として妻子や親族などを相手方にとどめておくこと。また、そのようにされた人。３ 星新一のショートショート作品。エヌ氏の遊園地に収録。
一筋,ひとすじ,１ 細長い物の1本。一条。２ 一門。一族。３ ただ一つのことに心を傾けるさま。４ 普通の程度であるさま。ひとかた。並大抵。
人伝,ひとづて,直接にでなく、他人を通して話を伝えたり、聞いたりすること。
一粒,ひとつぶ,ひとつの粒。
一連,ひとつら,１ ひと続きに並ぶようす。また、そのもの。ひとつらなり。1列。２ 同じ程度。同列。
人手,ひとで,１ 人の手。人間のしわざ。２ 働く人。働き手。３ 他人の力。他人の働き。４ 他人の手中。他人の所有。
人出,ひとで,人が多く出てそこに集まること。
一時,ひととき,１ しばらくの間。いっとき。２ 過去の、ある時。いちじ。いっとき。３ 昔の時間の単位。今の約2時間。いっとき。
一所,ひとところ,１ 一つの所。同じ場所。ひとつところ。２ 「ひとり」を敬っていう語。おひとり。おひとかた。
一年,ひととせ,１ 1年間。いちねん。２ ある時。以前。
人波,ひとなみ,大勢の人が波のように押し合って動くこと。
一旗,ひとはた,1本の旗。
人肌,ひとはだ,１ 人のはだ。２ 人のはだぐらいのあたたかさ。
一晩,ひとばん,１ 日が暮れてから夜が明けるまでの間。２ ある晩。いつかの夜。
人人,ひとびと,１ 多くの人たち。めいめいの人たち。一般の人たち。２ 多くの女房・召使いたち。３ （複数の人に対して代名詞のように用いて）みなさん。あなたがた。
一片,ひとひら,薄く平らなもののいちまい。いっぺん。
一筆,ひとふで,１ ちょっと書きつけること。いっぴつ。２ 途中で筆を休めないで一息に書くこと。いっぴつ。３ 田畑・宅地の一区画。いっぴつ。
人前,ひとまえ,１ 多くの人のいる場所。他の人の見ている前。２ 他の人の前での体裁。
人身,ひとみ,生きている人のからだ。生身(なまみ)。
一昔,ひとむかし,もう昔のことになったと感じられるほどの過去。
一目,ひとめ,１ 一度だけ、または、ちょっとだけ見ること。２ 一度に広い範囲を見渡すこと。３ 目の中いっぱい。
人目,ひとめ,１ 他人の目。世間の人の見る目。２ 人の往来。人の出入り。
一山,ひとやま,１ 一つの山。また、ある山全体。２ 山の形に積み上げたひとかたまり。３ 物事の困難な場面の一つ。一つの山場。
一夜,ひとよ,１ ひとばん。いちや。２ ある晩。３ 一晩中。よもすがら。
一人,ひとり,１ 人数が1であること。一個の人。いちにん。２ 仲間・相手がいなくて、その人だけであること。単独。３ 他の人の助けを借りず、その人だけですること。独力。自力(じりき)。４ 配偶者のないこと。独身。５ 物事をその人だけでするさま。単独で。６ 打消しの語を伴って、ある物事だけに限ったことではないという気持ちを表す。ただ。単に。７ ひとりでに。自然に。
日向,ひなた,１ 日光の当たっている場所。２ 物事の表面。表側。
雛鳥,ひなどり,１ 鳥のひな。ひよこ。２ 特に、鶏のひな。また、その肉。
避難,ひなん,災難を避けること。災害を避けて、安全な場所へ立ちのくこと。
非難,ひなん,人の欠点や過失などを取り上げて責めること。
否認,ひにん,１ ある事実を認めないこと。承認しないこと。２ 苦痛・不安を避けるために現実を認めないという防衛機制の一。
避妊,ひにん,人為的に、妊娠しないようにすること。
比熱,ひねつ,物質1グラムの温度をセ氏1度上げるのに必要な熱量。圧力一定のときを定圧比熱、体積一定のときを定容比熱という。比熱容量。
終日,ひねもす,朝から晩まで続くさま。一日中。しゅうじつ。
非売,ひばい,販売しないこと。
被曝,ひばく,放射線にさらされること。
被爆,ひばく,１ 爆撃を受けること。２ 原水爆による攻撃を受けること。また、その放射能の害をこうむること。
火花,ひばな,１ 細かく飛び散る火。火の粉。２ 石や金属などが激しくぶつかって瞬間的に発する火。３ 放電の際に発する光。スパーク。
批判,ひはん,１ 物事に検討を加えて、判定・評価すること。２ 人の言動・仕事などの誤りや欠点を指摘し、正すべきであるとして論じること。３ 哲学で、認識・学説の基盤を原理的に研究し、その成立する条件などを明らかにすること。
日日,ひび,毎日。1日1日。日ごと。
批評,ひひょう,物事の是非・善悪・正邪などを指摘して、自分の評価を述べること。
被覆,ひふく,物の表面におおいかぶせること。また、そのもの。
被服,ひふく,着るもの。着物。衣服。
碑文,ひぶん,石碑に彫りつけた文章。碑銘。
疲弊,ひへい,１ 心身が疲れて弱ること。２ 経済状態などが悪化して活力をなくしてしまうこと。
悲報,ひほう,悲しい知らせ。
秘宝,ひほう,１ 大切にして他人には見せない宝。秘蔵の宝物。２ 岩手県で生産されるエダマメ。白毛で濃淡色の大莢の豆で、食味良好。
誹謗,ひぼう,他人を悪く言うこと。そしること。
非望,ひぼう,分不相応の大きな望み。
非凡,ひぼん,平凡でないこと。普通より特にすぐれていること。また、そのさま。
被膜,ひまく,物をおおい包んでいる膜。
暇人,ひまじん,ひまのある人。用事もなく、ぶらぶらしている人。
飛沫,ひまつ,こまかく飛び散る水。しぶき。
肥満,ひまん,からだが普通以上にふとること。
秘密,ひみつ,１ 他人に知られないようにすること。隠して人に見せたり教えたりしないこと。また、そのようなさまやそのような事柄。２ 一般に知られていないこと。また、公開されていないこと。３ 人に知らせない奥の手。秘訣(ひけつ)。４ 仏語。深遠・微妙で容易に知りがたい奥義。５ 仏語。ある隠された意味をもって説くこと。密教で大日如来の説法などをいう。６ 仏語。真言宗の教義。密教。７ 東野圭吾による長編小説。平成10年（1998）刊行。第52回日本推理作家協会賞（長編部門）受賞。交通事故死した妻の魂が娘の体に宿ってしまったことから、夫と父という二つの立場で葛藤する男の姿を描く。滝田洋二郎監督による映画化作品のほか、テレビドラマがある。８ 星新一のショートショート作品。どんぐり民話館に収録。
碑銘,ひめい,石碑に彫り刻んだ銘。
罷免,ひめん,職務をやめさせること。免職。
比目,ひもく,目を並ベること。ひぼく。
費目,ひもく,使途によって分けた費用の名目。
火元,ひもと,１ 火事を起こしたところ。火事を出した家。２ 火のあるところ。火のもと。３ うわさや流行などの出どころ。４ 香元こうもと。
飛躍,ひやく,１ 飛び上がること。跳躍。２ 大きく発展して活躍すること。また、急速に進歩・向上すること。３ 順序や段階をふまずに、急にとびはなれたところに移ること。
百害,ひゃくがい,多くの弊害。
百獣,ひゃくじゅう,多くのけもの。すべてのけもの。
百戦,ひゃくせん,100回の戦い。また、数多くの戦い。
