name,reading,meaning
藪蚊,やぶか,双翅(そうし)目カ科ヤブカ属の昆虫の総称。樹陰にすみ、体は黒茶色で白い縞がある。日中活動し、人の血を吸う。デング熱などを媒介するものもある。ヒトスジシマカ・トウゴウヤブカなど。しまか。
藪垣,やぶがき,藪のような垣。また、藪の周りの垣根。
藪陰,やぶかげ,藪の陰になる所。やぶのかげ。
藪雨,やぶさめ,ウグイス科ヤブサメ属の鳥。全長11センチくらい。尾が短く、上面は暗褐色、下面は淡色で、眉斑も淡色。藪にすみ、シシシと小声で鳴く。日本では夏鳥で、冬に東南アジアへ渡る。しおさざい。かわりうぐいす。
藪虱,やぶじらみ,セリ科の二年草。野原や道端に生え、高さ約60センチ。全体に毛があり、葉は複葉で羽状に細かく裂けている。夏、白い小花を散形につけ、実は卵形でとげ状の毛が密生し、衣服にくっつく。
藪畳,やぶだたみ,一面に茂った藪。藪がいく重にも重なって茂っている所。
藪椿,やぶつばき,野生のツバキ。海岸や山地に自生し、春、赤い5弁花が咲く。本州以南に分布。これをもとに園芸品種の多くが作られた。やまつばき。
藪豆,やぶまめ,マメ科の蔓性(つるせい)の一年草。原野に生える。葉は3枚の小葉からなる複葉。夏、淡紫色の蝶形の花が咲く。実は平たい豆果。
矢文,やぶみ,１０ 将棋で、囲いの陣形の一。自陣内で王将を金将・銀将などで囲んで守る形。その形を櫓にたとえていい、金矢倉・銀矢倉・総矢倉などがある。
藪紫,やぶむらさき,クマツヅラ科の落葉低木。山地に生え、葉や花に毛が密生。葉は長楕円形で先がとがり、対生する。夏、葉の付け根に淡紫色の小花を密につけ、実は熟すと紫色になり、ムラサキシキブに似る。宮城県以南に分布。
藪蘭,やぶらん,ユリ科の多年草。林下に生える。木質の根茎から、つやのある線形の葉が多数出る。夏、高さ30～50センチの花茎を伸ばし、紫色の小花を穂状につける。実は緑黒色。根を漢方で麦門冬といい、強壮・鎮咳(ちんがい)薬にする。やますげ。
矢偏,やへん,漢字の偏の一。「知」「短」などの「矢」の称。
矢帆,やほ,大船のへさきに張る、小さな補助帆。
野砲,やほう,野戦用の大砲の一。一般に、歩兵支援用の口径75～105ミリの榴弾砲をいう。
山藍,やまあい,１ トウダイグサ科の多年草。山地に群生し、高さ約40センチ。地下茎は白く、乾くと紫色になる。茎は角ばっていて、長楕円形の葉が対生。雌雄異株。4～7月、緑色の小花を穂状につける。昔、葉から染料をとったといわれる。やまい。２ リュウキュウアイの別名。
山薊,やまあざみ,キク科の多年草。山地に生え、高さ1～2メートル。葉は羽状に深く裂けていて、縁にとげがある。秋、紫色の頭状花を多数穂状につける。四国・九州に分布。
山足,やまあし,スキーで、斜面に横向きに立ったときの山側（高いほう）にある足。
豪猪,やまあらし,齧歯(げっし)目ヤマアラシ科の哺乳類の総称。頭胴長35～90センチ、尾長17～23センチ。体の上面に針状の中空の剛毛が生えている。敵が近づくと体を震わせて音をたてたり、毛を逆立てたりして身を守る。夜行性。東南アジア・インドからアフリカ、ヨーロッパ南西部まで分布。広くはキノボリヤマアラシ科も含めていい、南北アメリカに分布。
山荒,やまあらし,齧歯(げっし)目ヤマアラシ科の哺乳類の総称。頭胴長35～90センチ、尾長17～23センチ。体の上面に針状の中空の剛毛が生えている。敵が近づくと体を震わせて音をたてたり、毛を逆立てたりして身を守る。夜行性。東南アジア・インドからアフリカ、ヨーロッパ南西部まで分布。広くはキノボリヤマアラシ科も含めていい、南北アメリカに分布。
山嵐,やまあらし,１ 山から吹いてくる嵐。やまおろし。２ 柔道の手技の一。相手の同じ側の襟と袖を握って釣り込み、前隅に浮かして崩しながら、出足のくるぶし上部にあてた足で払い上げて倒す。
山蟻,やまあり,膜翅(まくし)目アリ科ヤマアリ亜科の昆虫の総称。山地にすむものが多い。脚は長くて歩くのに適し、腹端に毒針をもたない。幼虫は繭を作らない。クロヤマアリ・サムライアリ・ムネアカオオアリなど。
病田,やまいだ,耕作したり所有したりすると、病気になるとか不幸になるとかいわれる田。
山犬,やまいぬ,ニホンオオカミの別名。また、山野にすむ野生化した犬。野犬。
病犬,やまいぬ,悪いくせのある犬。また、狂犬病などにかかっている犬。
山芋,やまいも,ヤマノイモ科の蔓性(つるせい)の多年草。山野に自生。芋は円柱形でナガイモより細く、長さ1メートルにもなる。葉は先がとがり、基部が心臓形で、対生する。雌雄異株。夏、葉の付け根に花をつけ、雄花穂は直立し、雌花穂は垂れ下がる。実は3枚の翼をもつ。葉のわきにむかごができ、地面に落ちて増える。芋は粘りが強く、とろろや芋がゆにし、漢方では山薬(さんやく)・薯蕷(しょよ)といい滋養強壮薬とする。ヤマノイモ科の単子葉植物は熱帯から暖帯にかけ750種が分布し、ナガイモ・トコロなども含まれる。じねんじょ。じねんじょう。やまいも。
山鶯,やまうぐいす,１ 山にすむ野生のウグイス。２ ヤマルリソウの別名。
山兎,やまうさぎ,山にすむ野生のウサギ。
山鶉,やまうずら,キジ目キジ科ヤマウズラ属の鳥の総称。アジア・ヨーロッパに分布。ヨーロッパヤマウズラは全長約30センチ。体はずんぐりして尾が短く、灰色に赤褐色の斑があり、腹に逆U字形の斑をもつ。狩猟鳥。
山漆,やまうるし,ウルシ科の落葉小高木。山地に生え、ウルシより小形。葉は卵形の小葉からなる羽状複葉で、枝先に集まって互生し、秋に紅葉する。雌雄異株。6月ごろ、黄緑色の小花が円錐状につく。実はやや丸く、黄褐色の毛が密生。
山男,やまおとこ,１ 深山に住んでいるといわれる男の妖怪。大男であったり、小童であったり、また、一つ目、1本足などの怪物であったりする。２ 山に住み、猟師やきこりなどをして生活している男。３ 登山の好きな男。長年登山をしている男。
山颪,やまおろし,山から吹きおろす風。
山女,やまおんな,１ 深山に住んでいるといわれる女の妖怪。山に住む鬼女。やまおんな。やまんば。２ アケビの別名。
山家,やまが,山の中にある家。山里の家。また、山村。山里。
山鹿,やまが,熊本県北部の市。江戸時代から宿場町・温泉町として発達。スイカ・メロンを産出。山鹿大宮神社があり、灯籠祭りが行われる。
山峡,やまかい,山と山との間。谷間。やまあい。
山蛙,やまがえる,アカガエルの別名。
山柿,やまがき,カキノキ科の落葉高木。山地に自生し、葉は広楕円形で互生。6月ごろ、黄緑色の花が咲き、果実は小さく渋い。カキの原種といわれ、台木として利用。老木の心材は黒く、調度品に用いる。
山陰,やまかげ,山の陰になること。山にさえぎられること。また、その場所。
山影,やまかげ,山の姿。山の形。また、それが水面などに映ったもの。
山笠,やまがさ,１ 祭礼のときなどにかぶる、上に飾りをつけた笠。２ 福岡市櫛田(くしだ)神社の博多祇園山笠に出る山車(だし)。
山蔓,やまかずら,１ ヒカゲノカズラの別名。２ 1で作った髪飾り。３ 夜明け方、山の端(は)にかかる雲。
山風,やまかぜ,１ 山に吹く風。山から吹いてくる風。２ 夜間、尾根から谷、谷から平野部へと吹き下ろす風。山の斜面が放射冷却し、重くなった大気が低い方へ流れ出すために起こる。
山方,やまかた,１ 山のある地方。２ 比叡山延暦寺にかかわること。また、延暦寺の僧たち。
山型,やまがた,１ 山のような形。やまなり。２ 鞍の前輪(まえわ)・後輪(しずわ)で、中央部の高くなったところ。３ 射場の的の後方に張った幕。的皮(まとがわ)。４ 歌舞伎などの立ち回りの型の一。刀を大きく上段に振りかぶって左右に打ちおろす。５ 折烏帽子(おりえぼし)の部分の名。ひなさきの上部で、最も高い部分。６ 紋所の名。山をかたどったもの。入り山形・違い山形など種類が多い。７ 江戸吉原の細見で、遊女の源氏名に付けて等級を示すしるし。また、その等級の遊女。一重は部屋持ち、二重は座敷持ち以上を表し、白山形・黒山形、山形に一つ星などのしるしがあった。
山形,やまがた,１ 山のような形。やまなり。２ 鞍の前輪(まえわ)・後輪(しずわ)で、中央部の高くなったところ。３ 射場の的の後方に張った幕。的皮(まとがわ)。４ 歌舞伎などの立ち回りの型の一。刀を大きく上段に振りかぶって左右に打ちおろす。５ 折烏帽子(おりえぼし)の部分の名。ひなさきの上部で、最も高い部分。６ 紋所の名。山をかたどったもの。入り山形・違い山形など種類が多い。７ 江戸吉原の細見で、遊女の源氏名に付けて等級を示すしるし。また、その等級の遊女。一重は部屋持ち、二重は座敷持ち以上を表し、白山形・黒山形、山形に一つ星などのしるしがあった。８ 東北地方南西部の県。日本海に面する。明治元年（1868）に出羽(でわ)から分かれた羽前(うぜん)の全域と羽後(うご)の一部にあたる。９ 山形県中東部の市。県庁所在地。最上氏の城下町として発展、江戸時代は藩主の交代が相次ぎ、幕末には水野氏の城下町。鋳物やサクランボウを産し、ベニバナの集散地。蔵王温泉・立石寺などがある。
山刀,やまがたな,猟師やきこりなどが山仕事に使用する、鉈(なた)状の刃物。
山蟹,やまがに,サワガニの別名。
山雀,やまがら,シジュウカラ科の鳥。全長14センチくらい。背面が青灰色、腹面が赤褐色で、頭とのどは黒い。日本・朝鮮半島・台湾に分布し、低山や平地の林にすむ。人になれやすく、仕込むと神社の前でおみくじを引くなどの芸をする。やまがらめ。
山烏,やまがらす,１ 山にいるカラス。２ ハシブトガラスやミヤマガラスの別名。３ 色の黒い人をあざけっていう語。
山鴉,やまがらす,１ 山にいるカラス。２ ハシブトガラスやミヤマガラスの別名。３ 色の黒い人をあざけっていう語。
山川,やまかわ,１ 山と川。山や川。２ 山の神と川の神。３ 白酒のこと。山川酒。
山側,やまがわ,山に沿った方。山に近い側。
山冠,やまかんむり,漢字の冠の一。「岩」「崩」などの「山」の称。山偏とともに「山」の部首に属する。
山気,やまき,万一の幸運を頼んで、思い切って事をしようとする心。やまき。やまっけ。
山木,やまぎ,山に生えている木。
山岸,やまぎし,山の切り立った絶壁。また、山の端が水辺に接して岸になっている所。
山傷,やまきず,１ 山から切り出したときに、石にすでについている疵(きず)。２ 陶磁器で、焼成中に生じたひびわれなどの傷。窯疵。
山疵,やまきず,１ 山から切り出したときに、石にすでについている疵(きず)。２ 陶磁器で、焼成中に生じたひびわれなどの傷。窯疵。
山桐,やまぎり,１ アブラギリの別名。２ ハリギリの別名。
山霧,やまぎり,山に発生する霧。山の斜面を空気が上昇するときにできる。
山際,やまぎわ,１ 山のほとり。山の裾。２ 山の稜線に接した空。
山金,やまきん,岩石中の自然金。→砂金
山草,やまくさ,１ 山に生えている草。２ ウラジロの別名。
山鯨,やまくじら,イノシシの肉。また、獣肉。獣肉を食べるのを忌んで言った語。
山口,やまぐち,１ 山の登り口。山への入り口。２ 鷹狩(たかが)りで、まず狩り場に入ること。また、その所。３ 物事のきざし。兆候。４ 中国地方西部の県。もとの長門(ながと)・周防(すおう)の2国にあたる。５ 山口県中央部の市。県庁所在地。中世、大内氏が京都を模した町を建設し発展。幕末に萩から毛利氏の藩庁が移された。常栄寺庭園・瑠璃光寺などの史跡や湯田温泉がある。平成17年（2005）に徳地町・秋穂(あいお)町・小郡(おごおり)町・阿知須(あじす)町と合併。平成22年（2010）に阿東町を編入。
山雲,やまぐも,山にかかる雲。山からわき起こる雲。さんうん。
山車,やまぐるま,ヤマグルマ科の常緑高木。一科一属一種。山中に自生し、高さ約15メートル。葉は枝の先に輪状に互生し、長楕円形で先がとがり、つやがある。5、6月ごろ、黄色い小花が総状に咲く。果実は袋果。樹皮からは鳥もちを作る。中部地方以南から朝鮮半島・中国南部に分布。とりもちのき。
山桑,やまぐわ,１ 桑の野生種。山地に自生し、高さ10～15メートル。葉は卵形。葉柄が赤くなることが多い。4月ごろ花が咲き、実は赤から黒く熟し、食用。２ ヤマボウシの別名。
山子,やまこ,１ きこりなど山で働く人。２ 山中に住む妖怪。山の精気の凝ったもの、また、猿の年を経たものという。
山香,やまこうばし,クスノキ科の落葉低木。山地に自生。樹皮は灰褐色で、枝を折ると芳香がある。葉は長楕円形で両端がとがり、裏面は灰白色。雌雄異株。春、淡黄緑色の小花を数個密生してつけ、実は丸く黒い。山胡椒。
山事,やまごと,１ 鉱山などの売り買いにかかわること。２ 投機的な事業や仕事。
山詞,やまことば,１ 忌み詞の一。猟師・きこりなどが、山に入ったときだけ用いる特殊な言葉。水を「わっか」、狼を「やみ」などという類。２ 鷹匠(たかじょう)が用いる特殊な言葉。鷹詞(たかことば)。
山険,やまさか,山のけわしいこと。山の傾斜が急であること。また、その所。
山坂,やまさか,１ 山と坂。山や坂。２ 山の中の坂道。
山崎,やまざき,京都府南部、乙訓(おとくに)郡大山崎町の地名。また、隣接する大阪府三島郡島本町を含めた地域。淀川の北岸に位置し、古来京都・大阪を結ぶ交通の要地。
山桜,やまざくら,１ 山に咲いている桜。２ バラ科の落葉高木。山地に自生する桜。樹皮は灰色で、横に皮目が走り、葉は倒卵形で先がとがる。4月ごろ、新葉と同時に淡紅色の5弁花を開き、紫黒色の実を結ぶ。本州中部以南に分布。
山幸,やまさち,１ 山でとれる獲物や山菜など。山の幸。２ 山で獲物をとる力をもった道具。
山猟,やまさつ,山の猟男(さつお)。山で狩猟をする男。猟師。山のさつお。
山里,やまざと,１ 山間の村落。山村。２ 山村にある別荘。山荘。３ 山奥の家。山家(やまが)。
山猿,やまざる,１ 山にすんでいる野生の猿。野猿(やえん)。２ 山に住む人や田舎者を、礼儀作法を知らない者としてあざけっていう語。
山沢,やまさわ,山と沢。また、山間の沢。さんたく。
山師,やまし,１ 鉱脈の発見・鑑定や鉱石の採掘事業を行う人。２ 山林の買付けや伐採を請け負う人。３ 投機的な事業で大もうけをねらう人。投機師。４ 詐欺師。いかさま師。
山路,やまじ,山の中の道。やまみち。
山塩,やまじお,岩塩(がんえん)のこと。
山下,やました,１ 山のした。山のふもと。２ 山の茂みの下かげ。
山科,やましな,京都市東部の区名。東にある逢坂山峠は大津への交通の要地。天智天皇陵・坂上田村麻呂墓・勧修寺などがある。古くは「山階」とも書いた。
山印,やまじるし,占有者を標示するために切った木につける刻印。山じるし。切り判。
山城,やましろ,旧国名の一。五畿に属し、現在の京都府南東部にあたる。古くは「山背」と書いた。城州。
山背,やませ,１ 山を越えて吹いてくる風。フェーンの性質をもつ風。２ 夏季に北日本の太平洋側、特に三陸地方に吹く冷湿な北東風。オホーツク海高気圧から吹き出す風で、長く続くと冷害の原因となる。
山芹,やまぜり,セリ科の多年草。山地の湿った所に生え、高さ約1メートル。葉は羽状複葉で、小葉は卵形。7～10月、白い小花を散形につける。
山千,やません,山に千年住むこと。世知にたけ、老獪(ろうかい)なこと。また、その人。
山岨,やまそわ,山の険しい所。山のがけ。
山田,やまだ,山中にある田。
山大,やまだい,１ 山形市に本部のある国立大学法人。山形高等学校・山形師範学校・山形青年師範学校・米沢工業専門学校、山形県立農林専門学校を統合し、昭和24年（1949）新制大学として発足。平成16年（2004）国立大学法人となる。２ 山口市に本部のある国立大学法人。山口高等学校・山口経済専門学校・山口師範学校・山口青年師範学校・宇部工業専門学校などを統合し、昭和24年（1949）新制大学として発足。同39年、山口県立医科大学を合併。平成16年（2004）国立大学法人となる。
山高,やまたか,１ 山形に高くなっていること。中高(なかだか)であること。２ フェルト製で上部が丸くて高い、つばのある男子の礼服用帽子。山高帽。ボーラー。ボーラーハット。
山橘,やまたちばな,１ 山に生えるタチバナ。野生のタチバナ。２ ヤブコウジの別名。３ 植物ボタンの別名。
山手,やまて,山よりの土地。山のほう。やまのて。
山寺,やまでら,山中の寺院。
大和,やまと,１ 神奈川県中部の市。相模原台地の東部にあり、東の横浜市との境を境川が流れる。住宅地。南西部は厚木航空基地の一部。２ 旧国名の一。五畿に属し、現在の奈良県にあたる。大和政権の発祥地で飛鳥(あすか)京・藤原京・平城京などが置かれた。もと「倭」と書いたが、元明天皇の時、「倭」と通じる「和」の字に「大」をつけて「大和」と書くよう定められた。３ 日本の異称。おおやまと。４ 旧日本海軍の世界最大の戦艦。昭和16年（1941）竣工(しゅんこう)。排水量6万9000トン。昭和20年（1945）、沖縄へ出撃の途中、米機の攻撃により沈没。
倭歌,やまとうた,１ 日本固有の歌。和歌。やまとことのは。２ 大和地方の風俗歌(ふぞくうた)。大和舞で歌われる。
倭絵,やまとえ,本来は、日本の風景や風俗を描いた絵画。鎌倉後期からは、宋元画やその影響を受けた新様式の日本画に対して平安時代以来の伝統的な様式による絵画の総称。唐絵(からえ)に対していう。また、15世紀に土佐派が興隆して大和絵を標榜(ひょうぼう)してからは、流派的な観念も含まれるようになった。
倭鞍,やまとぐら,騎乗用の馬具の一。唐鞍(からくら)の皆具(かいぐ)に対して、和様の鞍の皆具をいう。中心となる鞍橋(くらぼね)は、前輪と後輪(しずわ)の内側にそれぞれ切り込みを設けて居木(いぎ)先をはめこみ、鐙(あぶみ)の袋には舌をつけて用いる。下鞍(したぐら)を2枚重ねにして、装束の汚れをふせぐ障泥(あおり)を加え、糸尻繋(しりがい)には総(ふさ)などをつけて装備し、布手綱(たづな)に差し縄を合わせて使用するのを特色とする。
倭音,やまとごえ,呉音。漢音を「からごえ」というのに対していう。わおん。
和音,やまとごえ,呉音。漢音を「からごえ」というのに対していう。わおん。
倭錦,やまとにしき,日本で織った錦。日本風の文様のある錦。中国伝来の唐錦(からにしき)に対していう。
倭舞,やまとまい,１ 日本固有の歌舞の一。大和地方の風俗歌舞で、礼拝を舞踊化したもの。鎮魂祭や大嘗祭(だいじょうさい)などに行われる。現在は舞人四人。大和歌に合わせて舞う。都舞。２ 神楽の一種で、1に由来した祭祀(さいし)舞。伊勢神宮、奈良の春日大社などで行われる。
山鳥,やまどり,１ 山の中にすむ鳥。山の鳥。２ キジ科の鳥。日本特産で、本州・四国・九州の森林にすむ。雄は尾が長いので全長約125センチ、雌は約55センチ。全体に赤褐色で縦斑があり、尾には黒い横縞がある。単独または小さな群れで行動し、一夫多妻。雄は繁殖期に翼を羽ばたかせて音をたてる母衣打(ほろう)ちをする。狩猟鳥。やまきじ。おひき。おなが。とおやまどり。３ ひとり寝することをたとえていう語。
山中,やまなか,山の中。山間。さんちゅう。
山梨,やまなし,１ バラ科の落葉高木。山地に生え、葉は卵形で先がとがり、互生する。4月ごろ、白い5弁花が咲き、ナシに似た小さい実がなるが、食用にはならない。やまりんご。２ ズミの別名。３ 中部地方南東部の県。県庁所在地は甲府市。もとの甲斐(かい)国にあたる。４ 山梨県中北部の市。笛吹川の上流域。ブドウ・桃の栽培が盛ん。
山脈,やまなみ,山の連なり。連山。
山鳴,やまならし,ヤナギ科の落葉高木。山地の日当たりのよい所に生える。葉は互生し、広卵形で、葉柄は長い。風にゆらいだ葉が触れ合って音をたてる。雌雄異株。春、葉より先に花をつけ、雄花穂は赤褐色、雌花穂は黄緑色で、下垂する。材で箱などを作る。白楊(はくよう)。はこやなぎ。あおどろ。
山鼠,やまね,齧歯(げっし)目ヤマネ科の哺乳類。体長7～8センチ、尾長4～5センチ。体つきは丸く、灰茶色で背に黒い縦線が1本あり、尾に長毛がある。山林にすみ、樹上性で、果実・昆虫などを食べる。冬は木の穴などで冬眠する。日本特産種で、本州・四国・九州に分布。
山猫,やまねこ,１ 山野にすむ猫。野生化した猫。のらねこ。２ ネコ科の哺乳類のうち、小形の野生種の総称。リビアヤマネコ・オオヤマネコ・オセロットなど。日本ではツシマヤマネコ・イリオモテヤマネコがすむ。３ 鎌や鋸(のこぎり)など山仕事に必要な道具を入れた袋のようなもの。４ 江戸時代、寺社の境内にいた私娼。化けて出るの意という。
薯蕷,やまのいも,ヤマノイモ科の蔓性(つるせい)の多年草。山野に自生。芋は円柱形でナガイモより細く、長さ1メートルにもなる。葉は先がとがり、基部が心臓形で、対生する。雌雄異株。夏、葉の付け根に花をつけ、雄花穂は直立し、雌花穂は垂れ下がる。実は3枚の翼をもつ。葉のわきにむかごができ、地面に落ちて増える。芋は粘りが強く、とろろや芋がゆにし、漢方では山薬(さんやく)・薯蕷(しょよ)といい滋養強壮薬とする。ヤマノイモ科の単子葉植物は熱帯から暖帯にかけ750種が分布し、ナガイモ・トコロなども含まれる。じねんじょ。じねんじょう。やまいも。
山袴,やまばかま,仕事着としてはく袴。腰板のないカルサン・裁(た)っ着け・もんぺなどをいう。
山萩,やまはぎ,マメ科の落葉低木。山野に自生し、枝はあまり垂れない。葉は3枚の楕円形の小葉からなる複葉。秋、紅紫色の蝶形の花が咲く。庭木にする。
山畑,やまはた,山にある畑。山地の畑。
山肌,やまはだ,山の表面。山の地はだ。
山膚,やまはだ,山の表面。山の地はだ。
山蜂,やまばち,スズメバチの別名。
山鳩,やまばと,山林にすむハト。キジバトやアオバトのこと。
山番,やまばん,山林を火災や盗難から守る番人。やまもり。
山彦,やまびこ,１ 山の谷などで起こる声や音の反響。もと、山の神が声音をまねるのだと信じられていた。こだま。２ 山の神。山霊。
山襞,やまひだ,山の尾根と谷が入りくんで、ひだのように見える所。
山人,やまびと,１ 山に住む人。山で働く人。きこりや炭焼きなど。２ 仙人。神仙。
山蛭,やまびる,ヤマビル科のヒル。全長2、3センチ。体は平たい円柱状で茶褐色。背面に3本の縦縞がある。本州・四国・九州の山間の湿地に多く、人間や獣から血を吸う。かさびる。
山吹,やまぶき,１ バラ科の落葉低木。山間の湿地に多く、群生する。葉は互生し、卵形で先がとがり、縁に二重のぎざぎざがある。晩春、黄色の5弁花を開き、実は暗褐色。古くから庭木とされ、八重咲きのものは実がならない。漢名、棣棠花。２ ヤマブキの花のような色。黄色。こがねいろ。３ 大判・小判の金貨。黄金。４ 襲(かさね)の色目の名。表は朽葉(くちば)、裏は黄。山吹襲。５ 紋所の名。1の花や葉を図案化したもの。
山蕗,やまぶき,１ 山間に生えるフキ。２ ツワブキの別名。
山藤,やまふじ,マメ科の蔓性(つるせい)の落葉低木。本州中部以西の山野に自生。蔓はフジとは逆の左巻き。葉は卵形の小葉からなる羽状複葉。4月ごろ、紫色の蝶形の花が総状に垂れ下がって咲く。
山臥,やまぶし,１ 山野に住んで修行する僧。２ 修験者(しゅげんじゃ)のこと。３ 山野に野宿すること。また、その人。
山伏,やまぶし,１ 山野に住んで修行する僧。２ 修験者(しゅげんじゃ)のこと。３ 山野に野宿すること。また、その人。
山札,やまふだ,カードゲームで、場に積んでおく札。デッキ。
山懐,やまふところ,山々に囲まれた奥深い土地。
山鉾,やまぼこ,山車(だし)の一種。台の上に山の形の造り物をのせ、鉾や長刀(なぎなた)などを立てたもの。人が乗って音楽を奏したり、踊ったりすることもある。京都の祇園会(ぎおんえ)のものが有名。山。
山繭,やままゆ,鱗翅(りんし)目ヤママユガ科のガ。翅(はね)の開張約15センチと大形で、色は赤褐・暗褐・黄褐色など変異に富む。前翅の先は鎌状にとがり、各翅の中央に眼状紋がある。幼虫は緑色で毛のまばらに生えた芋虫。クヌギ・コナラなどの葉を食い、葉間に黄緑色の大きな繭を作る。繭からは良質の絹糸がとれ、屋内飼育はできないので木に網をかけて放し飼いとする。日本・朝鮮半島・台湾などに分布。てんさん。
天蚕,やままゆ,鱗翅(りんし)目ヤママユガ科のガ。翅(はね)の開張約15センチと大形で、色は赤褐・暗褐・黄褐色など変異に富む。前翅の先は鎌状にとがり、各翅の中央に眼状紋がある。幼虫は緑色で毛のまばらに生えた芋虫。クヌギ・コナラなどの葉を食い、葉間に黄緑色の大きな繭を作る。繭からは良質の絹糸がとれ、屋内飼育はできないので木に網をかけて放し飼いとする。日本・朝鮮半島・台湾などに分布。てんさん。
山見,やまみ,海辺の小高い所から魚群の動きを見張り、出漁や網の張り方などの指揮をすること。また、その役の人。魚見。
山水,やまみず,１ 山と水。山と水のある自然の景色。２ 築山(つきやま)と池とがある庭園。３ 山岳や河水などの、自然の景観を描いた絵画。水墨山水・青緑山水などがある。人物画・花鳥画とともに東洋画の主要画題。４ 山から出る水。やまみず。５ ものさびしいさま。みすぼらしいさま。
山道,やまみち,１ 山の中にある道。やまじ。２ 山形を横に連ねた形の文様。３ 星新一のショートショート作品。ありふれた手法に収録。
山娘,やまむすめ,カラス科の鳥。全長64センチくらいで、尾が非常に長い。頭が黒く、体は藍青色、尾羽の先が白、くちばしと脚が赤色。台湾にのみ分布し、山中に小群で暮らす。台湾藍鵲。
山元,やまもと,１ 山のふもと。２ 山の所有者。３ 鉱山や炭鉱の所在地。
山本,やまもと,山のふもと。
山桃,やまもも,ヤマモモ科の常緑高木。本州中部以西の山地に多く、高さ約15メートル。葉は長楕円形で、革質。雌雄異株。4月ごろ開花し、雄花穂は黄褐色、雌花穂は花柱が紅色。実は球形で、夏に紅紫色に熟し、食用。樹皮は染料、漢方では楊梅皮(ようばいひ)といい薬用。楊梅。しぶき。
楊梅,やまもも,ヤマモモ科の常緑高木。本州中部以西の山地に多く、高さ約15メートル。葉は長楕円形で、革質。雌雄異株。4月ごろ開花し、雄花穂は黄褐色、雌花穂は花柱が紅色。実は球形で、夏に紅紫色に熟し、食用。樹皮は染料、漢方では楊梅皮(ようばいひ)といい薬用。楊梅。しぶき。
山守,やまもり,山林を火災や盗難から守る番人。やまもり。
山山,やまやま,あちらこちらの山。多くの山。
山雪,やまゆき,山に降る雪。北陸地方で、平野部よりも山間部に多く降る雪。
山蓬,やまよもぎ,キク科の多年草。中部地方以北の山野に自生し、高さ1～2メートル。葉は羽状に深く裂けていて、裏面に白い綿毛が密生。8、9月ごろ、淡黄色の小花を多数つける。葉から艾(もぐさ)を作る。おおよもぎ。えぞよもぎ。ぬまよもぎ。
山艾,やまよもぎ,キク科の多年草。中部地方以北の山野に自生し、高さ1～2メートル。葉は羽状に深く裂けていて、裏面に白い綿毛が密生。8、9月ごろ、淡黄色の小花を多数つける。葉から艾(もぐさ)を作る。おおよもぎ。えぞよもぎ。ぬまよもぎ。
山薤,やまらっきょう,ユリ科の多年草。関東地方以西の山野に自生。高さ約50センチ。鱗茎(りんけい)は卵形で、葉は細長い。秋に花茎を伸ばし、紅紫色の花を球状につける。
闇絣,やみがすり,黒地に細かく不規則な絣を表した綿織物。
闇金,やみきん,貸金業の登録をしていない貸金業者が行う融資。法定金利を超える高金利を請求される。また、その不法な貸金業者のこと。
闇雲,やみくも,先の見通しもなくむやみに事をすること。また、そのさま。
闇米,やみごめ,食糧管理法に違反して取引された米。
闇路,やみじ,１ 闇夜の道。２ 心が迷い分別のつかない状態。３ 冥土(めいど)。死出の旅路。
闇汁,やみじる,持ち寄った材料を、暗がりの中で鍋(なべ)で煮て、何が入っているかわからないまま食べて興じるもの。闇鍋。
闇鍋,やみなべ,持ち寄った材料を、暗がりの中で鍋(なべ)で煮て、何が入っているかわからないまま食べて興じるもの。
闇値,やみね,闇取引の値段。
闇屋,やみや,闇取引を業とする者。
闇闇,やみやみ,１ 何もできないさま。みすみす。むざむざ。２ 正気や分別を失ってわからなくなるさま。わけもわからず。
矢虫,やむし,毛顎(もうがく)動物門に分類される動物の総称。海産の大形プランクトンで、体は細長く無色透明で、体長1～6センチ。一、二対の側ひれと尾びれとをもち、頭部に剛毛列がある。雌雄同体。
八女,やめ,福岡県南部の市。中心の福島はもと田中氏の城下町。八女茶の産地。電照菊の栽培も盛んで、仏壇・提灯・石灯籠・和紙を特産。岩戸山古墳がある。平成18年（2006）に上陽町を、平成22年（2010）に黒木(くろぎ)町・立花町・矢部村・星野村を編入。
寡婦,やもめ,夫のいない女。また、夫を失った女。未亡人。後家(ごけ)。
家守,やもり,家の番をすること。また、その人。
守宮,やもり,有鱗(ゆうりん)目ヤモリ科の爬虫(はちゅう)類。人家や周辺の林にすむ。体長約12センチ。尾はその半分を占め、自切・再生する。体色は灰褐色で暗色の斑紋がある。目のまぶたは動かない。四肢の指先は太く、下面のひだに無数の微細な毛状突起があって吸盤の働きをし、壁や天井に吸いつく。夜活動し、昆虫などを捕食。福島県以南に分布。同科には約670種が含まれ、温帯から熱帯にかけて広く分布。
稍寒,ややさむ,秋になって少し寒さを感じること。うそさむ。そぞろさむ。
野遊,やゆう,野外に出て遊ぶこと。花見・草摘み・狩りなどを楽しむこと。のあそび。
弥生,やよい,陰暦3月の異称。
矢来,やらい,竹や丸太を縦横に粗く組んで作った仮の囲い。
