name,reading,meaning,example
大師,だいし,１ 仏・菩薩(ぼさつ)の尊称。２ 朝廷から高僧に対して贈られる称号。死後に贈られる場合が多い。日本では貞観8年（866）に最澄が伝教大師の称号を贈られたのが最初。３ 高徳の僧の敬称。４ 弘法大師のこと。,1633
第四,だいし,4番目。4回目。だいよん。,8040
題詞,だいし,１ 書物の巻頭や画幅・石碑の上部に記す言葉。題詞。題言。２ 和歌や俳句の前書きとして、その作品の動機・主題・成立事情などを記したもの。万葉集のように、漢文で書かれたものは題詞(だいし)という。,35
題詩,だいし,１ 決められた題によって詩を作ること。また、その詩。２ 書物の巻頭に題目・標題として掲げる詩。,28
台辞,だいじ,１ 俳優が劇中で話す言葉。２ 人に対する言葉。言いぐさ。３ きまり文句。４ 理屈や言い分を並べること。談判すること。,106
大字,だいじ,１ 大きな文字。大文字。２ 漢数字の「一・二・三」などの代わりに用いる「壱・弐・参」などの文字。証書などで用いる。,5679
大寺,だいじ,規模の大きな寺院。主に維持費などが国から支給された官寺をいう。大刹(たいさつ)。おおでら。,695
題辞,だいじ,書物の巻頭や画幅・石碑の上部に記す言葉。題詞。題言。,20
題者,だいしゃ,題を出す人。特に、詩歌の会のとき、題を選定する人。,0
大蛇,だいじゃ,大きなへび。おろち。,1932
大綬,だいじゅ,勲章を身につける綬の、最も大きなもの。肩から斜めに掛けるようにした幅の広い飾り帯で、大勲位菊花大綬章・桐花大綬章・宝冠大綬章などの勲章を帯びるのに用いる。,33
代署,だいしょ,本人に代わって署名すること。また、その署名。,82
代書,だいしょ,１ 他の人に代わって文書を書くこと。代筆。２ 官公署などに提出する書類の代書を業とする人。,219
大証,だいしょう,大阪市中央区北浜にあるデリバティブ専門の金融商品取引所。旧商号は「大阪証券取引所」。,66
台状,だいじょう,台のような形をしていること。小高くて上部が平らな形。,38
大嘗,だいじょう,天皇が即位後初めて行う新嘗(にいなめ)祭。その年の新穀を天皇が天照大神(あまてらすおおみかみ)および天神地祇に供え、自らも食する、一代一度の大祭。祭場を東西2か所に設け、東を悠紀(ゆき)、西を主基(すき)と称し、神に奉る新穀をあらかじめ卜定(ぼくじょう)しておいた国々の斎田から召した。おおなめまつり。おおにえのまつり。だいじょう。,18
台尻,だいじり,小銃の銃床の下部の、肩に当てる幅の広い部分。,219
大臣,だいじん,国務大臣または各省大臣の称。,25956
大神,だいじん,神を敬っていう語。尊い神様。大御神(おおみかみ)。おおかみ。,3577
台子,だいす,茶道具の棚物の一。風炉(ふろ)・釜(かま)・水指(みずさし)などの一式を飾るもの。入宋した南浦紹明(なんぽじょうみょう)が帰朝のとき仏具としてもたらしたと伝えられる。及台子(きゅうだいす)・真台子(しんのだいす)・竹台子・桑台子・高麗台子(こうらいだいす)などがある。,96
大豆,だいず,マメ科の一年草。高さ約60センチ。茎の先はやや蔓(つる)状になり、全体に粗い毛がある。葉は3枚の小葉からなる複葉。夏から秋、紫紅色か白色の蝶形花を開き、莢(さや)の中にふつう2、3個の種子ができる。中国の原産。若い実は枝豆としてゆでて食べ、熟した種子は豆腐・味噌・醤油などに広く利用する。みそまめ。あぜまめ。おおまめ。,1353
代数,だいすう,数の代わりに文字を用い、計算の法則・方程式の解法などを主に研究する数学の一分野。現在では、代数系の研究をいう。,4043
大山,だいせん,鳥取県西部の休火山。中国地方の最高峰で、標高1729メートル。古来山岳信仰で栄え、大山寺がある。伯耆(ほうき)富士。,4959
大仙,だいせん,１ 偉大な仙人。また、仙人のように俗世間を超えた境界にあるすぐれて尊い人。大仙人。２ 如来(にょらい)の異称。３ 秋田県中東部、雄物(おもの)川中流域にある市。秋田新幹線や秋田自動車道が通る県内交通の要衝。平成17年（2005）3月に大曲(おおまがり)市、神岡町、西仙北(にしせんぼく)町、中仙町、協和町、南外(なんがい)村、仙北町、太田町が合併して成立。,414
大膳,だいぜん,チドリ科の鳥。全長約30センチ。北極圏のツンドラで繁殖し、熱帯地方で越冬する。日本には春・秋に渡来し、海岸・河口・干潟でみられる。,812
代走,だいそう,野球で、走者の代わりに走ること。また、その人。ピンチランナー。,604
大損,だいそん,大きな損失や損害。おおぞん。,231
代打,だいだ,野球で、その打順の選手に代わって打者となること。また、その人。ピンチヒッター。,1434
大腿,だいたい,脚の付け根から膝(ひざ)までの部分。ふともも。もも。,1170
大隊,だいたい,軍隊の編制上の単位。連隊の下で、2ないし4中隊からなる。,8390
大大,だいだい,１ 大きい感じを与えるさま。太っているさま。２ 広く場所をとっているさま。,0
橙色,だいだいいろ,赤みがかった黄色。オレンジ色。,1319
橙酢,だいだいず,橙の果実からしぼった汁。酢として調味料に用いる。ポンス。ポン酢。,7
代地,だいち,かわりの土地。代替地(だいたいち)。,131
代置,だいち,あるべきものの代わりに別のものを置くこと。,33
大腸,だいちょう,消化管のうち、小腸と肛門(こうもん)との間の太い腸の部分。盲腸・結腸・直腸に分けられ、腸内細菌による発酵や水分の吸収などが行われる。,772
大通,だいつう,遊里・遊芸などの方面の事情によく通じていること。また、その人。,692
大都,だいと,大きな都市。大都会。,923
大刀,だいとう,１ 長大な刀剣の総称。短小の「かたな」に対していう。２ 刃を下に向けて腰につり下げる長大な刀剣。刃を上に向けて帯にさす「かたな」に対していう。,1779
大塔,だいとう,１ 大きな塔。２ 密教寺院の七堂の一つで、大規模な多宝塔。また特に、多宝塔で、初重が円形平面のもの。根来寺(ねごろじ)大塔など。,388
大東,だいとう,東の果て。極東。また、日本の異称。,1150
大道,だいどう,１ 幅の広い道。大通り。また、その路上・道ばた。２ 人の行うべき正しい道。根本の道徳。,1540
大徳,だいとく,１ 偉大な徳。りっぱな徳。２ 仏のこと。また、高徳の僧。転じて、一般に、僧。３ 金持ち。有徳(うとく)。大徳人。,305
大毒,だいどく,たいへんな毒。また、大きな害となるもの。,0
大難,だいなん,大きな災難。大変な難儀。,148
第二,だいに,１ 2番目。2回目。２ 過去の物事・人物の再現・再来とみなすもの。,71842
代人,だいにん,本人に代わって事を行う人。代理人。名代(みょうだい)。,94
代任,だいにん,本人の代わりに任務を行うこと。また、その人。,6
代納,だいのう,１ 本人に代わって金品を納めること。２ 本来納めるべきものの代わりに、別のものを納めること。,41
大農,だいのう,１ 広い農地を所有する農家。大百姓。豪農。２ 多くの資本と機械力とをもってする大規模な農業。,41
台秤,だいばかり,比較的大型の物の重さを量るはかり。量ろうとする物を台の上にのせ、その重量を、てこやばねによって目盛りのある棹(さお)や盤に伝えるようにしたもの。看貫(かんかん)ばかり。,13
大盤,だいばん,食物や水などを入れるための大きな器。,117
大兵,だいひょう,１ からだが大きいこと。また、そのさまや、そのような人。２ 弓を引く力が強いこと。また、その人。精兵(せいびょう)。,474
大福,だいふく,１ 大きな福運。非常に富んで運のよいこと。２ あんを餅の皮で包んだ和菓子。,328
代物,だいぶつ,代わりの品物。代品。,3076
大仏,だいぶつ,丈六（高さ1丈6尺、すなわち約4.8メートル）以上の大きな仏像。奈良東大寺の盧舎那仏(るしゃなぶつ)、鎌倉高徳院の阿弥陀如来などが有名。,1611
代返,だいへん,学校などで、出欠をとるとき、本人の出席を装うために欠席者に代わって返事をすること。,23
大便,だいべん,肛門から排出される、食物のかすや腸粘膜からの分泌物などのかたまり。便。糞(くそ)。,409
大法,だいほう,１ すぐれた仏の教法。仏法。２ 大乗の教法。３ 密教の修法で最も重んじられる大がかりな修法。,206
代脈,だいみゃく,担当の医師に代わって診察すること。また、その人。,20
大名,だいみょう,１ 平安末・鎌倉時代、多くの名田(みょうでん)を所有した者。大名主(だいみょうしゅ)。２ 鎌倉時代、大きな所領をもち、家の子・郎等(ろうどう)を従えた有力な武士。３ 室町時代、有力な守護。守護大名。４ 戦国時代、諸国を支配し、家臣に知行地を与えて統轄した者。戦国大名。５ 江戸時代、将軍に直属した1万石以上の武家。将軍との親疎関係から親藩・譜代・外様、領地の関係から国持・准国持・城主・城主格（無城だが城主と同格）・無城の別があった。,15246
大網,だいもう,胃の下部から垂れて腸の前面を覆う脂肪に富んだ薄い膜。胃腸を保護する。大網膜。,179
代紋,だいもん,やくざの一家を表す紋章。,135
大門,だいもん,１ 寺院のいちばん外側にある大きな門。禅寺などの正門。多くは、方位をつけて、東大門・南大門などとよぶ。総門。２ 社会的に地位の高い家柄。大家(たいけ)。,1958
台屋,だいや,遊郭で、料理を調える仕出し屋。,0
大理,だいり,根本にある道理。,203
内裏,だいり,１ 大内裏の中の天皇の居所を中心とする御殿。平安京の場合、外郭は、東西約342メートル、南北約303メートル、内郭は、東西約173メートル、南北約218メートルあった。御所。皇居。禁裏。禁中。大内。２ 雛人形の一。天皇・皇后をかたどった男女一対の雛人形。内裏様。内裏。,1319
第六,だいろく,6番目。6回目。,3098
台輪,だいわ,１ 建物や指物の上方または下方にある平たい横木。禅宗仏堂の柱の頂部、たんすの地板の下などにみられる。２ 山王鳥居・稲荷(いなり)鳥居などの柱上で島木を受ける円盤状のもの。,44
唾液,だえき,唾液腺から分泌される無色・無味・無臭の液体。大部分は水分で、ムチンやでんぷん分解酵素のプチアリンなどが含まれる。つば。つばき。,1776
駄卸,だおろし,馬に積んだ荷物を、そのままおろし売りにすること。駄売り。,0
兌換,だかん,１ とりかえること。ひきかえること。２ 銀行券や政府紙幣を正貨と引き換えること。,297
惰気,だき,だらけた気分。なまけ心。,38
舵機,だき,船のかじ。操舵機。,66
打球,だきゅう,野球・ゴルフなどで、たまを打つこと。また、打ったたま。,1522
駄句,だく,つまらない俳句。へたな俳句。自分の俳句を謙遜していうときにも用いる。,36
諾唯,だくい,他人の言葉に対する応答。返答。あいさつ。,0
濁酒,だくしゅ,にごりざけ。どぶろく。,186
濁色,だくしょく,濁った色。ある色相の純色に白および黒を同時に加えた色。,0
濁水,だくすい,にごった水。にごり水。,199
濁世,だくせ,政治や道徳の乱れた世。だくせい。,31
濁声,だくせい,澄んでいない声。にごった声。だみごえ。,151
濁度,だくど,水の濁りの程度を示す基準。ポリスチレン混合粒子の濁液などを標準として測定する。単位は、度。透視比濁法（濁度標準と目視で比較）、透過光測定法、散乱光測定法などの測定方法がある。水道水の水質基準値は2度以下。,31
濁浪,だくろう,にごった波。,5
岳樺,だけかんば,カバノキ科の落葉高木。高山や北地にみられ、樹皮は淡褐色ではげやすい。5月ごろ、雄花と雌花がつく。草紙樺(そうしかんば)。,16
打鍵,だけん,ピアノ・タイプライター・通信機などの鍵盤を打つこと。,180
駄犬,だけん,血統のわからない雑種の犬。雑犬。,45
唾壺,だこ,１ つばを吐き入れるつぼ。たんつぼ。２ タバコ盆の灰吹き。吐月峰(とげっぽう)。,7
堕罪,だざい,罪に落ちること。罪人となること。,33
打者,だしゃ,野球で、相手投手の投球を打つ人。バッター。,5457
打順,だじゅん,野球で、打者が打席に入る順番。バッティングオーダー。,422
打診,だしん,１ 医者が患者の胸や背などを指先や打診器でたたき、その音で診察すること。２ 相手の意向を確かめるために、前もってようすをみること。,2111
打鍼,だしん,鍼(はり)の頭部を円形の小槌(こづち)で打ち、患部を刺激する方法。,0
打陣,だじん,野球で、打者の顔ぶれ。打撃陣。,0
打数,だすう,野球で、打者が打撃を完了した数。打席数から四死球・犠打および打撃妨害・走塁妨害による出塁の数を引いた数で、打率算定の基礎となる。打撃数。アットバット。,707
打製,だせい,打ちつけてつくること。,126
唾石,だせき,唾液中の石灰分が固まってできた結石。顎下腺(がっかせん)・舌下腺(ぜっかせん)に多くできる。,17
打設,だせつ,建築の基礎となるコンクリートを、枠の中に流しこむこと。打ち込み。,115
唾腺,だせん,口腔内にあって唾液を分泌する腺。哺乳類では耳下腺・顎下(がっか)腺・舌下腺などがある。,9
堕胎,だたい,胎児を人為的に流産させること。子をおろすこと。,555
抱瓶,だちびん,沖縄で用いられる携帯用の酒瓶。陶製で、ひもで肩からつり、腰に当てやすいように断面が三日月形をしている。,9
駝鳥,だちょう,ダチョウ目ダチョウ科の鳥。現生の鳥類では最大で、雄は頭高約2.5メートル、体重約135キロ。頭は小さく、くびが細長い。足の指は2本。脚が強大で走るのが速いが、翼が小さく飛べない。アフリカのサバンナに分布。,193
駄津,だつ,ダツ目ダツ科の海水魚。全長約1メートル。体は細長く、側扁する。上下両あごが伸びて長いくちばし状となり、鋭い歯がある。背側は緑褐色、腹側は白色。食用。,0
脱営,だつえい,兵士が兵営・営舎から脱走すること。,211
脱塩,だつえん,含まれている塩類を除く操作。一般水から無機塩類を除いて純水にしたりすること。また、原油の無機塩類を蒸留前に除くこと。,35
奪格,だっかく,インド‐ヨーロッパ語などにおける文法用語で、格の一。動作の出自（…から）・手段（…によって）・原因（…のために）などの関係を表す。ラテン文法に由来する用語。従格。,34
脱殻,だっかく,１ ひながかえって卵の殻(から)から抜け出ること。２ 穀粒からもみがらを取り除くこと。脱穀。,59
脱監,だっかん,囚人が監獄から脱走すること。脱獄。,0
脱簡,だっかん,書物の中の一部が抜けていること。章・編の脱落や落丁のあること。,5
脱去,だっきょ,１ 脱ぎ去ること。取りのけること。２ のがれ去ること。逃げること。,12
脱血,だっけつ,人工心肺装置を使用する際に、患者の大静脈・大腿静脈から血液を体外に取り出すこと。脱血した血液は人工心肺を循環させて酸素を取り込ませ、患者の大動脈・大腿動脈に送血される。,17
脱剣,だっけん,身に帯びた刀剣をはずすこと。,0
脱誤,だつご,文字などが抜けていたり、まちがっていたりすること。誤脱。,0
獺祭,だっさい,１ カワウソが自分のとった魚を並べること。人が物を供えて先祖を祭るのに似ているところからいう。獺祭魚。おそまつり。うそまつり。２ 詩文を作るとき、多くの参考書を周囲に広げておくこと。,21
脱柵,だっさく,１ 家畜がさくから抜け出すこと。２ 兵士が営舎から脱走すること。脱営。,9
脱酸,だっさん,１ 精錬過程で、金属や合金に混入した過剰の酸素を除去すること。,16
脱脂,だっし,物に含まれている脂肪分を取り去ること。,74
脱渋,だつじゅう,渋柿の渋をアルコールなどを用いて不溶化し、渋味をなくすこと。,0
脱色,だっしょく,本来含んでいる色や染め色をぬきとること。,224
脱塵,だつじん,世の中のわずらわしさからのがれること。俗塵を避けること。脱俗。,0
脱籍,だっせき,１ 籍から抜け出ること。２ 戸籍から除くこと。戸籍から抜け落ちていること。,12
脱船,だっせん,船長の許可なく、乗組員が船から下りたまま帰船しないこと。,4
脱俗,だつぞく,世間から離れて、俗事にわずらわされないこと。俗事に執着しないで、あっさりしていること。超俗。,52
脱炭,だったん,製鋼工程で、転炉の溶融銑鉄中の含有炭素を燃焼によって減少させること。,11
脱腸,だっちょう,腸または腹壁の一部が腹壁のすきまなどから外側に押し出されること。腹部ヘルニア。,58
脱党,だっとう,所属している党から抜けること。,136
脱刀,だっとう,腰に帯びている刀をとりはずすこと。また、帯刀をやめること。,13
脱藩,だっぱん,江戸時代、武士が藩籍を抜けて浪人になること。,685
脱皮,だっぴ,１ 昆虫類や爬虫(はちゅう)類などが、成長のため古くなった外皮を脱ぎ捨てること。 古い考え方や習慣から抜け出して新しい方向に進むこと。,1121
脱糞,だっぷん,大便をすること。,103
脱北,だっぽく,北朝鮮（朝鮮民主主義人民共和国）の人民が国を脱出すること。,167
脱硫,だつりゅう,物質中に含まれている硫黄分または硫黄化合物を除去すること。,117
脱漏,だつろう,あるはずのものが抜け落ちること。遺漏。,80
脱牢,だつろう,１ 牢から逃げ出すこと。脱獄。２ 束縛からのがれること。,2
脱蝋,だつろう,石油留分中から、含まれている蝋分（パラフィン）を除くこと。潤滑油などの低温での流動性をよくするために行う。,0
打点,だてん,１ 野球で、打者が安打・犠牲打・四死球などによって自軍にもたらした得点。２ テニスやバレーボールなどの球技で、球を打つ位置。,1584
惰農,だのう,なまけものの農夫。,0
打板,だばん,禅寺などで、時刻を知らせる合図に魚板を打つこと。また、その魚板。,0
打法,だほう,球技で、バットやラケットなどで球を打つ方法。,409
打棒,だぼう,野球で、打撃のこと。,69
打綿,だめん,綿糸紡績工程の一。開綿によりほぐされた綿をさらにほぐして不純物を除き、むしろ状のラップをつくること。,2
打率,だりつ,野球で、安打数を打数で割った率。打撃率。バッティングアベレージ。,1641
惰力,だりょく,惰性の勢い。,110
打力,だりょく,１ 打つ力。２ 野球で、選手の打撃力。また、チームの攻撃力。,141
暖域,だんいき,低気圧の温暖前線と寒冷前線とにはさまれた暖気の領域。,0
段板,だんいた,階段の踏み板。,0
暖雨,だんう,暖かい雨。春の雨をさす。,0
断雲,だんうん,きれぎれの雲。ちぎれぐも。,111
団円,だんえん,１ まるいこと。また、そのさま。２ 円満であること。また、そのさま。３ 欠ける所もなく完全に終わること。,0
暖海,だんかい,水温の比較的高い海。,66
段葛,だんかずら,葛石(かずらいし)を積んで一段高くつくった道。特に、鎌倉鶴岡八幡宮の参道をいう。,13
断簡,だんかん,きれぎれになって残っている文書・書簡。文書の切れはし。,107
段菊,だんぎく,クマツヅラ科の多年草。高さ約60センチ。全体に毛があり灰色を帯びる。9～11月、葉の付け根ごとに数段、紫色の小花が密集して咲く。九州西部に分布。観賞用に栽培。花が葉腋(ようえき)ごとに段をなして咲くところからこの名がある。らんぎく。,0
段丘,だんきゅう,河岸や海岸または湖岸に沿って平坦面と急崖(きゅうがい)が階段状に配列している地形。土地の相対的隆起を示すものと考えられ、成因や分布から、河岸段丘・海岸段丘などに区分する。,1313
弾琴,だんきん,琴をひくこと。,17
段車,だんぐるま,動力をベルトで伝導する装置で、直径の異なるいくつかの車を大きさの順に重ね合わせて一体とし、これにベルトを掛け換えることによって回転速度を変えるもの。,0
男系,だんけい,男子だけで継承していく家系。また、父方の血筋。,699
団子,だんご,１ 米や雑穀の粉をこねて丸め、蒸したりゆでたりしたもの。あん・きな粉をまぶしたり、焼いて醤油をつけたりして食べる。２ 1のように丸いもの。また、ひとかたまりになったもの。,2412
段碁,だんご,囲碁で、初段以上の技量。また、その技量のある人。,0
団交,だんこう,労働組合や争議団が、使用者またはその団体と労働条件その他について交渉すること。団交。,87
断口,だんこう,１ 物を断ち切った面。断面。きりくち。きれくち。２ 鉱物が外力を受け、劈開(へきかい)面以外の方向で割れたときに現れる割れ口。劈開と異なり不規則な割れ目になり、貝殻状、多片状、鋸歯状、針状のものがある。,6
断郊,だんこう,郊外の田野、森林などを横断すること。,0
男工,だんこう,男性の職工。男子工員。,23
暖国,だんごく,あたたかい気候の国・地方。,29
段差,だんさ,１ 碁(ご)・将棋(しょうぎ)・武道などの段位の差。２ 段状の高低の差。,1094
弾糸,だんし,１ 琴・三味線などの弦楽器をひくこと。２ 胞子を散布する糸状の器官。スギナでは胞子に付着し、苔類では胞子嚢(ほうしのう)内に胞子と共在しており、湿っているときは胞子に絡みつき、乾燥すれば伸びて胞子をはじき出す。,15
断嘴,だんし,養鶏で、鶏どうしの尻つつきや羽食いなどを防ぐため、くちばしの先端を切り落とすこと。,0
檀紙,だんし,和紙の一。楮(こうぞ)を原料とし、縮緬(ちりめん)状のしわがある上質の和紙。大きさによって大高・中高・小高に分けられ、文書・表具・包装などに用いられる。平安時代には陸奥から良質のものが産出されたので陸奥紙(みちのくがみ)ともいった。さらに古くは、檀(まゆみ)を原料としたので、真弓(まゆみ)紙とも書かれた。,78
男爵,だんしゃく,１ もと五等爵の第五位。２ ジャガイモの一品種。やや球形で、目のところのくぼみが深い。明治40年（1907）北海道の川田男爵が米国から導入。生産量は多い。,8596
男囚,だんしゅう,男性の囚人。,21
壇所,だんしょ,修法のための壇を設けた所。,0
男女,だんじょ,おとことおんな。なんにょ。,20732
暖翠,だんすい,春、暖かくなり草木が緑に色づくこと。また、春の晴れた日の山の色。,0
団扇,だんせん,１ うちわ。２ 軍陣で用いた軍配団扇(ぐんばいうちわ)。,1226
弾倉,だんそう,連発銃で、補充用の弾丸をこめる部分。,1861
檀像,だんぞう,白檀(びゃくだん)・栴檀(せんだん)などを用いて作った彫像。平安時代に多くみられる。,6
弾帯,だんたい,１ 機関銃の銃弾を連結した帯。２ 銃弾を収納して身に着ける帯。３ 銃弾や砲弾に自旋運動を行わせるために、弾丸に装着した帯。,169
暖帯,だんたい,温帯のうち、亜熱帯に近い地帯。暖温帯。,102
磚茶,だんちゃ,紅茶または緑茶を円形・方形などに蒸し固めた茶。少しずつほぐして煎じたり湯に溶かしたりして飲む。中国を中心にチベット・モンゴル・ネパールなどで行われる。,11
弾着,だんちゃく,発射した弾丸が的にとどくこと。また、その到達地点。着弾。,296
檀徒,だんと,檀家の人々。,54
弾頭,だんとう,ミサイルや魚雷などで、爆薬を詰めた先端部分。,1829
暖冬,だんとう,平年より暖かい冬。,149
断念,だんねん,自分の希望などを、きっぱりとあきらめること。,5888
暖波,だんぱ,寒帯地方や温帯地方で、異常に温暖な空気に覆われる現象。,0
段波,だんぱ,津波や高潮などで、壁のように切り立った波が進行する現象。,6
段瀑,だんばく,水の落ち方から見た滝の分類の一。落ち口から流れ出た水が、途中で岩などにぶつかって段を作りながら落下する滝のこと。二つ段のあるものを二段瀑、三つのものを三段瀑という。,13
段畑,だんばた,山や丘の斜面に段状につくられた畑。だんばた。,21
段鼻,だんばな,鼻筋に高低の段がついた鼻。,10
段腹,だんばら,肥満して、段がつくような形で突き出た腹。,12
断尾,だんび,イヌ・ネコ・ウマなど、家畜の尾の一部または全部を切り取ること。,182
段平,だんびら,幅の広い刀。また、刀のこと。段平物。,159
暖風,だんぷう,あたたかい風。,10
男優,だんゆう,男性の俳優。,1973
出足,であし,１ 催し物・行楽地などへ人が出向く程度・状態。２ 物事の始まりの状態。３ 自動車の出発時の速度。４ 相撲で、相手を攻めながら足を相手の方へ踏み出すこと。５ 柔道で、前へ踏み出した足。,288
泥状,でいじょう,どろのようにどろどろした状態。どろじょう。,54
泥水,でいすい,１ どろがまじって濁った水。どろみず。２ ボーリング作業に使う、比重の大きい鉱物の微粒子を調合した水。掘管内を通して圧入し、掘りくずとともに地表に回収する。３ 花柳界のたとえ。,903
泥酔,でいすい,正体をなくすほど、ひどく酔うこと。,1249
泥炭,でいたん,湿地や浅い沼に生える水生植物やコケ類が枯死・堆積(たいせき)して、ある程度分解し炭化作用を受けたもの。,439
泥団,でいだん,１ 無価値なもの。無意味なもの。２ 理屈。理屈でしかない考え。３ 煩悩。現世の欲望。,4
泥土,でいど,水がまじって、どろどろになった土。どろ。どろつち。また、つまらないもの、けがれたもののたとえ。,473
泥濘,でいねい,道などのぬかっている所。ぬかるみ。,725
泥流,でいりゅう,火山噴火や山崩れの際、山腹を流れ下る大量の泥土の流れ。,351
出方,でかた,１ 出る方法・ようす。でよう。２ 物事に対する処理のしかたや態度。でよう。３ 芝居茶屋・相撲茶屋などに所属し、客を座席に案内したり、飲食物の世話をしたりする人。,875
出来,でき,１ ものができること。できあがること。また、できあがったもの。２ できあがった状態。できぐあい。できばえ。３ みのり。収穫。４ よくできていること。５ 「出来合い」の略。６ 「出来魚(できうお)」の略。７ 取引所で、売買が成立すること。８ にわかにできあがること、急に成り上がることなどの意を表す。,86264
溺愛,できあい,むやみにかわいがること。盲愛。,749
溺死,できし,水におぼれて死ぬこと。おぼれ死に。水死。,1616
出際,でぎわ,出かけようとするその時。でがけ。でしな。,0
溺惑,できわく,夢中になって本心を失うこと。惑溺。,0
木偶,でく,１ 木彫りの人形。また、人形。２ あやつり人形。３ 役に立たない人。また、そのような人をののしっていう語。でくのぼう。,253
出口,でぐち,１ 内から外へ出る口。２ 星新一のショートショート作品。さまざまな迷路に収録。,9230
出先,でさき,１ 外出、または出張している先。２ 「出先機関」の略。３ 品物の出どころ。４ 芸者の呼ばれる料亭や待合など。おでさき。,1137
弟子,でし,師について、学問や技芸の教えを受ける人。門人。門弟。また、徒弟。ていし。,18449
出職,でしょく,よそに出かけて仕事をする職業。左官・庭師など。,0
出時,でどき,１ 出る時。出るべき時。２ 人の出盛る時。,0
出所,でどころ,１ 物事が出てきたもとの所。しゅっしょ。２ 出るべき場所・場面。３ 出口。,2400
出端,ではな,１ 出ようとしたとたん。また、出たとたん。２ 物事のやりはじめ。また、やりはじめの勢いの盛んな時期。,99
出番,でばん,１ 勤務につく番。２ 役者が舞台に出る番。３ 出て、活躍すべき場面。４ 江戸時代、商家の奉公人が主家から公休をもらう番。藪入り・宿下がりの類。,2512
出臍,でべそ,とびだしているへそ。,17
出前,でまえ,１ 注文を受けて料理を届けること。また、その料理や、それを届ける人。２ 講習や講演などの依頼を受けて出向くこと。,998
出店,でみせ,１ 本店から分かれて別の場所に出した店。支店。２ 道ばたに臨時に出る店。露店。,4061
出物,でもの,１ 売りに出されている中古品や不動産など。２ 吹き出物。おでき。３ おなら。屁(へ)。４ 客に出す料理。また、芝居茶屋が客席の見物客に出す茶菓・弁当。５ 芝居などのだしもの。,128
出湯,でゆ,地中から湧き出る湯。温泉。いでゆ。,32
出様,でよう,１ 出る方法・ようす。出ぐあい。出方。２ 対応のしかた。態度。出方。,23
電圧,でんあつ,二点間の電位の差。単位はボルト。,3988
田園,でんえん,１ 田と畑。耕作地。２ 田畑や林・森などの緑の多い郊外。いなか。,4007
田翁,でんおう,年老いた農夫。,16
伝家,でんか,代々その家に伝わること。家伝。,103
田家,でんか,田舎の家。いなかや。また、田舎。,150
電化,でんか,動力源や熱源・光源に電力を利用するようにすること。,4236
電荷,でんか,物体が帯びている静電気およびその物理量。いろいろな電気現象を起こすもとになるもの。,1913
電界,でんかい,電荷に電気力の働く空間。空間内のある点で、単位電荷に働く電気力を電界の強さ、力の向きを電界の向きという。,343
電環,でんかん,電車の環状の路線。東京の山手線、大阪の環状線など。,0
伝奇,でんき,１ 現実には起こりそうにない、不思議な話。また、そのような話を題材とした、幻想的で怪奇な物語や小説。２ 中国で、唐代に起こった、人生の諸相を描いた文語体の短編小説。「枕中記」「鶯鶯伝」など。また、それによった明・清代の戯曲南戯(なんぎ)の称。,555
伝記,でんき,１ 個人の生涯にわたる行動や業績を叙述したもの。２ 古くから伝えられている事柄の記録。,4087
伝騎,でんき,伝令の任務を帯びた騎兵。,49
電機,でんき,電力によって動く機械。電気機械。,1687
電気,でんき,１ 摩擦電気・放電・電流などの現象。また、その主体である電荷や電気エネルギー。２ 電灯のこと。３ 電力のこと。,31223
電球,でんきゅう,ガラス球に、電気を通すと発光体となる物質を封入した照明用の電気器具。白熱電球。ネオンランプや水銀灯をいうこともある。,2530
電極,でんきょく,電界をつくったり電流を流したりするのに用いる、板状や棒状などの導体。陰極と陽極とがある。,1525
電撃,でんげき,１ 強い電流をからだに受けたときに感じる衝撃。２ 電光のように、すばやく攻撃すること。３ 電光のように、前ぶれなしに衝撃を与えること。,2626
電源,でんげん,１ 電力を供給するみなもと。２ 電気機器を動かす電力を取り入れる所。コンセントなど。,6610
電弧,でんこ,気体中の放電で生じる弧状の発光部分。電気火花。アーク。,42
電光,でんこう,１ 雷雲中や雷雲間、または雲と地面との間に起こる、火花放電の際の発光現象。雷鳴を伴うことが多い。稲妻(いなずま)。稲光(いなびかり)。２ 電灯の光。,2267
伝言,でんごん,人に頼んで、相手に用件を伝えること。また、その言葉。ことづて。ことづけ。,2268
電子,でんし,原子内で、原子核の周りに分布して負の電荷をもつ素粒子。電子数は原子番号に一致する。,24015
電磁,でんじ,電気と磁気の相互作用。,2677
伝写,でんしゃ,写し取って次から次へと伝えること。また、写し取ったものをさらに転写すること。また、その写し。,33
電車,でんしゃ,駆動用電動機を装置し、架線あるいは軌道から得る電気を動力源として走行する鉄道車両。,32339
伝受,でんじゅ,伝え受けること。伝授してもらうこと。,11
伝授,でんじゅ,伝え授けること。特に学問・宗教・芸道などの奥義や秘事を伝え授けること。,1799
田臭,でんしゅう,田舎くささ。やぼったさ。,0
伝書,でんしょ,１ 家に代々伝わる書物。また、秘伝や奥義(おうぎ)などを記した書物。２ 書類・手紙などを先方に伝えること。,360
伝承,でんしょう,１ 伝え聞くこと。人づてに聞くこと。２ ある集団の中で、古くからあるしきたり・信仰・風習・言い伝えなどを受け継いで後世に伝えていくこと。また、そのようにして伝えられた事柄。,10667
