id,idiom,reading,meaning
奸計,かんけい,悪いはかりごと。悪だくみ。
歓迎,かんげい,喜んでむかえること。喜んで受け入れること。
感激,かんげき,強く心に感じて、気持ちがたかぶること。
間隙,かんげき,１ あいだ。すきま。また、ひま。２ 気のゆるみ。油断。 ３ へだたり。不和。
完結,かんけつ,１ しめくくりがついて、すべて終わること。 ２ それ自体まとまったものとして、存在できていること。
簡潔,かんけつ,簡単で要領を得ているさま。手みじかではっきりしているさま。
間欠,かんけつ,一定の時間を置いて、物事が起こったりやんだりすること。
観月,かんげつ,１ 月、特に、仲秋の名月を観賞すること。月見。２ 愛知県豊田市で生産される晩生の赤ナシ。果実は700グラム程度と大きく、甘みが強く、果汁が多い。愛知県の育成品種で、2003年に品種登録。
甘言,かんげん,人の気に入るような口先だけのうまい言葉。甘辞。
還元,かんげん,１ 元の状態にもどすこと。 ２ ある物質から酸素が奪われる反応。または、ある物質が水素と化合する反応。より一般的には、原子・分子・イオンが電子を得る反応をいう。また、反応にあずかる各原子に対して酸化数という尺度を考え、酸化数の減少を還元と考える方法もある。３ 多様で複雑な物事を何らかの根本的なものに置き直し、帰着させること。
歓呼,かんこ,喜んで、大きな声を上げること。
監護,かんご,監督し、保護すること。
看護,かんご,けが人や病人の手当てや世話をすること。
寒光,かんこう,さむざむとした光。
刊行,かんこう,書籍などを印刷して世に出すこと。出版。
感光,かんこう,物質が光を受けて反応し、化学変化を起こすこと。
慣行,かんこう,１ 古くからの習わしとして行われていること。２ ふだん、習慣として行うこと。
敢行,かんこう,悪条件を押し切って行うこと。無理を承知で思い切って行うこと。
観光,かんこう,他の国や地方の風景・史跡・風物などを見物すること。
箝口,かんこう,口をつぐんでものを言わないこと。
勧告,かんこく,１ ある事をするように説きすすめること。２ 行政機関が参考として提出する意見。私人に対する行政指導の一方法として、あるいは他の行政機関に対する参考意見として提示される。法的拘束力はないが事実上、ある程度の強制力をもつ。
監獄,かんごく,自由刑の受刑者、刑事被告人・被疑者、死刑の確定判決を受けた者などを拘禁する施設。
監査,かんさ,１ 監督し検査すること。２ 特に、会計監査・業務監査のこと。
鑑査,かんさ,そのものの優劣・適否・真偽などを鑑定し審査すること。
完済,かんさい,借金などをすべて返しおわること。皆済(かいさい)。
監察,かんさつ,監督・査察すること。取り締まり、調べること。また、その役。
観察,かんさつ,１ 物事の状態や変化を客観的に注意深く見ること。２ 仏語。智慧によって対象を正しく見極めること。
鑑札,かんさつ,１ ある種の営業や行為に許可を与えたことを証するために行政庁が交付する証票。現在はふつう免許証・許可証の語を用いる。２ 書画・刀剣などの鑑定書。極め札。
閑散,かんさん,１ ひっそりと静まりかえっていること。また、そのさま。２ 仕事がなくて暇なこと。また、そのさま。３ 売買・取引などが少ないこと。また、そのさま。
環視,かんし,大勢が周りを取り囲んで見ること。
監視,かんし,１ 警戒して見張ること。また、その人。２ 旧刑法で、出獄者の再犯防止のために採用されていた付加刑。一定期間は住居移転の自由を禁じるなどの措置を内容とする。
幹事,かんじ,１ 会などの世話役。２ 業務を中心となって担当する役。
監事,かんじ,１ 団体の庶務をつかさどる役。２ 法人の財産や理事の業務執行の状況を監査する機関。株式会社の監査役にあたる。
鑑識,かんしき,１ 物の価値・本質を見分ける見識。 ２ 美術工芸品の真贋しんがん・価値などを判定する眼識。３ 犯罪捜査で、筆跡・指紋・血痕などを鑑定すること。また、それを担当する部門。
感謝,かんしゃ,ありがたいと思う気持ちを表すこと。また、その気持ち。
患者,かんじゃ,１ 病気やけがの治療を受ける人。医師の側からいう語。クランケ。 ２ 星新一のショートショート作品。ようこそ地球さんに収録。
間者,かんじゃ,敵方のようすをひそかに探る者。間諜(かんちょう)。スパイ。
癇癪,かんしゃく,ちょっとしたことにも感情を抑えきれないで激しく怒り出すこと。また、そういう性質や、その怒り。
感取,かんしゅ,感覚で理解すること。感じ取ること。
監守,かんしゅ,監督し、守護すること。また、それをする人。
甘受,かんじゅ,やむをえないものとしてあまんじて受け入れること。
慣習,かんしゅう,１ ある社会で古くから受け継がれてきている生活上のならわし。しきたり。２ 慣れること。習慣となるようにすること。
監修,かんしゅう,著述・編集などを監督すること。また、その人。
観衆,かんしゅう,興行物や催し物などを見物しに集まった大勢の人々。
完勝,かんしょう,一方的に勝つこと。完全な勝利。
干渉,かんしょう,１ 他人のことに立ち入って自分の意思に従わせようとすること。２ 国際法で、一国が他国の内政・外交に、その国の意思に反して介入すること。３ 二つ以上の同じ種類の波が重なって、互いに強め合ったり弱め合ったりする現象。音波でのうなり、光波での干渉色によるシャボン玉の色づく現象など。
緩衝,かんしょう,対立している物などの間にあって、衝突や不和などを和らげること。また、そのもの。
観象,かんしょう,１ 気象を観測すること。２ 易の占(うら)を見ること。
観賞,かんしょう,物を見て、その美しさや趣などを味わい楽しむこと。
勘定,かんじょう,１ 物の数や金銭などを数えること。２ 代金を払うこと。また、その代金。３ 見積もり。予測。 ４ 物事の利害を計算すること。５ いろいろと考え合わせたあげくの結論。６ 簿記で、資産・負債・資本などについてその増減を記すための区分。現金勘定・資本金勘定など。７ 考え定めること。かんてい。
感情,かんじょう,１ 喜んだり悲しんだりする、心の動き。気持ち。気分。２ ある状態や対象に対する主観的な価値づけ。「美しい」「感じが悪い」など対象に関するものと、「快い」「不満だ」など主体自身に関するものがある。また、一時的なものを情動、持続的なものを気分と呼び分ける場合もある。
間食,かんしょく,きまった食事と食事との間に物を食べること。あいだぐい。
閑職,かんしょく,仕事の暇な職務。重要でない職務。
感心,かんしん,１ りっぱな行為や、すぐれた技量に心を動かされること。心に深く感じること。感服。２ （逆説的に用いて）あきれること。びっくりすること。３ りっぱであるとして褒められるべきさま。
歓心,かんしん,喜ぶ気持ち。うれしいと思う心。
関心,かんしん,ある物事に特に心を引かれ、注意を向けること。
肝心,かんじん,最も重要なこと。また、そのさ...
冠水,かんすい,洪水などで田畑や作物が水をかぶること。
完遂,かんすい,最後までやりとおすこと。完全に成し遂げること。
灌水,かんすい,水を注ぐこと。多く、草木や農作物に水を注ぎかけることにいう。
喚声,かんせい,興奮したり驚いたりしたときに発する叫び声。
完成,かんせい,完全に出来上がること。すっかり仕上げること。
感性,かんせい,１ 物事を心に深く感じ取る働き。感受性。２ 外界からの刺激を受け止める感覚的能力。カント哲学では、理性・悟性から区別され、外界から触発されるものを受け止めて悟性に認識の材料を与える能力。
慣性,かんせい,外力が働かなければ、物体はその運動状態を保つという性質。惰性。
歓声,かんせい,喜びを抑えきれずに叫ぶ声。歓呼の声。
閑静,かんせい,もの静かで、落ち着いたさま。
陥穽,かんせい,１ 動物などを落ち込ませる、おとしあな。２ 人をおとしいれる策略。わな。
間接,かんせつ,１ 中間に他のものを置いた状態で、物事が行われること。また、そういう関係にあること。２ 遠回しに示すこと。
幹線,かんせん,主要な道筋となる線。鉄道・道路・電話などにいう。
感染,かんせん,１ 病原体が体内に侵入すること。特に、そのために種々の病態が起こること。２ 影響を受け、それに染まること。３ コンピューターシステムに不具合を起こすコンピューターウイルスが、ファイルに組み込まれること。
観戦,かんせん,１ 戦いの状態を視察すること。２ 試合などを見物すること。
勧善,かんぜん,善行を奨励すること。
完全,かんぜん,１ 欠けたところや足りないところがまったくないこと。必要な条件がすべてそろっていること。また、そのさま。２ 欠点などのないようにすること。
敢然,かんぜん,困難や危険を伴うことは覚悟のうえで、思い切って行うさま。
簡素,かんそ,飾りけがなく、質素なこと。また、そのさま。
乾燥,かんそう,１ かわくこと。湿気や水分がなくなること。２ かわかすこと。３ 味わいやおもしろみのないこと。また、そのさま。
完走,かんそう,競技などで最後まで走り抜くこと。
感想,かんそう,物事について、心に感じたことや思ったこと。所感。
間奏,かんそう,1曲の途中に挟んで器楽だけで演奏される部分。
観測,かんそく,１ 自然現象を精密に観察・測定し、その変化や推移を調べること。２ 物事を注意深く見て、変化や成り行きを予測すること。
歓待,かんたい,手厚くもてなすこと。
艦隊,かんたい,軍艦2隻以上で編成された海軍の部隊。
寛大,かんだい,度量が大きく、思いやりがあり、むやみに人を責めないこと。また、そのさま。
干拓,かんたく,海岸・河口・湖沼などを堤防で仕切り、内部の水を排除して陸地にすること。
感嘆,かんたん,感心してほめたたえること。感じ入ること。
簡単,かんたん,１ 物事が大ざっぱで単純なこと。また、そのさま。２ 時間や手数がかからないこと。また、そのさま。
歓談,かんだん,打ち解けて親しく語り合うこと。
間断,かんだん,とぎれること。絶え間。切れ目。多く
完治,かんち,病気やけがなどが完全に治ること。
感知,かんち,感じとること。気づくこと。
換置,かんち,置き換えること。おきかえ。置換。
関知,かんち,あることに関係し、それについて知っていること。あずかり知ること。
奸知,かんち,悪賢い知恵。悪知恵。
艦長,かんちょう,1隻の軍艦の乗組員を指揮統率する最高責任者。
間諜,かんちょう,ひそかに敵のようすを探って味方に報告する者。間者。スパイ。
貫通,かんつう,１ ある物の中を貫いて通ること。２ 広く物事に通じていること。通暁。通達。
官邸,かんてい,大臣や長官など高級官吏の在任中に、住居として政府が提供する邸宅。
鑑定,かんてい,１ 書画・骨董(こっとう)・刀剣・資料などの真贋・良否などを判定すること。目利き。２ 物事を判断すること。また、その判断。３ 裁判所から指示された事項について裁判官の知識を補充するために、学識経験者が専門的な意見・判断を述べること。
貫徹,かんてつ,意志・方針・考え方などを貫き通すこと。最後までくじけずに続けること。
観点,かんてん,物事を見たり考えたりする立場。見地。
感電,かんでん,電流が身体に流れて衝撃を受けること。
感度,かんど,１ 他からの刺激に感じる度合い・程度。２ 受信機・測定器などが、電波・電流などを感じる度合い。３ 写真フィルムなどの感光材料が光に反応する度合い。数値で表し、制定機関によって、現在多く使用されるISO(イソ)感度や、ASA(アサ)感度・JIS(ジス)感度などがある。
巻頭,かんとう,１ 書物や巻物などの最初の部分。巻首。２ 多くの短歌や俳句を並べて載せる場合の最初の位置。ふつう最優秀作を置く。３ 物事の初め。冒頭。
敢闘,かんとう,勇敢に戦うこと。
勘当,かんどう,１ 江戸時代、親が子の所業をこらしめるために親子の縁を絶ったこと。武士は管轄の奉行所、町人は町奉行所で登録した。この登録のないものは内証勘当といった。追い出し久離きゆうり。また、主従・師弟関係を絶つことにもいった。 ２ 罪を法に当ててかんがえること。３ こらしめ、しかること。
感動,かんどう,ある物事に深い感銘を受けて強く心を動かされること。
監督,かんとく,１ 物事を取り締まること。また、その人。２ 演劇・スポーツなどで、現場を取りしきったり、そのグループの成員を指揮・指導したりする立場にいる人。 ３ 「映画監督」に同じ。４ 法律で、ある人またはある機関が、他の人または他の機関の行為について監視し、必要とする時には指揮・命令などを加えること。５ 日本のプロテスタント教会の聖職の位の一。司祭あるいは牧師の上に立つ。日本聖公会・メソジスト教会などで戦前用いられた。ローマ-カトリックの司教に当たる。現在、正教会・聖公会では主教、メソジストでは廃止。ビショップ。
艱難,かんなん,困難に出あって苦しみ悩むこと。また、そのさま。
堪忍,かんにん,１ 人のあやまちを我慢して許すこと。勘弁。２ 不利な立場や困難な状況を堪え忍ぶこと。３ 経済力。また、生活費。
観念,かんねん,１ 物事に対してもつ考え。２ あきらめて、状況を受け入れること。覚悟すること。３ 哲学で、人間が意識の対象についてもつ、主観的な像。表象。心理学的には、具体的なものがなくても、それについて心に残る印象。４ 仏語。真理や仏・浄土などに心を集中して観察し、思念すること。観想。
完納,かんのう,納めるべき金銭・物品などを、残らず納めること。
寒波,かんぱ,寒気団が温暖な地域に進入し、気温が急激に下がる現象。
看破,かんぱ,見やぶること。物事の真相や裏面を見抜くこと。
完売,かんばい,商品を売りつくすこと。
乾杯,かんぱい,杯の酒を飲み干すこと。
完敗,かんぱい,徹底的に負けること。
間伐,かんばつ,森林や果樹園で、主な木の生育を助けたり、採光をよくしたりするために、適当な間隔で木を伐採すること。
看板,かんばん,１ 商店などで、宣伝のために屋号、扱う商品、うたい文句などを書いて人目につく所に掲げておく板状のもの。２ 劇場・映画館などで、出し物・俳優名などを書いて入り口に掲げる板。３ 世間に信用のある店の屋号。また、店の信用。４ 人の注意や関心を引きつけるのに有効なもの。また、人気があり、主力となる人や商品。５ 表向きの名目。見せかけ。６ 閉店。特に、飲食店・酒場などがその日の営業を終えること。７ 選挙区内での知名度。評判。「地盤」「鞄(かばん)」と合わせて「三ばん」という。８ 武家の中間(ちゅうげん)・小者(こもの)などが仕着せとした短い衣類。背に主家の紋所などを染め出したもの。
完備,かんび,必要なものが完全に備わっていること。また、完全に備えること。
甘美,かんび,１ 味が程よく甘くて、うまいこと。また、そのさま。２ 心地よくうっとりとした気持ちにさせること。また、そのさま。
看病,かんびょう,病人に付き添って世話をすること。
幹部,かんぶ,１ 団体や組織の中で中心となる人。２ 軍隊で将校・下士官のこと。
患部,かんぶ,病気や傷のある部分。患所。
還付,かんぷ,１ いったん所有主の移ったものを、元の所有主へ戻すこと。 ２ 還付金を返還すること。
完璧,かんぺき,欠点がまったくないこと。また、そのさま。
鑑別,かんべつ,よく調べて、種類・性質・真贋・質のよしあしなどを見分けること。
勘弁,かんべん,１ 他人の過失や要求などを許してやること。堪忍。２ 物事のよしあしをよく考えること。３ やりくりすること。算段。
簡便,かんべん,１ 取り扱いが簡単で、便利な・こと（さま）。 ２ 手っ取り早いこと。
感冒,かんぼう,くしゃみ・鼻水・発熱・倦怠感(けんたいかん)などの症状を示す急性の呼吸器疾患。
陥没,かんぼつ,落ち込むこと。沈みくぼむこと。
巻末,かんまつ,書物や巻物などの終わりの部分。巻尾。⇔巻頭。
緩慢,かんまん,１ 動きがゆったりしてのろいこと。また、そのさま。２ 物事の処理のしかたが手ぬるいこと。また、そのさま。
甘味,かんみ,１ あまい味。また、あまい食物。あまみ。２ うまい味。また、おいしい食物。３ 物事の快い味わい。面白み。
感銘,かんめい,忘れられないほど深く感動すること。心に深く刻みつけて忘れないこと。
喚問,かんもん,公的な機関に呼び出して問いただすこと。
勧誘,かんゆう,１ あることをするように勧めて誘うこと。２ 星新一のショートショート作品。たくさんのタブーに収録。
関与,かんよ,ある物事に関係すること。
慣用,かんよう,習慣的に用いること。また、習慣として世間に広く使われること。
肝要,かんよう,非常に大切なこと。最も必要なこと。また、そのさま。
陥落,かんらく,１ 落ち込むこと。陥没。２ 攻め落とされること。３ 地位や順位が下がること。４ 口説き落とされること。５ 欠けていること。欠落していること。
観覧,かんらん,見物すること。
監理,かんり,物事を監督、管理すること。取り締まること。
管理,かんり,１ ある規準などから外れないよう、全体を統制すること。２ 事が円滑に運ぶよう、事務を処理し、設備などを保存維持していくこと。３ 法律上、財産や施設などの現状を維持し、また、その目的にそった範囲内で利用・改良などをはかること。
簡略,かんりゃく,手短で簡単なこと。手軽で簡単なこと。また、そのさま。
環流,かんりゅう,めぐり流れること。また、その流れ。
完了,かんりょう,１ 物事が完全に終わること。また、完全に終えること。２ 文法で、動作・状態がすでに終了していること、また、その結果が現在まで実現している状態にあることなどを表す言い方。動詞に、文語では助動詞「つ」「ぬ」「たり」「り」、口語では助動詞「た」などを付けて表す。ヨーロッパ諸語では、基準となる時の違いに応じて、現在完了・過去完了・未来完了などの区別のあるものがある。
感涙,かんるい,深く感じて流す涙。感激・感謝のあまり流す涙。
寒冷,かんれい,ひえびえとして寒いこと。また、そのさま。
慣例,かんれい,繰り返し行われて習慣のようになった事柄。しきたり。ならわし。
関連,かんれん,ある事柄と他の事柄との間につながりがあること。連関。
貫禄,かんろく,１ 身に備わっている堂々とした威厳。身体・人格などから感じられる人間的重々しさ。 ２ 俗に、肥えていることを、軽いからかいの気持ちを込めていう。
緩和,かんわ,厳しさや激しさの程度を和らげること。また、和らぐこと。
母様,かあさま,母を敬い親しんで呼ぶ語。
加圧,かあつ,圧力を加えること。
下位,かい,地位や順位などが低いこと。
下意,かい,しもじもの者の考え。
歌意,かい,歌の意味。歌の心。
改悪,かいあく,物事を改めて、かえって悪くすること。
艾安,かいあん,世の中がよく治まって穏やかなこと。
快意,かいい,心を楽しませること。気持ちのよいこと。
海尉,かいい,海上自衛官の階級の一。海佐と准海尉との間で、一・二・三等がある。諸外国海軍および旧日本海軍の大・中・少尉に相当する。
階位,かいい,階級。位階。
海域,かいいき,ある限られた範囲の海。
貝石,かいいし,１ 化石になった貝殻。２ 貝殻のついた石。
改印,かいいん,届け出てある印鑑を別の物と替えること。
海員,かいいん,船長以外の船舶の乗組員。
開院,かいいん,１ もと、帝国議会が開かれること。２ 病院など「院」と名のつく施設・機関を新設すること。また、そのような施設が新たに業務を始めること。３ 病院などが、その日の業務を始めること。
怪雨,かいう,つむじ風で巻き上げられた土砂や魚・虫などが、雨にまじって降ってくるもの。
海芋,かいう,オランダカイウの別名。
海運,かいうん,船舶で旅客や貨物を運ぶこと。
快泳,かいえい,見ていて気持ちがよくなるほど、すばらしい泳ぎをすること。
改易,かいえき,改めかえること。更新すること。
快演,かいえん,すばらしい演技や演奏。
海燕,かいえん,ミズナギドリ目ウミツバメ科の海鳥の総称。コシジロウミツバメ・ハイイロウミツバメなど。全長14～25センチ。全体に黒褐色のものが多い。翼は長く、尾はツバメのように切れ込み、足指には水かきがある。繁殖期には小島に群集し、岩の裂け目や傾斜地に掘った穴に白い卵を1個産む。かいえん。
海塩,かいえん,海水から製した食塩。
海淵,かいえん,海底の特に深い凹地。ふつう海溝中にあり、発見船の名を冠してよぶことが多い。世界最深はマリアナ海溝のチャレンジャー海淵で、1万920メートル。
開演,かいえん,音楽・演劇・演芸などの催し物を始めること。⇔終演。
壊屋,かいおく,壊れた家。破屋(はおく)。
貝桶,かいおけ,貝合わせの貝殻を入れるふた付きの桶。八角・六角・四角・丸形などがあり、地貝(じがい)用と出し貝用と2個で一組となる。蒔絵(まきえ)を施し、江戸時代には嫁入り道具の一つとされ、現在でも雛道具の一つとなっている。
快音,かいおん,聞いて気持ちのよい音。
怪火,かいか,１ 不思議な火。怪しい火。鬼火、狐火(きつねび)の類。２ 原因不明の火事。不審火。
開化,かいか,１ 人間の知識が開け、文化が進歩すること。２ 西洋風俗や新知識を身につけていることを気どること。ハイカラであること。
開架,かいか,図書館で、利用者が直接に書架から資料を取り出すことができる方式。開架式閲覧法。⇔閉架。
階下,かいか,１ 階段の下。きざはしのもと。２ 2階以上の建物で、下の階。
諧和,かいか,１ やわらいで親しみあうこと。調和。２ 音楽の調子などがよく整っていること。
回外,かいがい,前腕を、掌(てのひら)が上を向くように回転させること。
海崖,かいがい,海食によってできた海岸のがけ。波食崖。
介殻,かいかく,貝殻(かいがら)。
海角,かいかく,陸地が海に細く突き出した先端の部分。岬。
開学,かいがく,大学を開設し、教育活動を始めること。
貝被,かいかむり,十脚目カイカムリ科のカニ。浅海の岩場にすむ。甲幅8センチくらい。甲は半球形にふくらみ、体表は茶色の毛で覆われる。後ろ二対の歩脚は短くて背面につき、先が鉤(かぎ)状で貝殻・ホヤや海綿を背負う。生殖孔の位置から、原始的とされる。
貝殻,かいがら,１ 貝の軟体を外側から包む石灰質などからなる硬い物質。２ 吉村昭の小説。少女架刑に収録。
解官,かいかん,官職を免じること。げかん。
快漢,かいかん,気性のさっぱりした、感じのよい男。快男児。好漢。
怪漢,かいかん,怪しい男。怪人物。
海関,かいかん,海港に置かれた税関。本来、清代の中国で外国貿易のための開港場に設けられたものをいう。
開巻,かいかん,１ 書物を開くこと。また、書物の初めの部分。書きだし。２ 遊戯的な俳諧で、作句を一座の前で公開すること。
開館,かいかん,１ 図書館・博物館・映画館など「館」と名のつく施設の業務を新たに始めること。２ 図書館・博物館・映画館などがその日の業務を始めること。
解顔,かいがん,顔の表情を和らげること。特に、笑顔になること。
回雁,かいがん,１ 返事の手紙。返書。返信。２ 北へ帰る雁。帰雁。
蟹眼,かいがん,茶釜の湯の煮えたぎること。
開眼,かいがん,１ よく見えなかった目が、よく見えるようになること。また、よく見えるようにすること。２ 新作の仏像・仏画を供養し、眼を点じて魂を迎え入れること。また、その儀式。３ 真理を悟ること。特に、技術・芸能の道で真髄を悟り、極致を窮めること。また、こつを会得(えとく)すること。かいがん。
会期,かいき,１ 集会などが行われる時期・期間。２ 国会や地方議会が活動する期間。通常国会の期間は原則として150日。臨時国会・特別国会の期間は両議院一致で決めるが、不一致のときは衆議院の議決による。地方議会では、当該議会が決める。
会規,かいき,会の規則。会則。
会記,かいき,茶会の記録。客の名前、道具立て、花・懐石・菓子などを記したもの。茶会記。
回忌,かいき,人の死後、毎年回ってくる祥月(しょうつき)命日。満1年目を一回忌または一周忌、満2年目を三回忌または三周忌、以後は、七・十三・三十三・五十・百回忌などといい、供養を行う。年忌。周忌。
海黄,かいき,剣尾綱カブトガニ科の節足動物の総称。カニではなく、クモ類の近縁。古生代からの現存種で、生きた化石といわれる。全長約60センチ。青黒く硬い甲をかぶり、半円状の前体、五角形状の後体および細長い剣状の尾部からなる。前体の下面に七対の付属脚があり、うち五対ははさみ状。後体の付属肢は六対ある。日本では一種が瀬戸内海・九州北西部に分布。7、8月に産卵がみられる。
海気,かいき,海辺の空気。
開基,かいき,１ 物事のもとを開くこと。基礎を築くこと。２ 仏寺または一宗派を創立すること。また、その僧。開山。３ 仏寺創建の際、財政的支持を行う世俗の人。特に禅宗で、開山と区別していう。
解義,かいぎ,意義をときあかすこと。解釈。
回議,かいぎ,担当者が原案を作り、関係者の間に順次に回して、意見を聞き、または承諾を求めること。
快技,かいぎ,見ていて気持ちがよい、みごとな技。妙技。美技。
海技,かいぎ,船舶職員として必要な技術。
開脚,かいきゃく,１ 両足を左右または前後にまっすぐ伸ばして開いた体勢。２ スキーで、つま先を外側に向けて、スキー板をV字形に開くこと。
諧謔,かいぎゃく,こっけいみのある気のきいた言葉。しゃれや冗談。ユーモア。
懐旧,かいきゅう,昔のことを、なつかしく思い出すこと。懐古。
海牛,かいぎゅう,海牛目の哺乳類の総称。ジュゴン科1種とマナティー科3種が現存。浅海や河川にすみ、前肢はひれ状、後肢は退化して外形はクジラに似るが、分類上はゾウに近い。草食性で、特徴的な口を持ち、動作は緩慢。
海渠,かいきょ,海岸線にほぼ直角に走る海底の凹地。断層などによって形成され、陸地に食い込んだ深い湾となる。
開渠,かいきょ,１ ふたをしていない水路。２ 鉄道や軌道の下を横切る水路または道路で、横断部分に覆いのないもの。
怪魚,かいぎょ,見たことのない、奇妙な魚。
海魚,かいぎょ,海にすむ魚。海でとれる魚。海水魚。
懐郷,かいきょう,故郷をなつかしく思うこと。望郷。
海峡,かいきょう,陸地に挟まれた狭い幅の水路となって、二つの海域をつなぐ海。水道。瀬戸。
海況,かいきょう,海の状況。水温・塩分・海流・プランクトンの分布などを総合しての海の状態。
開局,かいきょく,１ 放送局・郵便局など「局」と名のつく施設・機関が新しく業務を始めること。２ 囲碁の勝負を始めること。
槐棘,かいきょく,三槐と九棘。三公と九卿。公卿(くぎょう)。宮廷の人。
塊金,かいきん,砂金と一緒にとれる大きな金のかたまり。
海区,かいく,漁業行政や研究などのために区分された海上の区域。
戒具,かいぐ,刑事施設に拘禁されている人の暴行・逃走・自殺などを防ぐため、その身体の自由を拘束する器具。手錠・捕縄などの類。
回訓,かいくん,外国に駐在する外交官が指示を仰いだ事項に対する、本国政府の回答の訓令。
塊茎,かいけい,地下茎の一部が養分を蓄え、肥大したもの。ジャガイモやコンニャクイモなど。
怪傑,かいけつ,非常にすぐれた力を持つ不思議な人物。
魁傑,かいけつ,体躯(たいく)がずばぬけて大きい人。また、すぐれた人物。
懐剣,かいけん,ふところに携える護身用の短刀。懐刀(ふところがたな)。
改憲,かいけん,憲法を改正すること。
海権,かいけん,海上を支配する権力。制海権。
戒厳,かいげん,１ 戦時またはこれに準じる非常事態の際、立法・行政・司法の事務の全部または一部を軍隊の手にゆだねること。２ 厳重に警戒すること。厳戒。
改元,かいげん,年号を改めること。改号。
開元,かいげん,基礎を築くこと。特に、国を始めること。
回顧,かいこ,１ 過ぎ去ったことを思い起こすこと。２ 後ろを振り返ること。
解語,かいご,言葉がわかること。
悔悟,かいご,自分のした事の悪かったことを認めて後悔すること。
廻航,かいこう,１ 船を目的の港に向かわせること。２ あちこちの港を巡る航海。
海港,かいこう,海に面している港。また、航海船が外国貿易のために出入りする港。
海溝,かいこう,比較的急な斜面に囲まれた、細長い深海底の凹地。多くが深さ6000メートル以上を示し、長さは数百キロから数千キロに及ぶ。海洋プレートが沈み込む境界と考えられ、陸側は地震活動が活発。トレンチ（trench）。
海寇,かいこう,海上から侵入する外敵。海賊。
蟹甲,かいこう,カニのこうら。
蟹行,かいこう,１ カニのように横に歩くこと。横ばい。２ 横書きにするのが習慣になっている文字。欧文のこと。横文字。
開坑,かいこう,鉱山で、新しく坑道を切り開くこと。
開校,かいこう,学校を新設して授業を始めること。また、新設された学校の授業が始まること。
開港,かいこう,１ 新しく港や空港を開くこと。また、新しくできた港や空港の業務が始まること。２ 条約や法令によって外国との貿易のために港を開くこと。
貝香,かいこう,貝、アカニシのふた。粉末にして練り香の材料とする。へなたり。こうこう。
甲香,かいこう,貝、アカニシのふた。粉末にして練り香の材料とする。へなたり。こうこう。
開合,かいごう,１ 開いたり合わせたりすること。２ 開音と合音。開音（開口音）は口の開きの広い音、合音（合口音）は狭い開きの音。オの長音についての2種の漢字音では、韻の主母音に、円唇母音uまたは副母音wをもつものを合、その他を開とする。３ 一般的に発音、発声のこと。本来は声明(しょうみょう)・謡曲の用語。
蚕蛾,かいこが,鱗翅(りんし)目カイコガ科のガ。全身白色で胴が太く、翅(はね)をもつが飛ぶことはできず、口も退化している。繭を作ってから20日余りで繭に穴をあけて出て、すぐ交尾に入り卵を産む。寿命は1週間ほど。蚕の蝶(ちょう)。さんが。
海国,かいこく,四方が海に囲まれた国。海の利用によって繁栄を図る国。
海谷,かいこく,大陸斜面を刻む深い谷。主に乱泥流による浸食によってできる。広くは大陸棚にあるものもいう。
開国,かいこく,１ 外国との交際、通商を始めること。２ 初めて国を開くこと。建国。肇国(ちょうこく)。
誡告,かいこく,過失・失態・非行などを強く戒めること。
蚕棚,かいこだな,１ 蚕を飼う平たい籠(かご)を載せる棚。２ 何層かの棚状につくられた寝台。
塊根,かいこん,養分を蓄えて肥大し、塊状になった根。サツマイモ・ダリアなどの芋。
海佐,かいさ,海上自衛官の階級の一。海将補と海尉の間で、一、二、三等の階級に分かれる。諸外国海軍および旧日本海軍の大・中・少佐に相当する。
快哉,かいさい,ああ愉快だと思うこと。胸がすくこと。
皆済,かいさい,１ 借りた金を返しおわること。２ 年貢・税金などを完納すること。
櫂先,かいさき,１ 櫂の先。２ 茶杓(ちゃしゃく)の先端の部分。茶をすくう櫂状の部分。葉先。
快作,かいさく,鑑賞する者が感動するような、すぐれた作品。
怪作,かいさく,常識にとらわれない、怪しげで不思議な作品。
改作,かいさく,作りかえること。特に、文学作品に修正を加え、新しいものに作りなおすこと。また、その作品。
開削,かいさく,土地を切り開いて道路や運河などを通すこと。
開鑿,かいさく,土地を切り開いて道路や運河などを通すこと。
開山,かいさん,１ 仏寺を初めて開くこと。また、開いた僧。開基。２ 一宗一派を初めて開いた僧。祖師。開祖。３ ある物事の創始者。４ ある物事の権威者、第一人者。
改竄,かいざん,文書などの字句を直すこと。特に、悪用するために、勝手に直すこと。
海山,かいざん,深海洋底から1000メートル以上の高さに隆起している海中の地形。比較的孤立しているものをいう。玄武岩からなる。
会誌,かいし,会員に定期的に配布される雑誌。
回視,かいし,１ 過去をふりかえってみること。回顧。２ あたりを見回すこと。
怪死,かいし,死因に疑いのある死に方をすること。
懐紙,かいし,１ 畳んでふところに入れておく紙。臨時に書状や詩歌の料紙に用いたり、茶席で菓子を取り分けたり茶碗の縁などをふくのに用いたりする。ふところがみ。畳紙(たとうがみ)。２ 詩歌・連歌・俳諧を正式に記録、詠進するときに用いる料紙。檀紙(だんし)・奉書紙・杉原紙など。寸法・折り方・書き方などにおのおの規定がある。
